sample-id,delphinidae_all,other_mm_all,mm_any_all,delphinus_tot_reads,Bio-rep,unique_biorep_numeric,Tech-rep,Cruise,Date_YYYYMMDD,Primer,Primer_numeric,Collection_method,Collection_method_numeric,Collection_device,Collection_device_numeric,Depth_m,Volume_filt_mL,Vol_filt_grp_mL,station,site,site.numeric,bottle,latitude,longitude,Ecological Notes,Processing Notes
004_GEM_1_80m-1,0,0,0,0,1,48,2,202210,20221014,DL,1,GEMCAP,1,CTD,1,80,1000,800 - 1000,84.0 41.7,2210RL_004,4,1,34.05617833,-118.5965633,"common dolphins, humpbacks, maybe a bottlenose dolphin",
004_GEM_1_80m-2,0,0,0,0,1,48,3,202210,20221014,DL,1,GEMCAP,1,CTD,1,80,1000,800 - 1000,84.0 41.7,2210RL_004,4,1,34.05617833,-118.5965633,"common dolphins, humpbacks, maybe a bottlenose dolphin",
004_GEM_5_Chlamax_17m,0,0,0,0,1,44,1,202210,20221014,DL,1,GEMCAP,1,CTD,1,17,1000,800 - 1000,84.0 41.7,2210RL_004,4,5,34.05617833,-118.5965633,"common dolphins, humpbacks, maybe a bottlenose dolphin",
004_GEM_5_Chlamax_17m-1,1,0,1,609,1,44,2,202210,20221014,DL,1,GEMCAP,1,CTD,1,17,1000,800 - 1000,84.0 41.7,2210RL_004,4,5,34.05617833,-118.5965633,"common dolphins, humpbacks, maybe a bottlenose dolphin",
004_GEM_5_Chlamax_17m-2,1,0,1,1421,1,44,3,202210,20221014,DL,1,GEMCAP,1,CTD,1,17,1000,800 - 1000,84.0 41.7,2210RL_004,4,5,34.05617833,-118.5965633,"common dolphins, humpbacks, maybe a bottlenose dolphin",
004_GEM_7_10m,0,0,0,0,1,40,1,202210,20221014,DL,1,GEMCAP,1,CTD,1,10,900,800 - 1000,84.0 41.7,2210RL_004,4,7,34.05617833,-118.5965633,"common dolphins, humpbacks, maybe a bottlenose dolphin",
004_GEM_7_10m-1,1,0,1,5184,1,40,2,202210,20221014,DL,1,GEMCAP,1,CTD,1,10,900,800 - 1000,84.0 41.7,2210RL_004,4,7,34.05617833,-118.5965633,"common dolphins, humpbacks, maybe a bottlenose dolphin",
004_GEM_7_10m-2,0,0,0,0,1,40,3,202210,20221014,DL,1,GEMCAP,1,CTD,1,10,900,800 - 1000,84.0 41.7,2210RL_004,4,7,34.05617833,-118.5965633,"common dolphins, humpbacks, maybe a bottlenose dolphin",
004_Win_2_80m_01,1,0,1,277,1,49,1,202210,20221014,DL,1,RREAS,2,CTD,1,80,2000,1400 - 2000,84.0 41.7,2210RL_004,4,2,34.05617833,-118.5965633,"common dolphins, humpbacks, maybe a bottlenose dolphin",
004_Win_2_80m_01-1,1,0,1,5243,1,49,2,202210,20221014,DL,1,RREAS,2,CTD,1,80,2000,1400 - 2000,84.0 41.7,2210RL_004,4,2,34.05617833,-118.5965633,"common dolphins, humpbacks, maybe a bottlenose dolphin",
004_Win_2_80m_01-2,0,0,0,0,1,49,3,202210,20221014,DL,1,RREAS,2,CTD,1,80,2000,1400 - 2000,84.0 41.7,2210RL_004,4,2,34.05617833,-118.5965633,"common dolphins, humpbacks, maybe a bottlenose dolphin",
004_Win_2_80m_02,0,0,0,0,2,50,1,202210,20221014,DL,1,RREAS,2,CTD,1,80,2000,1400 - 2000,84.0 41.7,2210RL_004,4,2,34.05617833,-118.5965633,"common dolphins, humpbacks, maybe a bottlenose dolphin",
004_Win_2_80m_02-2,0,0,0,0,2,50,2,202210,20221014,DL,1,RREAS,2,CTD,1,80,2000,1400 - 2000,84.0 41.7,2210RL_004,4,2,34.05617833,-118.5965633,"common dolphins, humpbacks, maybe a bottlenose dolphin",
004_Win_2_80m_02-3,0,0,0,0,2,50,3,202210,20221014,DL,1,RREAS,2,CTD,1,80,2000,1400 - 2000,84.0 41.7,2210RL_004,4,2,34.05617833,-118.5965633,"common dolphins, humpbacks, maybe a bottlenose dolphin",
004_Win_2_80m_03,0,0,0,0,3,51,1,202210,20221014,DL,1,RREAS,2,CTD,1,80,2000,1400 - 2000,84.0 41.7,2210RL_004,4,2,34.05617833,-118.5965633,"common dolphins, humpbacks, maybe a bottlenose dolphin",
004_Win_2_80m_03-2,1,0,1,442,3,51,2,202210,20221014,DL,1,RREAS,2,CTD,1,80,2000,1400 - 2000,84.0 41.7,2210RL_004,4,2,34.05617833,-118.5965633,"common dolphins, humpbacks, maybe a bottlenose dolphin",
004_Win_2_80m_03-3,1,0,1,46546,3,51,3,202210,20221014,DL,1,RREAS,2,CTD,1,80,2000,1400 - 2000,84.0 41.7,2210RL_004,4,2,34.05617833,-118.5965633,"common dolphins, humpbacks, maybe a bottlenose dolphin",
004_Win_4_Chlamax_17m_01,0,0,0,0,1,45,1,202210,20221014,DL,1,RREAS,2,CTD,1,17,2000,1400 - 2000,84.0 41.7,2210RL_004,4,4,34.05617833,-118.5965633,"common dolphins, humpbacks, maybe a bottlenose dolphin",
004_Win_4_Chlamax_17m_01-1,0,0,0,0,1,45,2,202210,20221014,DL,1,RREAS,2,CTD,1,17,2000,1400 - 2000,84.0 41.7,2210RL_004,4,4,34.05617833,-118.5965633,"common dolphins, humpbacks, maybe a bottlenose dolphin",
004_Win_4_Chlamax_17m_01-2,0,0,0,0,1,45,3,202210,20221014,DL,1,RREAS,2,CTD,1,17,2000,1400 - 2000,84.0 41.7,2210RL_004,4,4,34.05617833,-118.5965633,"common dolphins, humpbacks, maybe a bottlenose dolphin",
004_Win_4_Chlamax_17m_02,0,0,0,0,2,46,1,202210,20221014,DL,1,RREAS,2,CTD,1,17,2000,1400 - 2000,84.0 41.7,2210RL_004,4,4,34.05617833,-118.5965633,"common dolphins, humpbacks, maybe a bottlenose dolphin",
004_Win_4_Chlamax_17m_02-2,0,0,0,0,2,46,2,202210,20221014,DL,1,RREAS,2,CTD,1,17,2000,1400 - 2000,84.0 41.7,2210RL_004,4,4,34.05617833,-118.5965633,"common dolphins, humpbacks, maybe a bottlenose dolphin",
004_Win_4_Chlamax_17m_02-3,0,0,0,0,2,46,3,202210,20221014,DL,1,RREAS,2,CTD,1,17,2000,1400 - 2000,84.0 41.7,2210RL_004,4,4,34.05617833,-118.5965633,"common dolphins, humpbacks, maybe a bottlenose dolphin",
004_Win_4_Chlamax_17m_03,0,0,0,0,3,47,1,202210,20221014,DL,1,RREAS,2,CTD,1,17,2000,1400 - 2000,84.0 41.7,2210RL_004,4,4,34.05617833,-118.5965633,"common dolphins, humpbacks, maybe a bottlenose dolphin",
004_Win_4_Chlamax_17m_03-2,1,0,1,5895,3,47,2,202210,20221014,DL,1,RREAS,2,CTD,1,17,2000,1400 - 2000,84.0 41.7,2210RL_004,4,4,34.05617833,-118.5965633,"common dolphins, humpbacks, maybe a bottlenose dolphin",
004_Win_4_Chlamax_17m_03-3,0,1,1,0,3,47,3,202210,20221014,DL,1,RREAS,2,CTD,1,17,2000,1400 - 2000,84.0 41.7,2210RL_004,4,4,34.05617833,-118.5965633,"common dolphins, humpbacks, maybe a bottlenose dolphin",
004_Win_8_10m_01,0,0,0,0,1,41,1,202210,20221014,DL,1,RREAS,2,CTD,1,10,2000,1400 - 2000,84.0 41.7,2210RL_004,4,8,34.05617833,-118.5965633,"common dolphins, humpbacks, maybe a bottlenose dolphin",
004_Win_8_10m_01-1,0,0,0,0,1,41,2,202210,20221014,DL,1,RREAS,2,CTD,1,10,2000,1400 - 2000,84.0 41.7,2210RL_004,4,8,34.05617833,-118.5965633,"common dolphins, humpbacks, maybe a bottlenose dolphin",
004_Win_8_10m_01-2,0,0,0,0,1,41,3,202210,20221014,DL,1,RREAS,2,CTD,1,10,2000,1400 - 2000,84.0 41.7,2210RL_004,4,8,34.05617833,-118.5965633,"common dolphins, humpbacks, maybe a bottlenose dolphin",
004_Win_8_10m_02,0,0,0,0,2,42,1,202210,20221014,DL,1,RREAS,2,CTD,1,10,2000,1400 - 2000,84.0 41.7,2210RL_004,4,8,34.05617833,-118.5965633,"common dolphins, humpbacks, maybe a bottlenose dolphin",
004_Win_8_10m_02-2,0,0,0,0,2,42,2,202210,20221014,DL,1,RREAS,2,CTD,1,10,2000,1400 - 2000,84.0 41.7,2210RL_004,4,8,34.05617833,-118.5965633,"common dolphins, humpbacks, maybe a bottlenose dolphin",
004_Win_8_10m_02-3,0,0,0,0,2,42,3,202210,20221014,DL,1,RREAS,2,CTD,1,10,2000,1400 - 2000,84.0 41.7,2210RL_004,4,8,34.05617833,-118.5965633,"common dolphins, humpbacks, maybe a bottlenose dolphin",
004_Win_8_10m_03,1,0,1,215492,3,43,1,202210,20221014,DL,1,RREAS,2,CTD,1,10,2000,1400 - 2000,84.0 41.7,2210RL_004,4,8,34.05617833,-118.5965633,"common dolphins, humpbacks, maybe a bottlenose dolphin",
004_Win_8_10m_03-2,0,0,0,0,3,43,2,202210,20221014,DL,1,RREAS,2,CTD,1,10,2000,1400 - 2000,84.0 41.7,2210RL_004,4,8,34.05617833,-118.5965633,"common dolphins, humpbacks, maybe a bottlenose dolphin",
004_Win_8_10m_03-3,0,0,0,0,3,43,3,202210,20221014,DL,1,RREAS,2,CTD,1,10,2000,1400 - 2000,84.0 41.7,2210RL_004,4,8,34.05617833,-118.5965633,"common dolphins, humpbacks, maybe a bottlenose dolphin",
005_GEM_1_380m,0,0,0,0,1,65,1,202210,20221014,DL,1,GEMCAP,1,CTD,1,380,1000,800 - 1000,84.5 43.5,2210RL_005,5,1,33.92825667,-118.5246,"common dolphins, subnose pipefish, needlefish, minke whale surfaced near CTD",
005_GEM_1_380m-1,0,0,0,0,1,65,2,202210,20221014,DL,1,GEMCAP,1,CTD,1,380,1000,800 - 1000,84.5 43.5,2210RL_005,5,1,33.92825667,-118.5246,"common dolphins, subnose pipefish, needlefish, minke whale surfaced near CTD",
005_GEM_1_380m-2,1,0,1,13,1,65,3,202210,20221014,DL,1,GEMCAP,1,CTD,1,380,1000,800 - 1000,84.5 43.5,2210RL_005,5,1,33.92825667,-118.5246,"common dolphins, subnose pipefish, needlefish, minke whale surfaced near CTD",
005_GEM_2_170m,0,0,0,0,1,60,1,202210,20221014,DL,1,GEMCAP,1,CTD,1,170,1000,800 - 1000,84.5 43.5,2210RL_005,5,2,33.92825667,-118.5246,"common dolphins, subnose pipefish, needlefish, minke whale surfaced near CTD",
005_GEM_2_170m-1,0,0,0,0,1,60,2,202210,20221014,DL,1,GEMCAP,1,CTD,1,170,1000,800 - 1000,84.5 43.5,2210RL_005,5,2,33.92825667,-118.5246,"common dolphins, subnose pipefish, needlefish, minke whale surfaced near CTD",
005_GEM_2_170m-2,0,0,0,0,1,60,3,202210,20221014,DL,1,GEMCAP,1,CTD,1,170,1000,800 - 1000,84.5 43.5,2210RL_005,5,2,33.92825667,-118.5246,"common dolphins, subnose pipefish, needlefish, minke whale surfaced near CTD",
005_GEM_3_100m,0,0,0,0,1,52,1,202210,20221014,DL,1,GEMCAP,1,CTD,1,100,1000,800 - 1000,84.5 43.5,2210RL_005,5,3,33.92825667,-118.5246,"common dolphins, subnose pipefish, needlefish, minke whale surfaced near CTD",
005_GEM_3_100m-1,0,0,0,0,1,52,2,202210,20221014,DL,1,GEMCAP,1,CTD,1,100,1000,800 - 1000,84.5 43.5,2210RL_005,5,3,33.92825667,-118.5246,"common dolphins, subnose pipefish, needlefish, minke whale surfaced near CTD",
005_GEM_3_100m-2,0,0,0,0,1,52,3,202210,20221014,DL,1,GEMCAP,1,CTD,1,100,1000,800 - 1000,84.5 43.5,2210RL_005,5,3,33.92825667,-118.5246,"common dolphins, subnose pipefish, needlefish, minke whale surfaced near CTD",
005_GEM_5_Chlamax_31m,0,0,0,0,1,61,1,202210,20221014,DL,1,GEMCAP,1,CTD,1,31,1000,800 - 1000,84.5 43.5,2210RL_005,5,5,33.92825667,-118.5246,"common dolphins, subnose pipefish, needlefish, minke whale surfaced near CTD","filter touched the top of another sample's falcon tube, potential contamination"
005_GEM_5_Chlamax_31m-1,0,0,0,0,1,61,2,202210,20221014,DL,1,GEMCAP,1,CTD,1,31,1000,800 - 1000,84.5 43.5,2210RL_005,5,5,33.92825667,-118.5246,"common dolphins, subnose pipefish, needlefish, minke whale surfaced near CTD",
005_GEM_5_Chlamax_31m-2,0,0,0,0,1,61,3,202210,20221014,DL,1,GEMCAP,1,CTD,1,31,1000,800 - 1000,84.5 43.5,2210RL_005,5,5,33.92825667,-118.5246,"common dolphins, subnose pipefish, needlefish, minke whale surfaced near CTD",
005_GEM_7_10m,0,0,0,0,1,56,1,202210,20221014,DL,1,GEMCAP,1,CTD,1,10,1000,800 - 1000,84.5 43.5,2210RL_005,5,7,33.92825667,-118.5246,"common dolphins, subnose pipefish, needlefish, minke whale surfaced near CTD",
005_GEM_7_10m-1,0,0,0,0,1,56,2,202210,20221014,DL,1,GEMCAP,1,CTD,1,10,1000,800 - 1000,84.5 43.5,2210RL_005,5,7,33.92825667,-118.5246,"common dolphins, subnose pipefish, needlefish, minke whale surfaced near CTD",
005_GEM_7_10m-2,0,0,0,0,1,56,3,202210,20221014,DL,1,GEMCAP,1,CTD,1,10,1000,800 - 1000,84.5 43.5,2210RL_005,5,7,33.92825667,-118.5246,"common dolphins, subnose pipefish, needlefish, minke whale surfaced near CTD",
005_Win_4_100m_01,0,0,0,0,1,53,1,202210,20221014,DL,1,RREAS,2,CTD,1,100,2000,1400 - 2000,84.5 43.5,2210RL_005,5,4,33.92825667,-118.5246,"common dolphins, subnose pipefish, needlefish, minke whale surfaced near CTD",
005_Win_4_100m_01-1,0,0,0,0,1,53,2,202210,20221014,DL,1,RREAS,2,CTD,1,100,2000,1400 - 2000,84.5 43.5,2210RL_005,5,4,33.92825667,-118.5246,"common dolphins, subnose pipefish, needlefish, minke whale surfaced near CTD",
005_Win_4_100m_01-2,0,0,0,0,1,53,3,202210,20221014,DL,1,RREAS,2,CTD,1,100,2000,1400 - 2000,84.5 43.5,2210RL_005,5,4,33.92825667,-118.5246,"common dolphins, subnose pipefish, needlefish, minke whale surfaced near CTD",
005_Win_4_100m_02,0,0,0,0,2,54,1,202210,20221014,DL,1,RREAS,2,CTD,1,100,2000,1400 - 2000,84.5 43.5,2210RL_005,5,4,33.92825667,-118.5246,"common dolphins, subnose pipefish, needlefish, minke whale surfaced near CTD",
005_Win_4_100m_02-2,0,0,0,0,2,54,2,202210,20221014,DL,1,RREAS,2,CTD,1,100,2000,1400 - 2000,84.5 43.5,2210RL_005,5,4,33.92825667,-118.5246,"common dolphins, subnose pipefish, needlefish, minke whale surfaced near CTD",
005_Win_4_100m_02-3,0,0,0,0,2,54,3,202210,20221014,DL,1,RREAS,2,CTD,1,100,2000,1400 - 2000,84.5 43.5,2210RL_005,5,4,33.92825667,-118.5246,"common dolphins, subnose pipefish, needlefish, minke whale surfaced near CTD",
005_Win_4_100m_03,0,0,0,0,3,55,1,202210,20221014,DL,1,RREAS,2,CTD,1,100,2000,1400 - 2000,84.5 43.5,2210RL_005,5,4,33.92825667,-118.5246,"common dolphins, subnose pipefish, needlefish, minke whale surfaced near CTD",
005_Win_4_100m_03-2,0,0,0,0,3,55,2,202210,20221014,DL,1,RREAS,2,CTD,1,100,2000,1400 - 2000,84.5 43.5,2210RL_005,5,4,33.92825667,-118.5246,"common dolphins, subnose pipefish, needlefish, minke whale surfaced near CTD",
005_Win_4_100m_03-3,0,0,0,0,3,55,3,202210,20221014,DL,1,RREAS,2,CTD,1,100,2000,1400 - 2000,84.5 43.5,2210RL_005,5,4,33.92825667,-118.5246,"common dolphins, subnose pipefish, needlefish, minke whale surfaced near CTD",
005_Win_6_Chlamax_31m_01,0,0,0,0,1,62,1,202210,20221014,DL,1,RREAS,2,CTD,1,31,2000,1400 - 2000,84.5 43.5,2210RL_005,5,6,33.92825667,-118.5246,"common dolphins, subnose pipefish, needlefish, minke whale surfaced near CTD",
005_Win_6_Chlamax_31m_01-1,0,0,0,0,1,62,2,202210,20221014,DL,1,RREAS,2,CTD,1,31,2000,1400 - 2000,84.5 43.5,2210RL_005,5,6,33.92825667,-118.5246,"common dolphins, subnose pipefish, needlefish, minke whale surfaced near CTD",
005_Win_6_Chlamax_31m_01-2,1,0,1,2,1,62,3,202210,20221014,DL,1,RREAS,2,CTD,1,31,2000,1400 - 2000,84.5 43.5,2210RL_005,5,6,33.92825667,-118.5246,"common dolphins, subnose pipefish, needlefish, minke whale surfaced near CTD",
005_Win_6_Chlamax_31m_02,0,0,0,0,2,63,1,202210,20221014,DL,1,RREAS,2,CTD,1,31,2000,1400 - 2000,84.5 43.5,2210RL_005,5,6,33.92825667,-118.5246,"common dolphins, subnose pipefish, needlefish, minke whale surfaced near CTD",
005_Win_6_Chlamax_31m_02-2,0,0,0,0,2,63,2,202210,20221014,DL,1,RREAS,2,CTD,1,31,2000,1400 - 2000,84.5 43.5,2210RL_005,5,6,33.92825667,-118.5246,"common dolphins, subnose pipefish, needlefish, minke whale surfaced near CTD",
005_Win_6_Chlamax_31m_02-3,0,0,0,0,2,63,3,202210,20221014,DL,1,RREAS,2,CTD,1,31,2000,1400 - 2000,84.5 43.5,2210RL_005,5,6,33.92825667,-118.5246,"common dolphins, subnose pipefish, needlefish, minke whale surfaced near CTD",
005_Win_6_Chlamax_31m_03,0,0,0,0,3,64,1,202210,20221014,DL,1,RREAS,2,CTD,1,31,2000,1400 - 2000,84.5 43.5,2210RL_005,5,6,33.92825667,-118.5246,"common dolphins, subnose pipefish, needlefish, minke whale surfaced near CTD",
005_Win_6_Chlamax_31m_03-2,1,0,1,4690,3,64,2,202210,20221014,DL,1,RREAS,2,CTD,1,31,2000,1400 - 2000,84.5 43.5,2210RL_005,5,6,33.92825667,-118.5246,"common dolphins, subnose pipefish, needlefish, minke whale surfaced near CTD",
005_Win_6_Chlamax_31m_03-3,0,0,0,0,3,64,3,202210,20221014,DL,1,RREAS,2,CTD,1,31,2000,1400 - 2000,84.5 43.5,2210RL_005,5,6,33.92825667,-118.5246,"common dolphins, subnose pipefish, needlefish, minke whale surfaced near CTD",
005_Win_8_10m_01,1,0,1,1560,1,57,1,202210,20221014,DL,1,RREAS,2,CTD,1,10,2000,1400 - 2000,84.5 43.5,2210RL_005,5,8,33.92825667,-118.5246,"common dolphins, subnose pipefish, needlefish, minke whale surfaced near CTD",
005_Win_8_10m_01-1,1,0,1,3226885,1,57,2,202210,20221014,DL,1,RREAS,2,CTD,1,10,2000,1400 - 2000,84.5 43.5,2210RL_005,5,8,33.92825667,-118.5246,"common dolphins, subnose pipefish, needlefish, minke whale surfaced near CTD",
005_Win_8_10m_01-2,0,0,0,0,1,57,3,202210,20221014,DL,1,RREAS,2,CTD,1,10,2000,1400 - 2000,84.5 43.5,2210RL_005,5,8,33.92825667,-118.5246,"common dolphins, subnose pipefish, needlefish, minke whale surfaced near CTD",
005_Win_8_10m_02,0,0,0,0,2,58,1,202210,20221014,DL,1,RREAS,2,CTD,1,10,2000,1400 - 2000,84.5 43.5,2210RL_005,5,8,33.92825667,-118.5246,"common dolphins, subnose pipefish, needlefish, minke whale surfaced near CTD",
005_Win_8_10m_02-2,0,0,0,0,2,58,2,202210,20221014,DL,1,RREAS,2,CTD,1,10,2000,1400 - 2000,84.5 43.5,2210RL_005,5,8,33.92825667,-118.5246,"common dolphins, subnose pipefish, needlefish, minke whale surfaced near CTD",
005_Win_8_10m_02-3,0,0,0,0,2,58,3,202210,20221014,DL,1,RREAS,2,CTD,1,10,2000,1400 - 2000,84.5 43.5,2210RL_005,5,8,33.92825667,-118.5246,"common dolphins, subnose pipefish, needlefish, minke whale surfaced near CTD",
005_Win_8_10m_03,0,0,0,0,3,59,1,202210,20221014,DL,1,RREAS,2,CTD,1,10,2000,1400 - 2000,84.5 43.5,2210RL_005,5,8,33.92825667,-118.5246,"common dolphins, subnose pipefish, needlefish, minke whale surfaced near CTD",
005_Win_8_10m_03-2,1,0,1,322,3,59,2,202210,20221014,DL,1,RREAS,2,CTD,1,10,2000,1400 - 2000,84.5 43.5,2210RL_005,5,8,33.92825667,-118.5246,"common dolphins, subnose pipefish, needlefish, minke whale surfaced near CTD",
005_Win_8_10m_03-3,1,0,1,26350,3,59,3,202210,20221014,DL,1,RREAS,2,CTD,1,10,2000,1400 - 2000,84.5 43.5,2210RL_005,5,8,33.92825667,-118.5246,"common dolphins, subnose pipefish, needlefish, minke whale surfaced near CTD",
006_GEM_1_515m,0,0,0,0,1,78,1,202210,20221015,DL,1,GEMCAP,1,CTD,1,515,1000,800 - 1000,76.7 55.0,2210RL_006,6,1,34.87891833,-120.7845433,,
006_GEM_1_515m-1,0,0,0,0,1,78,2,202210,20221015,DL,1,GEMCAP,1,CTD,1,515,1000,800 - 1000,76.7 55.0,2210RL_006,6,1,34.87891833,-120.7845433,,
006_GEM_1_515m-2,0,0,0,0,1,78,3,202210,20221015,DL,1,GEMCAP,1,CTD,1,515,1000,800 - 1000,76.7 55.0,2210RL_006,6,1,34.87891833,-120.7845433,,
006_GEM_2_170m,0,0,0,0,1,73,1,202210,20221015,DL,1,GEMCAP,1,CTD,1,170,1000,800 - 1000,76.7 55.0,2210RL_006,6,2,34.87891833,-120.7845433,,
006_GEM_2_170m-1,0,0,0,0,1,73,2,202210,20221015,DL,1,GEMCAP,1,CTD,1,170,1000,800 - 1000,76.7 55.0,2210RL_006,6,2,34.87891833,-120.7845433,,
006_GEM_2_170m-2,0,0,0,0,1,73,3,202210,20221015,DL,1,GEMCAP,1,CTD,1,170,1000,800 - 1000,76.7 55.0,2210RL_006,6,2,34.87891833,-120.7845433,,
006_GEM_3_100m,0,0,0,0,1,66,1,202210,20221015,DL,1,GEMCAP,1,CTD,1,100,1000,800 - 1000,76.7 55.0,2210RL_006,6,3,34.87891833,-120.7845433,,
006_GEM_3_100m-1,0,0,0,0,1,66,2,202210,20221015,DL,1,GEMCAP,1,CTD,1,100,1000,800 - 1000,76.7 55.0,2210RL_006,6,3,34.87891833,-120.7845433,,
006_GEM_3_100m-2,0,0,0,0,1,66,3,202210,20221015,DL,1,GEMCAP,1,CTD,1,100,1000,800 - 1000,76.7 55.0,2210RL_006,6,3,34.87891833,-120.7845433,,
006_GEM_5_40m,0,0,0,0,1,74,1,202210,20221015,DL,1,GEMCAP,1,CTD,1,40,1000,800 - 1000,76.7 55.0,2210RL_006,6,5,34.87891833,-120.7845433,,
006_GEM_5_40m-1,0,0,0,0,1,74,2,202210,20221015,DL,1,GEMCAP,1,CTD,1,40,1000,800 - 1000,76.7 55.0,2210RL_006,6,5,34.87891833,-120.7845433,,
006_GEM_5_40m-2,0,0,0,0,1,74,3,202210,20221015,DL,1,GEMCAP,1,CTD,1,40,1000,800 - 1000,76.7 55.0,2210RL_006,6,5,34.87891833,-120.7845433,,
006_GEM_7_10m,0,0,0,0,1,70,1,202210,20221015,DL,1,GEMCAP,1,CTD,1,10,1000,800 - 1000,76.7 55.0,2210RL_006,6,7,34.87891833,-120.7845433,,
006_GEM_7_10m-1,0,0,0,0,1,70,2,202210,20221015,DL,1,GEMCAP,1,CTD,1,10,1000,800 - 1000,76.7 55.0,2210RL_006,6,7,34.87891833,-120.7845433,,
006_GEM_7_10m-2,0,0,0,0,1,70,3,202210,20221015,DL,1,GEMCAP,1,CTD,1,10,1000,800 - 1000,76.7 55.0,2210RL_006,6,7,34.87891833,-120.7845433,,
006_Win_4_100m_01,0,0,0,0,1,67,1,202210,20221015,DL,1,RREAS,2,CTD,1,100,2000,1400 - 2000,76.7 55.0,2210RL_006,6,4,34.87891833,-120.7845433,,
006_Win_4_100m_01-1,0,0,0,0,1,67,2,202210,20221015,DL,1,RREAS,2,CTD,1,100,2000,1400 - 2000,76.7 55.0,2210RL_006,6,4,34.87891833,-120.7845433,,
006_Win_4_100m_01-2,0,0,0,0,1,67,3,202210,20221015,DL,1,RREAS,2,CTD,1,100,2000,1400 - 2000,76.7 55.0,2210RL_006,6,4,34.87891833,-120.7845433,,
006_Win_4_100m_02,0,0,0,0,2,68,1,202210,20221015,DL,1,RREAS,2,CTD,1,100,2000,1400 - 2000,76.7 55.0,2210RL_006,6,4,34.87891833,-120.7845433,,
006_Win_4_100m_02-2,0,0,0,0,2,68,2,202210,20221015,DL,1,RREAS,2,CTD,1,100,2000,1400 - 2000,76.7 55.0,2210RL_006,6,4,34.87891833,-120.7845433,,
006_Win_4_100m_02-3,0,0,0,0,2,68,3,202210,20221015,DL,1,RREAS,2,CTD,1,100,2000,1400 - 2000,76.7 55.0,2210RL_006,6,4,34.87891833,-120.7845433,,
006_Win_4_100m_03,0,0,0,0,3,69,1,202210,20221015,DL,1,RREAS,2,CTD,1,100,2000,1400 - 2000,76.7 55.0,2210RL_006,6,4,34.87891833,-120.7845433,,
006_Win_4_100m_03-2,0,0,0,0,3,69,2,202210,20221015,DL,1,RREAS,2,CTD,1,100,2000,1400 - 2000,76.7 55.0,2210RL_006,6,4,34.87891833,-120.7845433,,
006_Win_4_100m_03-3,1,0,1,27,3,69,3,202210,20221015,DL,1,RREAS,2,CTD,1,100,2000,1400 - 2000,76.7 55.0,2210RL_006,6,4,34.87891833,-120.7845433,,
006_Win_6_40m_01,0,0,0,0,1,75,1,202210,20221015,DL,1,RREAS,2,CTD,1,40,2000,1400 - 2000,76.7 55.0,2210RL_006,6,6,34.87891833,-120.7845433,,
006_Win_6_40m_01-1,0,0,0,0,1,75,2,202210,20221015,DL,1,RREAS,2,CTD,1,40,2000,1400 - 2000,76.7 55.0,2210RL_006,6,6,34.87891833,-120.7845433,,
006_Win_6_40m_01-2,0,0,0,0,1,75,3,202210,20221015,DL,1,RREAS,2,CTD,1,40,2000,1400 - 2000,76.7 55.0,2210RL_006,6,6,34.87891833,-120.7845433,,
006_Win_6_40m_02,0,0,0,0,2,76,1,202210,20221015,DL,1,RREAS,2,CTD,1,40,2000,1400 - 2000,76.7 55.0,2210RL_006,6,6,34.87891833,-120.7845433,,
006_Win_6_40m_02-2,0,0,0,0,2,76,2,202210,20221015,DL,1,RREAS,2,CTD,1,40,2000,1400 - 2000,76.7 55.0,2210RL_006,6,6,34.87891833,-120.7845433,,
006_Win_6_40m_02-3,0,0,0,0,2,76,3,202210,20221015,DL,1,RREAS,2,CTD,1,40,2000,1400 - 2000,76.7 55.0,2210RL_006,6,6,34.87891833,-120.7845433,,
006_Win_6_40m_03,0,0,0,0,3,77,1,202210,20221015,DL,1,RREAS,2,CTD,1,40,2000,1400 - 2000,76.7 55.0,2210RL_006,6,6,34.87891833,-120.7845433,,
006_Win_6_40m_03-2,0,0,0,0,3,77,2,202210,20221015,DL,1,RREAS,2,CTD,1,40,2000,1400 - 2000,76.7 55.0,2210RL_006,6,6,34.87891833,-120.7845433,,
006_Win_6_40m_03-3,0,0,0,0,3,77,3,202210,20221015,DL,1,RREAS,2,CTD,1,40,2000,1400 - 2000,76.7 55.0,2210RL_006,6,6,34.87891833,-120.7845433,,
006_Win_8_10m_01,0,0,0,0,1,71,1,202210,20221015,DL,1,RREAS,2,CTD,1,10,2000,1400 - 2000,76.7 55.0,2210RL_006,6,8,34.87891833,-120.7845433,,
006_Win_8_10m_01-2,0,0,0,0,1,71,2,202210,20221015,DL,1,RREAS,2,CTD,1,10,2000,1400 - 2000,76.7 55.0,2210RL_006,6,8,34.87891833,-120.7845433,,
006_Win_8_10m_01-3,0,0,0,0,1,71,3,202210,20221015,DL,1,RREAS,2,CTD,1,10,2000,1400 - 2000,76.7 55.0,2210RL_006,6,8,34.87891833,-120.7845433,,
006_Win_8_10m_02,0,0,0,0,3,72,1,202210,20221015,DL,1,RREAS,2,CTD,1,10,2000,1400 - 2000,76.7 55.0,2210RL_006,6,8,34.87891833,-120.7845433,,
