sample-id,delphinidae_all,other_mm_all,mm_any_all,delphinus_tot_reads,Bio-rep,unique_biorep_numeric,Tech-rep,Cruise,Date_YYYYMMDD,Primer,Primer_numeric,Collection_method,Collection_method_numeric,Collection_device,Collection_device_numeric,Depth_m,Volume_filt_mL,Vol_filt_grp_mL,station,site,site.numeric,bottle,latitude,longitude,Ecological Notes,Processing Notes
006_Win_8_10m_02-2,0,0,0,0,3,72,2,202210,20221015,DL,1,RREAS,2,CTD,1,10,2000,1400 - 2000,76.7 55.0,2210RL_006,6,8,34.87891833,-120.7845433,,
006_Win_8_10m_02-3,0,0,0,0,3,72,3,202210,20221015,DL,1,RREAS,2,CTD,1,10,2000,1400 - 2000,76.7 55.0,2210RL_006,6,8,34.87891833,-120.7845433,,
006_Win_8_10m_03,0,0,0,0,3,72,1,202210,20221015,DL,1,RREAS,2,CTD,1,10,2000,1400 - 2000,76.7 55.0,2210RL_006,6,8,34.87891833,-120.7845433,,
006_Win_8_10m_03-2,1,0,1,480,3,72,2,202210,20221015,DL,1,RREAS,2,CTD,1,10,2000,1400 - 2000,76.7 55.0,2210RL_006,6,8,34.87891833,-120.7845433,,
006_Win_8_10m_03-3,0,0,0,0,3,72,3,202210,20221015,DL,1,RREAS,2,CTD,1,10,2000,1400 - 2000,76.7 55.0,2210RL_006,6,8,34.87891833,-120.7845433,,
007_GEM_1_230m,0,0,0,0,1,88,1,202210,20221015,DL,1,GEMCAP,1,CTD,1,230,1000,800 - 1000,76.7 51.0,2210RL_007,7,1,35.02221167,-119.0820317,,
007_GEM_1_230m-1,0,0,0,0,1,88,2,202210,20221015,DL,1,GEMCAP,1,CTD,1,230,1000,800 - 1000,76.7 51.0,2210RL_007,7,1,35.02221167,-119.0820317,,
007_GEM_1_230m-2,0,0,0,0,1,88,3,202210,20221015,DL,1,GEMCAP,1,CTD,1,230,1000,800 - 1000,76.7 51.0,2210RL_007,7,1,35.02221167,-119.0820317,,
007_GEM_2_170m,0,0,0,0,1,87,1,202210,20221015,DL,1,GEMCAP,1,CTD,1,170,1000,800 - 1000,76.7 51.0,2210RL_007,7,1,35.02221167,-119.0820317,,
007_GEM_2_170m-1,0,0,0,0,1,87,2,202210,20221015,DL,1,GEMCAP,1,CTD,1,170,1000,800 - 1000,76.7 51.0,2210RL_007,7,1,35.02221167,-119.0820317,,
007_GEM_2_170m-2,0,0,0,0,1,87,3,202210,20221015,DL,1,GEMCAP,1,CTD,1,170,1000,800 - 1000,76.7 51.0,2210RL_007,7,1,35.02221167,-119.0820317,,
007_GEM_3_100m,0,0,0,0,1,79,1,202210,20221015,DL,1,GEMCAP,1,CTD,1,100,1000,800 - 1000,76.7 51.0,2210RL_007,7,3,35.02221167,-119.0820317,,
007_GEM_3_100m-1,0,0,0,0,1,79,2,202210,20221015,DL,1,GEMCAP,1,CTD,1,100,1000,800 - 1000,76.7 51.0,2210RL_007,7,3,35.02221167,-119.0820317,,
007_GEM_3_100m-2,0,0,0,0,1,79,3,202210,20221015,DL,1,GEMCAP,1,CTD,1,100,1000,800 - 1000,76.7 51.0,2210RL_007,7,3,35.02221167,-119.0820317,,
007_GEM_5_40m,0,0,0,0,1,89,1,202210,20221015,DL,1,GEMCAP,1,CTD,1,40,1000,800 - 1000,76.7 51.0,2210RL_007,7,5,35.02221167,-119.0820317,"smell of sewage on station, smell in lab, and on all following stations for the trip",
007_GEM_5_40m-1,0,0,0,0,1,89,2,202210,20221015,DL,1,GEMCAP,1,CTD,1,40,1000,800 - 1000,76.7 51.0,2210RL_007,7,5,35.02221167,-119.0820317,"smell of sewage on station, smell in lab, and on all following stations for the trip",
007_GEM_5_40m-2,0,0,0,0,1,89,3,202210,20221015,DL,1,GEMCAP,1,CTD,1,40,1000,800 - 1000,76.7 51.0,2210RL_007,7,5,35.02221167,-119.0820317,"smell of sewage on station, smell in lab, and on all following stations for the trip",
007_GEM_7_10m,0,0,0,0,1,83,1,202210,20221015,DL,1,GEMCAP,1,CTD,1,10,1000,800 - 1000,76.7 51.0,2210RL_007,7,7,35.02221167,-119.0820317,"smell of sewage on station, smell in lab, and on all following stations for the trip",
007_GEM_7_10m-1,0,0,0,0,1,83,2,202210,20221015,DL,1,GEMCAP,1,CTD,1,10,1000,800 - 1000,76.7 51.0,2210RL_007,7,7,35.02221167,-119.0820317,"smell of sewage on station, smell in lab, and on all following stations for the trip",
007_GEM_7_10m-2,0,0,0,0,1,83,3,202210,20221015,DL,1,GEMCAP,1,CTD,1,10,1000,800 - 1000,76.7 51.0,2210RL_007,7,7,35.02221167,-119.0820317,"smell of sewage on station, smell in lab, and on all following stations for the trip",
007_Win_4_100m_01,0,0,0,0,1,80,1,202210,20221015,DL,1,RREAS,2,CTD,1,100,2000,1400 - 2000,76.7 51.0,2210RL_007,7,4,35.02221167,-119.0820317,"smell of sewage on station, smell in lab, and on all following stations for the trip",
007_Win_4_100m_01-1,0,0,0,0,1,80,2,202210,20221015,DL,1,RREAS,2,CTD,1,100,2000,1400 - 2000,76.7 51.0,2210RL_007,7,4,35.02221167,-119.0820317,"smell of sewage on station, smell in lab, and on all following stations for the trip",
007_Win_4_100m_01-2,0,0,0,0,1,80,3,202210,20221015,DL,1,RREAS,2,CTD,1,100,2000,1400 - 2000,76.7 51.0,2210RL_007,7,4,35.02221167,-119.0820317,"smell of sewage on station, smell in lab, and on all following stations for the trip",
007_Win_4_100m_02,0,0,0,0,2,81,1,202210,20221015,DL,1,RREAS,2,CTD,1,100,2000,1400 - 2000,76.7 51.0,2210RL_007,7,4,35.02221167,-119.0820317,"smell of sewage on station, smell in lab, and on all following stations for the trip",
007_Win_4_100m_02-2,0,0,0,0,2,81,2,202210,20221015,DL,1,RREAS,2,CTD,1,100,2000,1400 - 2000,76.7 51.0,2210RL_007,7,4,35.02221167,-119.0820317,"smell of sewage on station, smell in lab, and on all following stations for the trip",
007_Win_4_100m_02-3,0,0,0,0,2,81,3,202210,20221015,DL,1,RREAS,2,CTD,1,100,2000,1400 - 2000,76.7 51.0,2210RL_007,7,4,35.02221167,-119.0820317,"smell of sewage on station, smell in lab, and on all following stations for the trip",
007_Win_4_100m_03,0,0,0,0,3,82,1,202210,20221015,DL,1,RREAS,2,CTD,1,100,1500,1400 - 2000,76.7 51.0,2210RL_007,7,4,35.02221167,-119.0820317,"smell of sewage on station, smell in lab, and on all following stations for the trip",
007_Win_4_100m_03-2,0,0,0,0,3,82,2,202210,20221015,DL,1,RREAS,2,CTD,1,100,1500,1400 - 2000,76.7 51.0,2210RL_007,7,4,35.02221167,-119.0820317,"smell of sewage on station, smell in lab, and on all following stations for the trip",
007_Win_4_100m_03-3,0,0,0,0,3,82,3,202210,20221015,DL,1,RREAS,2,CTD,1,100,1500,1400 - 2000,76.7 51.0,2210RL_007,7,4,35.02221167,-119.0820317,"smell of sewage on station, smell in lab, and on all following stations for the trip",
007_Win_6_41m_01,0,0,0,0,1,90,1,202210,20221015,DL,1,RREAS,2,CTD,1,41,2000,1400 - 2000,76.7 51.0,2210RL_007,7,6,35.02221167,-119.0820317,"smell of sewage on station, smell in lab, and on all following stations for the trip",
007_Win_6_41m_01-1,1,0,1,174,1,90,2,202210,20221015,DL,1,RREAS,2,CTD,1,41,2000,1400 - 2000,76.7 51.0,2210RL_007,7,6,35.02221167,-119.0820317,"smell of sewage on station, smell in lab, and on all following stations for the trip",
007_Win_6_41m_01-2,0,0,0,0,1,90,3,202210,20221015,DL,1,RREAS,2,CTD,1,41,2000,1400 - 2000,76.7 51.0,2210RL_007,7,6,35.02221167,-119.0820317,"smell of sewage on station, smell in lab, and on all following stations for the trip",
007_Win_6_41m_02,0,0,0,0,2,91,1,202210,20221015,DL,1,RREAS,2,CTD,1,41,2000,1400 - 2000,76.7 51.0,2210RL_007,7,6,35.02221167,-119.0820317,"smell of sewage on station, smell in lab, and on all following stations for the trip",
007_Win_6_41m_02-2,0,0,0,0,2,91,2,202210,20221015,DL,1,RREAS,2,CTD,1,41,2000,1400 - 2000,76.7 51.0,2210RL_007,7,6,35.02221167,-119.0820317,"smell of sewage on station, smell in lab, and on all following stations for the trip",
007_Win_6_41m_02-3,0,0,0,0,2,91,3,202210,20221015,DL,1,RREAS,2,CTD,1,41,2000,1400 - 2000,76.7 51.0,2210RL_007,7,6,35.02221167,-119.0820317,"smell of sewage on station, smell in lab, and on all following stations for the trip",
007_Win_6_41m_03,0,0,0,0,3,92,1,202210,20221015,DL,1,RREAS,2,CTD,1,41,2000,1400 - 2000,76.7 51.0,2210RL_007,7,6,35.02221167,-119.0820317,"smell of sewage on station, smell in lab, and on all following stations for the trip",
007_Win_6_41m_03-2,0,0,0,0,3,92,2,202210,20221015,DL,1,RREAS,2,CTD,1,41,2000,1400 - 2000,76.7 51.0,2210RL_007,7,6,35.02221167,-119.0820317,"smell of sewage on station, smell in lab, and on all following stations for the trip",
007_Win_6_41m_03-3,0,0,0,0,3,92,3,202210,20221015,DL,1,RREAS,2,CTD,1,41,2000,1400 - 2000,76.7 51.0,2210RL_007,7,6,35.02221167,-119.0820317,"smell of sewage on station, smell in lab, and on all following stations for the trip",
007_Win_8_10m_01,0,0,0,0,1,84,1,202210,20221015,DL,1,RREAS,2,CTD,1,10,2000,1400 - 2000,76.7 51.0,2210RL_007,7,8,35.02221167,-119.0820317,"smell of sewage on station, smell in lab, and on all following stations for the trip",
007_Win_8_10m_01-1,0,0,0,0,1,84,2,202210,20221015,DL,1,RREAS,2,CTD,1,10,2000,1400 - 2000,76.7 51.0,2210RL_007,7,8,35.02221167,-119.0820317,"smell of sewage on station, smell in lab, and on all following stations for the trip",
007_Win_8_10m_01-2,1,0,1,725,1,84,3,202210,20221015,DL,1,RREAS,2,CTD,1,10,2000,1400 - 2000,76.7 51.0,2210RL_007,7,8,35.02221167,-119.0820317,"smell of sewage on station, smell in lab, and on all following stations for the trip",
007_Win_8_10m_02,0,0,0,0,2,85,1,202210,20221015,DL,1,RREAS,2,CTD,1,10,2000,1400 - 2000,76.7 51.0,2210RL_007,7,8,35.02221167,-119.0820317,"smell of sewage on station, smell in lab, and on all following stations for the trip",
007_Win_8_10m_02-2,0,0,0,0,2,85,2,202210,20221015,DL,1,RREAS,2,CTD,1,10,2000,1400 - 2000,76.7 51.0,2210RL_007,7,8,35.02221167,-119.0820317,"smell of sewage on station, smell in lab, and on all following stations for the trip",
007_Win_8_10m_02-3,0,0,0,0,2,85,3,202210,20221015,DL,1,RREAS,2,CTD,1,10,2000,1400 - 2000,76.7 51.0,2210RL_007,7,8,35.02221167,-119.0820317,"smell of sewage on station, smell in lab, and on all following stations for the trip",
007_Win_8_10m_03,1,0,1,17107,3,86,1,202210,20221015,DL,1,RREAS,2,CTD,1,10,2000,1400 - 2000,76.7 51.0,2210RL_007,7,8,35.02221167,-119.0820317,"smell of sewage on station, smell in lab, and on all following stations for the trip",
007_Win_8_10m_03-2,1,0,1,1863,3,86,2,202210,20221015,DL,1,RREAS,2,CTD,1,10,2000,1400 - 2000,76.7 51.0,2210RL_007,7,8,35.02221167,-119.0820317,"smell of sewage on station, smell in lab, and on all following stations for the trip",
007_Win_8_10m_03-3,0,0,0,0,3,86,3,202210,20221015,DL,1,RREAS,2,CTD,1,10,2000,1400 - 2000,76.7 51.0,2210RL_007,7,8,35.02221167,-119.0820317,"smell of sewage on station, smell in lab, and on all following stations for the trip",
008_GEM_1_70m,0,0,0,0,1,95,1,202210,20221015,DL,1,GEMCAP,1,CTD,1,70,1000,800 - 1000,76.7 49.0,2210RL_008,8,1,35.08164,-119.2044617,,
008_GEM_1_70m-1,0,0,0,0,1,95,2,202210,20221015,DL,1,GEMCAP,1,CTD,1,70,1000,800 - 1000,76.7 49.0,2210RL_008,8,1,35.08164,-119.2044617,,
008_GEM_1_70m-2,0,0,0,0,1,95,3,202210,20221015,DL,1,GEMCAP,1,CTD,1,70,1000,800 - 1000,76.7 49.0,2210RL_008,8,1,35.08164,-119.2044617,,
008_GEM_2_15m,0,0,0,0,1,93,1,202210,20221015,DL,1,GEMCAP,1,CTD,1,15,1000,800 - 1000,76.7 49.0,2210RL_008,8,2,35.08164,-119.2044617,,
008_GEM_2_15m-1,0,0,0,0,1,93,2,202210,20221015,DL,1,GEMCAP,1,CTD,1,15,1000,800 - 1000,76.7 49.0,2210RL_008,8,2,35.08164,-119.2044617,,
008_GEM_2_15m-2,0,0,0,0,1,93,3,202210,20221015,DL,1,GEMCAP,1,CTD,1,15,1000,800 - 1000,76.7 49.0,2210RL_008,8,2,35.08164,-119.2044617,,
008_GEM_3_5m,0,0,0,0,1,94,1,202210,20221015,DL,1,GEMCAP,1,CTD,1,5,1000,800 - 1000,76.7 49.0,2210RL_008,8,3,35.08164,-119.2044617,,
008_GEM_3_5m-1,0,0,0,0,1,94,2,202210,20221015,DL,1,GEMCAP,1,CTD,1,5,1000,800 - 1000,76.7 49.0,2210RL_008,8,3,35.08164,-119.2044617,,
008_GEM_3_5m-2,0,0,0,0,1,94,3,202210,20221015,DL,1,GEMCAP,1,CTD,1,5,1000,800 - 1000,76.7 49.0,2210RL_008,8,3,35.08164,-119.2044617,,
009_GEM_1_515m,0,0,0,0,1,109,1,202210,20221016,DL,1,GEMCAP,1,CTD,1,515,1000,800 - 1000,73.3 60.0,2210RL_009,9,1,35.30843167,-120.0413667,,
009_GEM_1_515m-1,0,0,0,0,1,109,2,202210,20221016,DL,1,GEMCAP,1,CTD,1,515,1000,800 - 1000,73.3 60.0,2210RL_009,9,1,35.30843167,-120.0413667,,
009_GEM_1_515m-2,0,0,0,0,1,109,3,202210,20221016,DL,1,GEMCAP,1,CTD,1,515,1000,800 - 1000,73.3 60.0,2210RL_009,9,1,35.30843167,-120.0413667,,
009_GEM_2_170m,0,0,0,0,1,104,1,202210,20221016,DL,1,GEMCAP,1,CTD,1,170,1000,800 - 1000,73.3 60.0,2210RL_009,9,2,35.30843167,-120.0413667,,
009_GEM_2_170m-1,0,0,0,0,1,104,2,202210,20221016,DL,1,GEMCAP,1,CTD,1,170,1000,800 - 1000,73.3 60.0,2210RL_009,9,2,35.30843167,-120.0413667,,
009_GEM_2_170m-2,0,0,0,0,1,104,3,202210,20221016,DL,1,GEMCAP,1,CTD,1,170,1000,800 - 1000,73.3 60.0,2210RL_009,9,2,35.30843167,-120.0413667,,
009_GEM_3_100m,0,0,0,0,1,96,1,202210,20221016,DL,1,GEMCAP,1,CTD,1,100,1000,800 - 1000,73.3 60.0,2210RL_009,9,3,35.30843167,-120.0413667,,
009_GEM_3_100m-1,0,0,0,0,1,96,2,202210,20221016,DL,1,GEMCAP,1,CTD,1,100,1000,800 - 1000,73.3 60.0,2210RL_009,9,3,35.30843167,-120.0413667,,
009_GEM_3_100m-2,0,0,0,0,1,96,3,202210,20221016,DL,1,GEMCAP,1,CTD,1,100,1000,800 - 1000,73.3 60.0,2210RL_009,9,3,35.30843167,-120.0413667,,
009_GEM_5_Chlamax_20m,0,0,0,0,1,105,1,202210,20221016,DL,1,GEMCAP,1,CTD,1,20,1000,800 - 1000,73.3 60.0,2210RL_009,9,5,35.30843167,-120.0413667,,
009_GEM_5_Chlamax_20m-1,0,0,0,0,1,105,2,202210,20221016,DL,1,GEMCAP,1,CTD,1,20,1000,800 - 1000,73.3 60.0,2210RL_009,9,5,35.30843167,-120.0413667,,
009_GEM_5_Chlamax_20m-2,0,0,0,0,1,105,3,202210,20221016,DL,1,GEMCAP,1,CTD,1,20,1000,800 - 1000,73.3 60.0,2210RL_009,9,5,35.30843167,-120.0413667,,
009_GEM_7_10m,0,0,0,0,1,100,1,202210,20221016,DL,1,GEMCAP,1,CTD,1,10,1000,800 - 1000,73.3 60.0,2210RL_009,9,7,35.30843167,-120.0413667,,
009_GEM_7_10m-1,0,0,0,0,1,100,2,202210,20221016,DL,1,GEMCAP,1,CTD,1,10,1000,800 - 1000,73.3 60.0,2210RL_009,9,7,35.30843167,-120.0413667,,
009_GEM_7_10m-2,0,0,0,0,1,100,3,202210,20221016,DL,1,GEMCAP,1,CTD,1,10,1000,800 - 1000,73.3 60.0,2210RL_009,9,7,35.30843167,-120.0413667,,
009_Win_4_100m_01,0,0,0,0,1,97,1,202210,20221016,DL,1,RREAS,2,CTD,1,100,2000,1400 - 2000,73.3 60.0,2210RL_009,9,4,35.30843167,-120.0413667,,
009_Win_4_100m_01-1,0,0,0,0,1,97,2,202210,20221016,DL,1,RREAS,2,CTD,1,100,2000,1400 - 2000,73.3 60.0,2210RL_009,9,4,35.30843167,-120.0413667,,
009_Win_4_100m_01-2,0,0,0,0,1,97,3,202210,20221016,DL,1,RREAS,2,CTD,1,100,2000,1400 - 2000,73.3 60.0,2210RL_009,9,4,35.30843167,-120.0413667,,
009_Win_4_100m_02,0,0,0,0,2,98,1,202210,20221016,DL,1,RREAS,2,CTD,1,100,2000,1400 - 2000,73.3 60.0,2210RL_009,9,4,35.30843167,-120.0413667,,
009_Win_4_100m_02-2,0,0,0,0,2,98,2,202210,20221016,DL,1,RREAS,2,CTD,1,100,2000,1400 - 2000,73.3 60.0,2210RL_009,9,4,35.30843167,-120.0413667,,
009_Win_4_100m_02-3,0,0,0,0,2,98,3,202210,20221016,DL,1,RREAS,2,CTD,1,100,2000,1400 - 2000,73.3 60.0,2210RL_009,9,4,35.30843167,-120.0413667,,
009_Win_4_100m_03,0,0,0,0,3,99,1,202210,20221016,DL,1,RREAS,2,CTD,1,100,2000,1400 - 2000,73.3 60.0,2210RL_009,9,4,35.30843167,-120.0413667,,
009_Win_4_100m_03-2,0,0,0,0,3,99,2,202210,20221016,DL,1,RREAS,2,CTD,1,100,2000,1400 - 2000,73.3 60.0,2210RL_009,9,4,35.30843167,-120.0413667,,
009_Win_4_100m_03-3,0,0,0,0,3,99,3,202210,20221016,DL,1,RREAS,2,CTD,1,100,2000,1400 - 2000,73.3 60.0,2210RL_009,9,4,35.30843167,-120.0413667,,
009_Win_6_Chlamax_20m_01,0,0,0,0,1,106,1,202210,20221016,DL,1,RREAS,2,CTD,1,20,2000,1400 - 2000,73.3 60.0,2210RL_009,9,6,35.30843167,-120.0413667,,
009_Win_6_Chlamax_20m_01-1,0,0,0,0,1,106,2,202210,20221016,DL,1,RREAS,2,CTD,1,20,2000,1400 - 2000,73.3 60.0,2210RL_009,9,6,35.30843167,-120.0413667,,
009_Win_6_Chlamax_20m_01-2,0,0,0,0,1,106,3,202210,20221016,DL,1,RREAS,2,CTD,1,20,2000,1400 - 2000,73.3 60.0,2210RL_009,9,6,35.30843167,-120.0413667,,
009_Win_6_Chlamax_20m_02,0,0,0,0,2,107,1,202210,20221016,DL,1,RREAS,2,CTD,1,20,2000,1400 - 2000,73.3 60.0,2210RL_009,9,6,35.30843167,-120.0413667,,
009_Win_6_Chlamax_20m_02-2,0,0,0,0,2,107,2,202210,20221016,DL,1,RREAS,2,CTD,1,20,2000,1400 - 2000,73.3 60.0,2210RL_009,9,6,35.30843167,-120.0413667,,
009_Win_6_Chlamax_20m_02-3,0,0,0,0,2,107,3,202210,20221016,DL,1,RREAS,2,CTD,1,20,2000,1400 - 2000,73.3 60.0,2210RL_009,9,6,35.30843167,-120.0413667,,
009_Win_6_Chlamax_20m_03,0,0,0,0,3,108,1,202210,20221016,DL,1,RREAS,2,CTD,1,20,2000,1400 - 2000,73.3 60.0,2210RL_009,9,6,35.30843167,-120.0413667,,
009_Win_6_Chlamax_20m_03-2,0,0,0,0,3,108,2,202210,20221016,DL,1,RREAS,2,CTD,1,20,2000,1400 - 2000,73.3 60.0,2210RL_009,9,6,35.30843167,-120.0413667,,
009_Win_6_Chlamax_20m_03-3,0,0,0,0,3,108,3,202210,20221016,DL,1,RREAS,2,CTD,1,20,2000,1400 - 2000,73.3 60.0,2210RL_009,9,6,35.30843167,-120.0413667,,
009_Win_8_10m_01,0,0,0,0,1,101,1,202210,20221016,DL,1,RREAS,2,CTD,1,10,2000,1400 - 2000,73.3 60.0,2210RL_009,9,8,35.30843167,-120.0413667,,
009_Win_8_10m_01-1,0,0,0,0,1,101,2,202210,20221016,DL,1,RREAS,2,CTD,1,10,2000,1400 - 2000,73.3 60.0,2210RL_009,9,8,35.30843167,-120.0413667,,
009_Win_8_10m_01-2,0,0,0,0,1,101,3,202210,20221016,DL,1,RREAS,2,CTD,1,10,2000,1400 - 2000,73.3 60.0,2210RL_009,9,8,35.30843167,-120.0413667,,
009_Win_8_10m_02,0,0,0,0,2,102,1,202210,20221016,DL,1,RREAS,2,CTD,1,10,2000,1400 - 2000,73.3 60.0,2210RL_009,9,8,35.30843167,-120.0413667,,
009_Win_8_10m_02-2,0,0,0,0,2,102,2,202210,20221016,DL,1,RREAS,2,CTD,1,10,2000,1400 - 2000,73.3 60.0,2210RL_009,9,8,35.30843167,-120.0413667,,
009_Win_8_10m_02-3,0,1,1,0,2,102,3,202210,20221016,DL,1,RREAS,2,CTD,1,10,2000,1400 - 2000,73.3 60.0,2210RL_009,9,8,35.30843167,-120.0413667,,
009_Win_8_10m_03,0,0,0,0,3,103,1,202210,20221016,DL,1,RREAS,2,CTD,1,10,2000,1400 - 2000,73.3 60.0,2210RL_009,9,8,35.30843167,-120.0413667,,
009_Win_8_10m_03-2,0,0,0,0,3,103,2,202210,20221016,DL,1,RREAS,2,CTD,1,10,2000,1400 - 2000,73.3 60.0,2210RL_009,9,8,35.30843167,-120.0413667,,
009_Win_8_10m_03-3,0,0,0,0,3,103,3,202210,20221016,DL,1,RREAS,2,CTD,1,10,2000,1400 - 2000,73.3 60.0,2210RL_009,9,8,35.30843167,-120.0413667,,
010_GEM_1_515m,0,0,0,0,1,123,1,202210,20221016,DL,1,GEMCAP,1,CTD,1,515,2000,1400 - 2000,73.3 55.0,2210RL_010,10,1,35.48039167,-120.38518,,
010_GEM_1_515m-2,0,0,0,0,1,123,2,202210,20221016,DL,1,GEMCAP,1,CTD,1,515,2000,1400 - 2000,73.3 55.0,2210RL_010,10,1,35.48039167,-120.38518,,
010_GEM_1_515m-3,0,0,0,0,1,123,3,202210,20221016,DL,1,GEMCAP,1,CTD,1,515,2000,1400 - 2000,73.3 55.0,2210RL_010,10,1,35.48039167,-120.38518,,
010_GEM_2_170m,0,0,0,0,1,118,1,202210,20221016,DL,1,GEMCAP,1,CTD,1,170,2000,1400 - 2000,73.3 55.0,2210RL_010,10,2,35.48039167,-120.38518,,
010_GEM_2_170m-2,0,0,0,0,1,118,2,202210,20221016,DL,1,GEMCAP,1,CTD,1,170,2000,1400 - 2000,73.3 55.0,2210RL_010,10,2,35.48039167,-120.38518,,
010_GEM_2_170m-3,0,0,0,0,1,118,3,202210,20221016,DL,1,GEMCAP,1,CTD,1,170,2000,1400 - 2000,73.3 55.0,2210RL_010,10,2,35.48039167,-120.38518,,
010_GEM_3_100m,0,0,0,0,1,110,1,202210,20221016,DL,1,GEMCAP,1,CTD,1,100,2000,1400 - 2000,73.3 55.0,2210RL_010,10,3,35.48039167,-120.38518,,
010_GEM_3_100m-2,0,0,0,0,1,110,2,202210,20221016,DL,1,GEMCAP,1,CTD,1,100,2000,1400 - 2000,73.3 55.0,2210RL_010,10,3,35.48039167,-120.38518,,
010_GEM_3_100m-3,0,0,0,0,1,110,3,202210,20221016,DL,1,GEMCAP,1,CTD,1,100,2000,1400 - 2000,73.3 55.0,2210RL_010,10,3,35.48039167,-120.38518,,
010_GEM_5_Chlamax_17m,0,0,0,0,1,119,1,202210,20221016,DL,1,GEMCAP,1,CTD,1,17,2000,1400 - 2000,73.3 55.0,2210RL_010,10,5,35.48039167,-120.38518,,
010_GEM_5_Chlamax_17m-3,0,0,0,0,1,119,2,202210,20221016,DL,1,GEMCAP,1,CTD,1,17,2000,1400 - 2000,73.3 55.0,2210RL_010,10,5,35.48039167,-120.38518,,
010_GEM_7_10m,0,0,0,0,1,114,1,202210,20221016,DL,1,GEMCAP,1,CTD,1,10,2000,1400 - 2000,73.3 55.0,2210RL_010,10,7,35.48039167,-120.38518,,
010_GEM_7_10m-2,0,0,0,0,1,114,2,202210,20221016,DL,1,GEMCAP,1,CTD,1,10,2000,1400 - 2000,73.3 55.0,2210RL_010,10,7,35.48039167,-120.38518,,
010_GEM_7_10m-3,0,0,0,0,1,114,3,202210,20221016,DL,1,GEMCAP,1,CTD,1,10,2000,1400 - 2000,73.3 55.0,2210RL_010,10,7,35.48039167,-120.38518,,
010_Win_4_100m_01,0,0,0,0,1,111,1,202210,20221016,DL,1,RREAS,2,CTD,1,100,2000,1400 - 2000,73.3 55.0,2210RL_010,10,4,35.48039167,-120.38518,,
010_Win_4_100m_01-1,0,0,0,0,1,111,2,202210,20221016,DL,1,RREAS,2,CTD,1,100,2000,1400 - 2000,73.3 55.0,2210RL_010,10,4,35.48039167,-120.38518,,
010_Win_4_100m_01-2,0,0,0,0,1,111,3,202210,20221016,DL,1,RREAS,2,CTD,1,100,2000,1400 - 2000,73.3 55.0,2210RL_010,10,4,35.48039167,-120.38518,,
010_Win_4_100m_02,0,0,0,0,2,112,1,202210,20221016,DL,1,RREAS,2,CTD,1,100,2000,1400 - 2000,73.3 55.0,2210RL_010,10,4,35.48039167,-120.38518,,
010_Win_4_100m_02-2,0,0,0,0,2,112,2,202210,20221016,DL,1,RREAS,2,CTD,1,100,2000,1400 - 2000,73.3 55.0,2210RL_010,10,4,35.48039167,-120.38518,,
010_Win_4_100m_02-3,0,0,0,0,2,112,3,202210,20221016,DL,1,RREAS,2,CTD,1,100,2000,1400 - 2000,73.3 55.0,2210RL_010,10,4,35.48039167,-120.38518,,
010_Win_4_100m_03,0,0,0,0,3,113,1,202210,20221016,DL,1,RREAS,2,CTD,1,100,1500,1400 - 2000,73.3 55.0,2210RL_010,10,4,35.48039167,-120.38518,,reused filter housing 1 for filter 3
010_Win_4_100m_03-2,0,0,0,0,3,113,2,202210,20221016,DL,1,RREAS,2,CTD,1,100,1500,1400 - 2000,73.3 55.0,2210RL_010,10,4,35.48039167,-120.38518,,reused filter housing 1 for filter 3
010_Win_4_100m_03-3,0,0,0,0,3,113,3,202210,20221016,DL,1,RREAS,2,CTD,1,100,1500,1400 - 2000,73.3 55.0,2210RL_010,10,4,35.48039167,-120.38518,,reused filter housing 1 for filter 3
010_Win_6_Chlamax_17m_01,0,0,0,0,1,120,1,202210,20221016,DL,1,RREAS,2,CTD,1,17,2000,1400 - 2000,73.3 55.0,2210RL_010,10,6,35.48039167,-120.38518,,
010_Win_6_Chlamax_17m_01-1,0,0,0,0,1,120,2,202210,20221016,DL,1,RREAS,2,CTD,1,17,2000,1400 - 2000,73.3 55.0,2210RL_010,10,6,35.48039167,-120.38518,,
010_Win_6_Chlamax_17m_01-2,0,0,0,0,1,120,3,202210,20221016,DL,1,RREAS,2,CTD,1,17,2000,1400 - 2000,73.3 55.0,2210RL_010,10,6,35.48039167,-120.38518,,
010_Win_6_Chlamax_17m_02,0,0,0,0,2,121,1,202210,20221016,DL,1,RREAS,2,CTD,1,17,2000,1400 - 2000,73.3 55.0,2210RL_010,10,6,35.48039167,-120.38518,,
010_Win_6_Chlamax_17m_02-2,0,0,0,0,2,121,2,202210,20221016,DL,1,RREAS,2,CTD,1,17,2000,1400 - 2000,73.3 55.0,2210RL_010,10,6,35.48039167,-120.38518,,
010_Win_6_Chlamax_17m_02-3,0,0,0,0,2,121,3,202210,20221016,DL,1,RREAS,2,CTD,1,17,2000,1400 - 2000,73.3 55.0,2210RL_010,10,6,35.48039167,-120.38518,,
010_Win_6_Chlamax_17m_03,1,0,1,2,3,122,1,202210,20221016,DL,1,RREAS,2,CTD,1,17,2000,1400 - 2000,73.3 55.0,2210RL_010,10,6,35.48039167,-120.38518,,
