BestTaxon,eDNA Sample ID,Sequence Sample ID,Reads,Marker
Delphinus,001_GEM_11_Chlama_24m,001_GEM_11_Chlama_24m,0,MiFish
Delphinus,001_GEM_2_515m,001_GEM_2_515m,0,MiFish
Delphinus,001_GEM_4_170m,001_GEM_4_170m,0,MiFish
Delphinus,001_Win_12_Chlama_01,001_Win_12_Chlama_01,0,MiFish
Delphinus,001_Win_12_Chlama_03,001_Win_12_Chlama_03,0,MiFish
Delphinus,001_Win_7_100m_01,001_Win_7_100m_01,0,MiFish
Delphinus,001_Win_7_100m_02,001_Win_7_100m_02,0,MiFish
Delphinus,002_GEM_1_90m,002_GEM_1_90m,0,MiFish
Delphinus,002_GEM_5_10m,002_GEM_5_10m,0,MiFish
Delphinus,002_Win_2_90m_01,002_Win_2_90m_01,0,MiFish
Delphinus,002_Win_4_Chlama_30m_02,002_Win_4_Chlama_30m_02,0,MiFish
Delphinus,002_Win_6_10m_01,002_Win_6_10m_01,0,MiFish
Delphinus,002_Win_6_10m_02,002_Win_6_10m_02,0,MiFish
Delphinus,003_GEM_1_260m,003_GEM_1_260m,0,MiFish
Delphinus,003_GEM_2_170m,003_GEM_2_170m,0,MiFish
Delphinus,003_GEM_3_100m,003_GEM_3_100m,0,MiFish
Delphinus,003_GEM_5_Chlama_38m,003_GEM_5_Chlama_38m,0,MiFish
Delphinus,003_GEM_7_10m,003_GEM_7_10m,0,MiFish
Delphinus,003_Win_4_100m_01,003_Win_4_100m_01,0,MiFish
Delphinus,003_Win_4_100m_02,003_Win_4_100m_02,0,MiFish
Delphinus,003_Win_4_100m_03,003_Win_4_100m_03,38,MiFish
Delphinus,003_Win_6_Chlama_38m_01,003_Win_6_Chlama_38m_01,0,MiFish
Delphinus,003_Win_6_Chlama_38m_02,003_Win_6_Chlama_38m_02,0,MiFish
Delphinus,003_Win_6_Chlama_38m_03,003_Win_6_Chlama_38m_03,0,MiFish
Delphinus,003_Win_8_10m_01,003_Win_8_10m_01,0,MiFish
Delphinus,003_Win_8_10m_02,003_Win_8_10m_02,0,MiFish
Delphinus,003_Win_8_10m_03,003_Win_8_10m_03,0,MiFish
Delphinus,004_GEM_1_80m,004_GEM_1_80m,0,MiFish
Delphinus,004_GEM_5_Chlama_17m,004_GEM_5_Chlama_17m,0,MiFish
Delphinus,004_GEM_7_10m,004_GEM_7_10m,0,MiFish
Delphinus,004_Win_2_80m_01,004_Win_2_80m_01,0,MiFish
Delphinus,004_Win_2_80m_02,004_Win_2_80m_02,0,MiFish
Delphinus,004_Win_2_80m_03,004_Win_2_80m_03,0,MiFish
Delphinus,004_Win_4_Chlama_17m_01,004_Win_4_Chlama_17m_01,0,MiFish
Delphinus,004_Win_4_Chlama_17m_03,004_Win_4_Chlama_17m_03,0,MiFish
Delphinus,004_Win_8_10m_03,004_Win_8_10m_03,0,MiFish
Delphinus,005_GEM_1_380m,005_GEM_1_380m,0,MiFish
Delphinus,005_GEM_5_Chlama_31m,005_GEM_5_Chlama_31m,0,MiFish
Delphinus,005_GEM_7_10m,005_GEM_7_10m,0,MiFish
Delphinus,005_Win_4_100m_01,005_Win_4_100m_01,0,MiFish
Delphinus,005_Win_4_100m_02,005_Win_4_100m_02,0,MiFish
Delphinus,005_Win_6_Chlama_31m_01,005_Win_6_Chlama_31m_01,0,MiFish
Delphinus,005_Win_6_Chlama_31m_03,005_Win_6_Chlama_31m_03,0,MiFish
Delphinus,005_Win_8_10m_01,005_Win_8_10m_01,0,MiFish
Delphinus,005_Win_8_10m_02,005_Win_8_10m_02,0,MiFish
Delphinus,005_Win_8_10m_03,005_Win_8_10m_03,0,MiFish
Delphinus,006_GEM_5_40m,006_GEM_5_40m,0,MiFish
Delphinus,006_GEM_7_10m,006_GEM_7_10m,0,MiFish
Delphinus,006_Win_4_100m_01,006_Win_4_100m_01,0,MiFish
Delphinus,006_Win_4_100m_02,006_Win_4_100m_02,0,MiFish
Delphinus,006_Win_4_100m_03,006_Win_4_100m_03,0,MiFish
Delphinus,006_Win_6_40m_01,006_Win_6_40m_01,0,MiFish
Delphinus,006_Win_8_10m_01,006_Win_8_10m_01,0,MiFish
Delphinus,006_Win_8_10m_03,006_Win_8_10m_03,0,MiFish
Delphinus,007_GEM_5_40m,007_GEM_5_40m,0,MiFish
Delphinus,007_GEM_7_10m,007_GEM_7_10m,0,MiFish
Delphinus,007_Win_4_100m_01,007_Win_4_100m_01,2,MiFish
Delphinus,007_Win_4_100m_02,007_Win_4_100m_02,0,MiFish
Delphinus,007_Win_6_41m_01,007_Win_6_41m_01,0,MiFish
Delphinus,007_Win_8_10m_01,007_Win_8_10m_01,0,MiFish
Delphinus,007_Win_8_10m_02,007_Win_8_10m_02,0,MiFish
Delphinus,007_Win_8_10m_03,007_Win_8_10m_03,0,MiFish
Delphinus,008_GEM_1_70m,008_GEM_1_70m,0,MiFish
Delphinus,008_GEM_2_15m,008_GEM_2_15m,0,MiFish
Delphinus,008_GEM_3_5m,008_GEM_3_5m,0,MiFish
Delphinus,009_GEM_1_515m,009_GEM_1_515m,0,MiFish
Delphinus,009_GEM_5_Chlama_20m,009_GEM_5_Chlama_20m,0,MiFish
Delphinus,009_GEM_7_10m,009_GEM_7_10m,0,MiFish
Delphinus,009_Win_4_100m_01,009_Win_4_100m_01,0,MiFish
Delphinus,009_Win_4_100m_02,009_Win_4_100m_02,0,MiFish
Delphinus,009_Win_6_Chlama_20m_02,009_Win_6_Chlama_20m_02,0,MiFish
Delphinus,009_Win_8_10m_01,009_Win_8_10m_01,0,MiFish
Delphinus,009_Win_8_10m_02,009_Win_8_10m_02,0,MiFish
Delphinus,009_Win_8_10m_03,009_Win_8_10m_03,0,MiFish
Delphinus,010_GEM_1_515m,010_GEM_1_515m,0,MiFish
Delphinus,010_GEM_2_170m,010_GEM_2_170m,0,MiFish
Delphinus,010_Win_4_100m_01,010_Win_4_100m_01,0,MiFish
Delphinus,010_Win_6_Chlamax_17m_03,010_Win_6_Chlamax_17m_03,0,MiFish
Delphinus,010_Win_8_10m_01,010_Win_8_10m_01,0,MiFish
Delphinus,011_GEM_1_515m,011_GEM_1_515m,0,MiFish
Delphinus,011_GEM_2_170m,011_GEM_2_170m,0,MiFish
Delphinus,011_GEM_5_Chlama_18m,011_GEM_5_Chlama_18m,0,MiFish
Delphinus,011_Win_4_100m_03,011_Win_4_100m_03,0,MiFish
Delphinus,011_Win_6_Chlama_18m_01,011_Win_6_Chlama_18m_01,0,MiFish
Delphinus,012_GEM_1_60m,012_GEM_1_60m,0,MiFish
Delphinus,012_GEM_3_10m,012_GEM_3_10m,0,MiFish
Delphinus,012_Win_2_60m_01,012_Win_2_60m_01,0,MiFish
Delphinus,012_Win_2_60m_02,012_Win_2_60m_02,0,MiFish
Delphinus,012_Win_2_60m_03,012_Win_2_60m_03,0,MiFish
Delphinus,012_Win_4_10m_01,012_Win_4_10m_01,0,MiFish
Delphinus,012_Win_4_10m_03,012_Win_4_10m_03,0,MiFish
Delphinus,013_GEM_1_515m,013_GEM_1_515m,0,MiFish
Delphinus,013_GEM_2_170m,013_GEM_2_170m,0,MiFish
Delphinus,013_GEM_5_Chlama_46m,013_GEM_5_Chlama_46m,0,MiFish
Delphinus,013_Win_4_100m_02,013_Win_4_100m_02,0,MiFish
Delphinus,013_Win_6_46m_02,013_Win_6_46m_02,0,MiFish
Delphinus,013_Win_8_10m_01,013_Win_8_10m_01,0,MiFish
Delphinus,013_Win_8_10m_03,013_Win_8_10m_03,0,MiFish
Delphinus,014_GEM_1_515m,014_GEM_1_515m,0,MiFish
Delphinus,014_GEM_2_170m,014_GEM_2_170m,0,MiFish
Delphinus,014_GEM_3_100m,014_GEM_3_100m,49,MiFish
Delphinus,014_GEM_7_10m,014_GEM_7_10m,0,MiFish
Delphinus,014_Win_4_100m_01,014_Win_4_100m_01,0,MiFish
Delphinus,014_Win_4_100m_02,014_Win_4_100m_02,0,MiFish
Delphinus,014_Win_6_Chlama_46m_01,014_Win_6_Chlama_46m_01,0,MiFish
Delphinus,014_Win_6_Chlama_46m_02,014_Win_6_Chlama_46m_02,0,MiFish
Delphinus,014_Win_6_Chlama_46m_03,014_Win_6_Chlama_46m_03,0,MiFish
Delphinus,014_Win_8_10m_02,014_Win_8_10m_02,0,MiFish
Delphinus,014_Win_8_10m_03,014_Win_8_10m_03,0,MiFish
Delphinus,015_GEM_1_515m,015_GEM_1_515m,0,MiFish
Delphinus,015_GEM_2_170m,015_GEM_2_170m,0,MiFish
Delphinus,015_GEM_3_100m,015_GEM_3_100m,0,MiFish
Delphinus,015_GEM_5_Chlama_20m,015_GEM_5_Chlama_20m,0,MiFish
Delphinus,015_GEM_7_10m,015_GEM_7_10m,0,MiFish
Delphinus,015_Win_4_100m_01,015_Win_4_100m_01,0,MiFish
Delphinus,015_Win_6_Chlama_20m_01,015_Win_6_Chlama_20m_01,0,MiFish
Delphinus,015_Win_8_10m_01,015_Win_8_10m_01,0,MiFish
Delphinus,015_Win_8_10m_02,015_Win_8_10m_02,0,MiFish
Delphinus,016_GEM_1_420m,016_GEM_1_420m,0,MiFish
Delphinus,016_GEM_4_Chlama_21m,016_GEM_4_Chlama_21m,0,MiFish
Delphinus,016_GEM_5_5m,016_GEM_5_5m,0,MiFish
Delphinus,202210_068.1_055.9_10,202210_068.1_055.9_10,0,MiFish
Delphinus,202210_068.1_055.9_100,202210_068.1_055.9_100,0,MiFish
Delphinus,202210_068.1_055.9_170,202210_068.1_055.9_170,0,MiFish
Delphinus,202210_070.0_063.3_170,202210_070.0_063.3_170,0,MiFish
Delphinus,202210_070.0_063.6_10,202210_070.0_063.6_10,0,MiFish
Delphinus,202210_070.0_063.6_515,202210_070.0_063.6_515,0,MiFish
Delphinus,202210_070.0_066.7_10,202210_070.0_066.7_10,8,MiFish
Delphinus,202210_070.0_066.7_100,202210_070.0_066.7_100,0,MiFish
Delphinus,202210_070.0_066.7_170,202210_070.0_066.7_170,0,MiFish
Delphinus,202210_073.3_052.1_100,202210_073.3_052.1_100,0,MiFish
Delphinus,202210_073.3_052.1_515,202210_073.3_052.1_515,0,MiFish
Delphinus,202210_073.3_055.0_100,202210_073.3_055.0_100,0,MiFish
Delphinus,202210_073.3_055.0_17,202210_073.3_055.0_17,0,MiFish
Delphinus,202210_073.3_055.0_515,202210_073.3_055.0_515,0,MiFish
Delphinus,202210_073.3_060.0_10,202210_073.3_060.0_10,0,MiFish
Delphinus,202210_073.3_060.0_100,202210_073.3_060.0_100,0,MiFish
Delphinus,202210_076.7_049.0_15,202210_076.7_049.0_15,0,MiFish
Delphinus,202210_076.7_049.0_5,202210_076.7_049.0_5,0,MiFish
Delphinus,202210_076.7_049.0_70,202210_076.7_049.0_70,0,MiFish
Delphinus,202210_076.7_051.0_10,202210_076.7_051.0_10,0,MiFish
Delphinus,202210_076.7_051.0_170,202210_076.7_051.0_170,0,MiFish
Delphinus,202210_076.7_051.0_230,202210_076.7_051.0_230,0,MiFish
Delphinus,202210_076.7_055.0_10,202210_076.7_055.0_10,0,MiFish
Delphinus,202210_076.7_055.0_100,202210_076.7_055.0_100,0,MiFish
Delphinus,202210_076.7_055.0_170,202210_076.7_055.0_170,0,MiFish
Delphinus,202210_076.7_055.0_40,202210_076.7_055.0_40,0,MiFish
Delphinus,202210_076.7_055.0_515,202210_076.7_055.0_515,0,MiFish
Delphinus,202210_080.7_059.9_10,202210_080.7_059.9_10,0,MiFish
Delphinus,202210_080.7_059.9_100,202210_080.7_059.9_100,0,MiFish
Delphinus,202210_080.7_059.9_170,202210_080.7_059.9_170,0,MiFish
Delphinus,202210_080.7_059.9_515,202210_080.7_059.9_515,0,MiFish
Delphinus,202210_081.2_053.9_30,202210_081.2_053.9_30,0,MiFish
Delphinus,202210_081.2_053.9_90,202210_081.2_053.9_90,0,MiFish
Delphinus,202210_082.7_046.1_10,202210_082.7_046.1_10,145,MiFish
Delphinus,202210_082.7_046.1_100,202210_082.7_046.1_100,0,MiFish
Delphinus,202210_082.7_046.1_38,202210_082.7_046.1_38,0,MiFish
Delphinus,202210_083.6_051.5_21,202210_083.6_051.5_21,0,MiFish
Delphinus,202210_083.6_051.5_5,202210_083.6_051.5_5,0,MiFish
Delphinus,202210_084.0_041.7_80,202210_084.0_041.7_80,0,MiFish
Delphinus,202210_084.5_043.5_10,202210_084.5_043.5_10,0,MiFish
Delphinus,202210_084.5_043.5_170,202210_084.5_043.5_170,0,MiFish
Delphinus,202210_084.5_043.5_31,202210_084.5_043.5_31,0,MiFish
Delphinus,202210_084.5_043.5_380,202210_084.5_043.5_380,0,MiFish
Delphinidae,005_Win_8_10m_01,005_Win_8_10m_01.1,310,D-loop
Delphinus,001_GEM_11_Chlama_24m,001_GEM_11_Chlama_24m,0,D-loop
Delphinus,001_GEM_11_Chlama_24m,001_GEM_11_Chlama_24m.1,0,D-loop
Delphinus,001_GEM_11_Chlama_24m,001_GEM_11_Chlama_24m.2,0,D-loop
Delphinus,001_GEM_14_10m,001_GEM_14_10m,0,D-loop
Delphinus,001_GEM_14_10m,001_GEM_14_10m.1,0,D-loop
Delphinus,001_GEM_14_10m,001_GEM_14_10m.2,0,D-loop
Delphinus,001_GEM_2_515m,001_GEM_2_515m,0,D-loop
Delphinus,001_GEM_2_515m,001_GEM_2_515m.1,0,D-loop
Delphinus,001_GEM_2_515m,001_GEM_2_515m.2,0,D-loop
Delphinus,001_GEM_4_170m,001_GEM_4_170m,0,D-loop
Delphinus,001_GEM_4_170m,001_GEM_4_170m.1,0,D-loop
Delphinus,001_GEM_4_170m,001_GEM_4_170m.2,0,D-loop
Delphinus,001_GEM_6_100m,001_GEM_6_100m,0,D-loop
Delphinus,001_GEM_6_100m,001_GEM_6_100m.1,0,D-loop
Delphinus,001_GEM_6_100m,001_GEM_6_100m.2,0,D-loop
Delphinus,001_Win_12_Chlama_01,001_Win_12_Chlama_01,113,D-loop
Delphinus,001_Win_12_Chlama_01,001_Win_12_Chlama_01.1,0,D-loop
Delphinus,001_Win_12_Chlama_01,001_Win_12_Chlama_01.2,0,D-loop
Delphinus,001_Win_12_Chlama_02,001_Win_12_Chlama_02,0,D-loop
Delphinus,001_Win_12_Chlama_02,001_Win_12_Chlama_02.2,0,D-loop
Delphinus,001_Win_12_Chlama_02,001_Win_12_Chlama_02.3,0,D-loop
Delphinus,001_Win_12_Chlama_03,001_Win_12_Chlama_03,0,D-loop
Delphinus,001_Win_12_Chlama_03,001_Win_12_Chlama_03.2,0,D-loop
Delphinus,001_Win_12_Chlama_03,001_Win_12_Chlama_03.3,0,D-loop
Delphinus,001_Win_15_10m_01,001_Win_15_10m_01,0,D-loop
Delphinus,001_Win_15_10m_01,001_Win_15_10m_01.1,0,D-loop
Delphinus,001_Win_15_10m_01,001_Win_15_10m_01.2,0,D-loop
Delphinus,001_Win_15_10m_02,001_Win_15_10m_02,0,D-loop
Delphinus,001_Win_15_10m_02,001_Win_15_10m_02.2,0,D-loop
Delphinus,001_Win_15_10m_02,001_Win_15_10m_02.3,0,D-loop
Delphinus,001_Win_15_10m_03,001_Win_15_10m_03,0,D-loop
Delphinus,001_Win_15_10m_03,001_Win_15_10m_03.2,0,D-loop
Delphinus,001_Win_15_10m_03,001_Win_15_10m_03.3,0,D-loop
Delphinus,001_Win_7_100m_01,001_Win_7_100m_01,0,D-loop
Delphinus,001_Win_7_100m_01,001_Win_7_100m_01.1,0,D-loop
Delphinus,001_Win_7_100m_01,001_Win_7_100m_01.2,0,D-loop
Delphinus,001_Win_7_100m_02,001_Win_7_100m_02,0,D-loop
Delphinus,001_Win_7_100m_02,001_Win_7_100m_02.2,0,D-loop
Delphinus,001_Win_7_100m_02,001_Win_7_100m_02.3,0,D-loop
Delphinus,001_Win_7_100m_03,001_Win_7_100m_03,0,D-loop
Delphinus,001_Win_7_100m_03,001_Win_7_100m_03.2,0,D-loop
Delphinus,001_Win_7_100m_03,001_Win_7_100m_03.3,0,D-loop
Delphinus,002_GEM_1_90m,002_GEM_1_90m,0,D-loop
Delphinus,002_GEM_1_90m,002_GEM_1_90m.1,0,D-loop
Delphinus,002_GEM_1_90m,002_GEM_1_90m.2,0,D-loop
Delphinus,002_GEM_3_Chlama_30m,002_GEM_3_Chlama_30m,0,D-loop
Delphinus,002_GEM_3_Chlama_30m,002_GEM_3_Chlama_30m.1,0,D-loop
Delphinus,002_GEM_3_Chlama_30m,002_GEM_3_Chlama_30m.2,0,D-loop
Delphinus,002_GEM_5_10m,002_GEM_5_10m,0,D-loop
Delphinus,002_GEM_5_10m,002_GEM_5_10m.1,0,D-loop
Delphinus,002_GEM_5_10m,002_GEM_5_10m.2,0,D-loop
Delphinus,002_Win_2_90m_01,002_Win_2_90m_01,0,D-loop
Delphinus,002_Win_2_90m_01,002_Win_2_90m_01.1,15,D-loop
Delphinus,002_Win_2_90m_01,002_Win_2_90m_01.2,0,D-loop
Delphinus,002_Win_2_90m_03,002_Win_2_90m_03,0,D-loop
Delphinus,002_Win_2_90m_03,002_Win_2_90m_03.2,0,D-loop
Delphinus,002_Win_2_90m_03,002_Win_2_90m_03.3,0,D-loop
Delphinus,002_Win_4_Chlama_30m_01,002_Win_4_Chlama_30m_01,0,D-loop
Delphinus,002_Win_4_Chlama_30m_01,002_Win_4_Chlama_30m_01.1,0,D-loop
Delphinus,002_Win_4_Chlama_30m_01,002_Win_4_Chlama_30m_01.2,0,D-loop
Delphinus,002_Win_4_Chlama_30m_02,002_Win_4_Chlama_30m_02,0,D-loop
Delphinus,002_Win_4_Chlama_30m_02,002_Win_4_Chlama_30m_02.2,0,D-loop
Delphinus,002_Win_4_Chlama_30m_02,002_Win_4_Chlama_30m_02.3,0,D-loop
Delphinus,002_Win_4_Chlama_30m_03,002_Win_4_Chlama_30m_03,0,D-loop
Delphinus,002_Win_4_Chlama_30m_03,002_Win_4_Chlama_30m_03.2,0,D-loop
Delphinus,002_Win_4_Chlama_30m_03,002_Win_4_Chlama_30m_03.3,0,D-loop
Delphinus,002_Win_6_10m_01,002_Win_6_10m_01,0,D-loop
Delphinus,002_Win_6_10m_01,002_Win_6_10m_01.1,0,D-loop
Delphinus,002_Win_6_10m_01,002_Win_6_10m_01.2,0,D-loop
Delphinus,002_Win_6_10m_02,002_Win_6_10m_02,0,D-loop
Delphinus,002_Win_6_10m_02,002_Win_6_10m_02.2,0,D-loop
Delphinus,002_Win_6_10m_02,002_Win_6_10m_02.3,0,D-loop
Delphinus,002_Win_6_10m_03,002_Win_6_10m_03,0,D-loop
Delphinus,002_Win_6_10m_03,002_Win_6_10m_03.2,0,D-loop
Delphinus,002_Win_6_10m_03,002_Win_6_10m_03.3,0,D-loop
Delphinus,003_GEM_1_260m,003_GEM_1_260m,0,D-loop
Delphinus,003_GEM_1_260m,003_GEM_1_260m.1,0,D-loop
Delphinus,003_GEM_1_260m,003_GEM_1_260m.2,0,D-loop
Delphinus,003_GEM_2_170m,003_GEM_2_170m,0,D-loop
Delphinus,003_GEM_2_170m,003_GEM_2_170m.1,0,D-loop
Delphinus,003_GEM_2_170m,003_GEM_2_170m.2,0,D-loop
Delphinus,003_GEM_3_100m,003_GEM_3_100m,147,D-loop
Delphinus,003_GEM_3_100m,003_GEM_3_100m.1,2229,D-loop
Delphinus,003_GEM_3_100m,003_GEM_3_100m.2,8087,D-loop
Delphinus,003_GEM_5_Chlama_38m,003_GEM_5_Chlama_38m,0,D-loop
Delphinus,003_GEM_5_Chlama_38m,003_GEM_5_Chlama_38m.1,0,D-loop
Delphinus,003_GEM_5_Chlama_38m,003_GEM_5_Chlama_38m.2,0,D-loop
Delphinus,003_GEM_7_10m,003_GEM_7_10m,0,D-loop
Delphinus,003_GEM_7_10m,003_GEM_7_10m.1,0,D-loop
Delphinus,003_GEM_7_10m,003_GEM_7_10m.2,0,D-loop
Delphinus,003_Win_4_100m_01,003_Win_4_100m_01,0,D-loop
Delphinus,003_Win_4_100m_01,003_Win_4_100m_01.1,0,D-loop
Delphinus,003_Win_4_100m_01,003_Win_4_100m_01.2,561,D-loop
Delphinus,003_Win_4_100m_02,003_Win_4_100m_02,0,D-loop
Delphinus,003_Win_4_100m_02,003_Win_4_100m_02.2,0,D-loop
Delphinus,003_Win_4_100m_02,003_Win_4_100m_02.3,0,D-loop
Delphinus,003_Win_4_100m_03,003_Win_4_100m_03,0,D-loop
Delphinus,003_Win_4_100m_03,003_Win_4_100m_03.2,0,D-loop
Delphinus,003_Win_4_100m_03,003_Win_4_100m_03.3,3594,D-loop
Delphinus,003_Win_6_Chlama_38m_01,003_Win_6_Chlama_38m_01,0,D-loop
Delphinus,003_Win_6_Chlama_38m_01,003_Win_6_Chlama_38m_01.1,0,D-loop
Delphinus,003_Win_6_Chlama_38m_01,003_Win_6_Chlama_38m_01.2,0,D-loop
Delphinus,003_Win_6_Chlama_38m_02,003_Win_6_Chlama_38m_02,0,D-loop
Delphinus,003_Win_6_Chlama_38m_02,003_Win_6_Chlama_38m_02.2,0,D-loop
Delphinus,003_Win_6_Chlama_38m_02,003_Win_6_Chlama_38m_02.3,0,D-loop
Delphinus,003_Win_6_Chlama_38m_03,003_Win_6_Chlama_38m_03,0,D-loop
Delphinus,003_Win_6_Chlama_38m_03,003_Win_6_Chlama_38m_03.2,0,D-loop
Delphinus,003_Win_6_Chlama_38m_03,003_Win_6_Chlama_38m_03.3,0,D-loop
Delphinus,003_Win_8_10m_01,003_Win_8_10m_01,0,D-loop
Delphinus,003_Win_8_10m_01,003_Win_8_10m_01.1,5840,D-loop
Delphinus,003_Win_8_10m_01,003_Win_8_10m_01.2,0,D-loop
Delphinus,003_Win_8_10m_02,003_Win_8_10m_02,0,D-loop
Delphinus,003_Win_8_10m_02,003_Win_8_10m_02.3,0,D-loop
Delphinus,003_Win_8_10m_03,003_Win_8_10m_03,28431,D-loop
Delphinus,003_Win_8_10m_03,003_Win_8_10m_03.2,829,D-loop
Delphinus,003_Win_8_10m_03,003_Win_8_10m_03.3,37146,D-loop
Delphinus,004_GEM_1_80m,004_GEM_1_80m,0,D-loop
Delphinus,004_GEM_1_80m,004_GEM_1_80m.1,0,D-loop
Delphinus,004_GEM_1_80m,004_GEM_1_80m.2,0,D-loop
Delphinus,004_GEM_5_Chlama_17m,004_GEM_5_Chlama_17m,0,D-loop
Delphinus,004_GEM_5_Chlama_17m,004_GEM_5_Chlama_17m.1,0,D-loop
Delphinus,004_GEM_5_Chlama_17m,004_GEM_5_Chlama_17m.2,0,D-loop
Delphinus,004_GEM_7_10m,004_GEM_7_10m,0,D-loop
Delphinus,004_GEM_7_10m,004_GEM_7_10m.1,0,D-loop
Delphinus,004_GEM_7_10m,004_GEM_7_10m.2,0,D-loop
Delphinus,004_Win_2_80m_01,004_Win_2_80m_01,0,D-loop
Delphinus,004_Win_2_80m_01,004_Win_2_80m_01.1,2123,D-loop
Delphinus,004_Win_2_80m_01,004_Win_2_80m_01.2,0,D-loop
Delphinus,004_Win_2_80m_02,004_Win_2_80m_02,0,D-loop
Delphinus,004_Win_2_80m_02,004_Win_2_80m_02.2,0,D-loop
Delphinus,004_Win_2_80m_02,004_Win_2_80m_02.3,0,D-loop
Delphinus,004_Win_2_80m_03,004_Win_2_80m_03,0,D-loop
Delphinus,004_Win_2_80m_03,004_Win_2_80m_03.2,245,D-loop
Delphinus,004_Win_2_80m_03,004_Win_2_80m_03.3,28349,D-loop
Delphinus,004_Win_4_Chlama_17m_01,004_Win_4_Chlama_17m_01,0,D-loop
Delphinus,004_Win_4_Chlama_17m_01,004_Win_4_Chlama_17m_01.1,0,D-loop
Delphinus,004_Win_4_Chlama_17m_01,004_Win_4_Chlama_17m_01.2,0,D-loop
Delphinus,004_Win_4_Chlama_17m_02,004_Win_4_Chlama_17m_02,0,D-loop
Delphinus,004_Win_4_Chlama_17m_02,004_Win_4_Chlama_17m_02.2,0,D-loop
Delphinus,004_Win_4_Chlama_17m_02,004_Win_4_Chlama_17m_02.3,0,D-loop
Delphinus,004_Win_4_Chlama_17m_03,004_Win_4_Chlama_17m_03,0,D-loop
Delphinus,004_Win_4_Chlama_17m_03,004_Win_4_Chlama_17m_03.2,0,D-loop
Delphinus,004_Win_4_Chlama_17m_03,004_Win_4_Chlama_17m_03.3,0,D-loop
Delphinus,004_Win_8_10m_01,004_Win_8_10m_01,0,D-loop
Delphinus,004_Win_8_10m_01,004_Win_8_10m_01.1,0,D-loop
Delphinus,004_Win_8_10m_01,004_Win_8_10m_01.2,0,D-loop
Delphinus,004_Win_8_10m_02,004_Win_8_10m_02,0,D-loop
Delphinus,004_Win_8_10m_02,004_Win_8_10m_02.2,0,D-loop
Delphinus,004_Win_8_10m_02,004_Win_8_10m_02.3,0,D-loop
Delphinus,004_Win_8_10m_03,004_Win_8_10m_03,0,D-loop
Delphinus,004_Win_8_10m_03,004_Win_8_10m_03.2,0,D-loop
Delphinus,004_Win_8_10m_03,004_Win_8_10m_03.3,0,D-loop
Delphinus,005_GEM_1_380m,005_GEM_1_380m,0,D-loop
Delphinus,005_GEM_1_380m,005_GEM_1_380m.1,0,D-loop
Delphinus,005_GEM_1_380m,005_GEM_1_380m.2,0,D-loop
Delphinus,005_GEM_2_170m,005_GEM_2_170m,0,D-loop
Delphinus,005_GEM_2_170m,005_GEM_2_170m.1,0,D-loop
Delphinus,005_GEM_2_170m,005_GEM_2_170m.2,0,D-loop
Delphinus,005_GEM_3_100m,005_GEM_3_100m,0,D-loop
Delphinus,005_GEM_3_100m,005_GEM_3_100m.1,0,D-loop
Delphinus,005_GEM_3_100m,005_GEM_3_100m.2,0,D-loop
Delphinus,005_GEM_5_Chlama_31m,005_GEM_5_Chlama_31m,0,D-loop
Delphinus,005_GEM_5_Chlama_31m,005_GEM_5_Chlama_31m.1,0,D-loop
Delphinus,005_GEM_5_Chlama_31m,005_GEM_5_Chlama_31m.2,0,D-loop
Delphinus,005_GEM_7_10m,005_GEM_7_10m,0,D-loop
Delphinus,005_GEM_7_10m,005_GEM_7_10m.1,0,D-loop
Delphinus,005_GEM_7_10m,005_GEM_7_10m.2,0,D-loop
Delphinus,005_Win_4_100m_01,005_Win_4_100m_01,0,D-loop
Delphinus,005_Win_4_100m_01,005_Win_4_100m_01.1,0,D-loop
Delphinus,005_Win_4_100m_01,005_Win_4_100m_01.2,0,D-loop
Delphinus,005_Win_4_100m_02,005_Win_4_100m_02,0,D-loop
Delphinus,005_Win_4_100m_02,005_Win_4_100m_02.2,0,D-loop
Delphinus,005_Win_4_100m_02,005_Win_4_100m_02.3,0,D-loop
Delphinus,005_Win_4_100m_03,005_Win_4_100m_03,0,D-loop
Delphinus,005_Win_4_100m_03,005_Win_4_100m_03.2,0,D-loop
Delphinus,005_Win_4_100m_03,005_Win_4_100m_03.3,0,D-loop
Delphinus,005_Win_6_Chlama_31m_01,005_Win_6_Chlama_31m_01,0,D-loop
Delphinus,005_Win_6_Chlama_31m_01,005_Win_6_Chlama_31m_01.1,0,D-loop
Delphinus,005_Win_6_Chlama_31m_01,005_Win_6_Chlama_31m_01.2,0,D-loop
Delphinus,005_Win_6_Chlama_31m_02,005_Win_6_Chlama_31m_02,0,D-loop
Delphinus,005_Win_6_Chlama_31m_02,005_Win_6_Chlama_31m_02.2,0,D-loop
Delphinus,005_Win_6_Chlama_31m_02,005_Win_6_Chlama_31m_02.3,0,D-loop
Delphinus,005_Win_6_Chlama_31m_03,005_Win_6_Chlama_31m_03,0,D-loop
Delphinus,005_Win_6_Chlama_31m_03,005_Win_6_Chlama_31m_03.2,4690,D-loop
Delphinus,005_Win_6_Chlama_31m_03,005_Win_6_Chlama_31m_03.3,0,D-loop
Delphinus,005_Win_8_10m_01,005_Win_8_10m_01,0,D-loop
Delphinus,005_Win_8_10m_01,005_Win_8_10m_01.1,457,D-loop
