sample-id,mm_detect,Bio-rep,unique_biorep,uniqiue_biorep_numeric,Tech-rep,Pool,Cruise,Date_YYYYMMDD,Collection_method,Collection_method_numeric,Collection_device,Depth_m,Volume_filt_mL,Vol_filt_grp_mL,station,site,site.numeric,depth_m_ZG,bottle,volume_L_ZG,latitude,longitude,Ecological Notes,Processing Notes
003_Win_6_Chlamax_38m_02,0,2,2210RL_00338RREAS2,38,1,BAE01,202210,20221014,RREAS,2,CTD,38,2000,1400 - 2000,82.7 46.1,2210RL_003,3,38,6,2,34.138455,-118.124075,pod of 100 common dolphins on station at the surface,
003_Win_6_Chlamax_38m_02-2,0,2,2210RL_00338RREAS2,38,2,BAE02,202210,20221014,RREAS,2,CTD,38,2000,1400 - 2000,82.7 46.1,2210RL_003,3,38,6,2,34.138455,-118.124075,pod of 100 common dolphins on station at the surface,
003_Win_6_Chlamax_38m_02-3,0,2,2210RL_00338RREAS2,38,3,BAE02,202210,20221014,RREAS,2,CTD,38,2000,1400 - 2000,82.7 46.1,2210RL_003,3,38,6,2,34.138455,-118.124075,pod of 100 common dolphins on station at the surface,
003_Win_6_Chlamax_38m_03,0,3,2210RL_00338RREAS3,39,1,BAE01,202210,20221014,RREAS,2,CTD,38,1500,1400 - 2000,82.7 46.1,2210RL_003,3,38,6,1.5,34.138455,-118.124075,pod of 100 common dolphins on station at the surface,
003_Win_6_Chlamax_38m_03-2,1,3,2210RL_00338RREAS3,39,2,BAE02,202210,20221014,RREAS,2,CTD,38,1500,1400 - 2000,82.7 46.1,2210RL_003,3,38,6,1.5,34.138455,-118.124075,pod of 100 common dolphins on station at the surface,
003_Win_6_Chlamax_38m_03-3,0,3,2210RL_00338RREAS3,39,3,BAE02,202210,20221014,RREAS,2,CTD,38,1500,1400 - 2000,82.7 46.1,2210RL_003,3,38,6,1.5,34.138455,-118.124075,pod of 100 common dolphins on station at the surface,
003_Win_8_10m_01,1,1,2210RL_00310RREAS1,31,1,BAE02,202210,20221014,RREAS,2,CTD,10,2000,1400 - 2000,82.7 46.1,2210RL_003,3,10,8,2,34.138455,-118.124075,pod of 100 common dolphins on station at the surface,
003_Win_8_10m_01-1,1,1,2210RL_00310RREAS1,31,2,BAE01,202210,20221014,RREAS,2,CTD,10,2000,1400 - 2000,82.7 46.1,2210RL_003,3,10,8,2,34.138455,-118.124075,pod of 100 common dolphins on station at the surface,
003_Win_8_10m_01-2,1,1,2210RL_00310RREAS1,31,3,BAE01,202210,20221014,RREAS,2,CTD,10,2000,1400 - 2000,82.7 46.1,2210RL_003,3,10,8,2,34.138455,-118.124075,pod of 100 common dolphins on station at the surface,
003_Win_8_10m_02,1,2,2210RL_00310RREAS2,32,1,BAE01,202210,20221014,RREAS,2,CTD,10,2000,1400 - 2000,82.7 46.1,2210RL_003,3,10,8,2,34.138455,-118.124075,pod of 100 common dolphins on station at the surface,
003_Win_8_10m_02-3,1,2,2210RL_00310RREAS2,32,2,BAE02,202210,20221014,RREAS,2,CTD,10,2000,1400 - 2000,82.7 46.1,2210RL_003,3,10,8,2,34.138455,-118.124075,pod of 100 common dolphins on station at the surface,
003_Win_8_10m_03,1,3,2210RL_00310RREAS3,33,1,BAE01,202210,20221014,RREAS,2,CTD,10,1500,1400 - 2000,82.7 46.1,2210RL_003,3,10,8,1.5,34.138455,-118.124075,pod of 100 common dolphins on station at the surface,
003_Win_8_10m_03-2,1,3,2210RL_00310RREAS3,33,2,BAE02,202210,20221014,RREAS,2,CTD,10,1500,1400 - 2000,82.7 46.1,2210RL_003,3,10,8,1.5,34.138455,-118.124075,pod of 100 common dolphins on station at the surface,
003_Win_8_10m_03-3,1,3,2210RL_00310RREAS3,33,3,BAE02,202210,20221014,RREAS,2,CTD,10,1500,1400 - 2000,82.7 46.1,2210RL_003,3,10,8,1.5,34.138455,-118.124075,pod of 100 common dolphins on station at the surface,
004_GEM_1_80m-1,0,1,2210RL_00480GEMCAP1,48,2,BAE01,202210,20221014,GEMCAP,1,CTD,80,1000,800 - 1000,84.0 41.7,2210RL_004,4,80,1,1,34.05617833,-118.5965633,"common dolphins, humpbacks, maybe a bottlenose dolphin",
004_GEM_1_80m-2,0,1,2210RL_00480GEMCAP1,48,3,BAE01,202210,20221014,GEMCAP,1,CTD,80,1000,800 - 1000,84.0 41.7,2210RL_004,4,80,1,1,34.05617833,-118.5965633,"common dolphins, humpbacks, maybe a bottlenose dolphin",
004_GEM_5_Chlamax_17m,0,1,2210RL_00417GEMCAP1,44,1,BAE02,202210,20221014,GEMCAP,1,CTD,17,1000,800 - 1000,84.0 41.7,2210RL_004,4,17,5,1,34.05617833,-118.5965633,"common dolphins, humpbacks, maybe a bottlenose dolphin",
004_GEM_5_Chlamax_17m-1,1,1,2210RL_00417GEMCAP1,44,2,BAE01,202210,20221014,GEMCAP,1,CTD,17,1000,800 - 1000,84.0 41.7,2210RL_004,4,17,5,1,34.05617833,-118.5965633,"common dolphins, humpbacks, maybe a bottlenose dolphin",
004_GEM_5_Chlamax_17m-2,1,1,2210RL_00417GEMCAP1,44,3,BAE01,202210,20221014,GEMCAP,1,CTD,17,1000,800 - 1000,84.0 41.7,2210RL_004,4,17,5,1,34.05617833,-118.5965633,"common dolphins, humpbacks, maybe a bottlenose dolphin",
004_GEM_7_10m,0,1,2210RL_00410GEMCAP1,40,1,BAE02,202210,20221014,GEMCAP,1,CTD,10,900,800 - 1000,84.0 41.7,2210RL_004,4,10,7,1,34.05617833,-118.5965633,"common dolphins, humpbacks, maybe a bottlenose dolphin",
004_GEM_7_10m-1,1,1,2210RL_00410GEMCAP1,40,2,BAE01,202210,20221014,GEMCAP,1,CTD,10,900,800 - 1000,84.0 41.7,2210RL_004,4,10,7,1,34.05617833,-118.5965633,"common dolphins, humpbacks, maybe a bottlenose dolphin",
004_GEM_7_10m-2,0,1,2210RL_00410GEMCAP1,40,3,BAE01,202210,20221014,GEMCAP,1,CTD,10,900,800 - 1000,84.0 41.7,2210RL_004,4,10,7,1,34.05617833,-118.5965633,"common dolphins, humpbacks, maybe a bottlenose dolphin",
004_Win_2_80m_01,1,1,2210RL_00480RREAS1,49,1,BAE02,202210,20221014,RREAS,2,CTD,80,2000,1400 - 2000,84.0 41.7,2210RL_004,4,80,2,2,34.05617833,-118.5965633,"common dolphins, humpbacks, maybe a bottlenose dolphin",
004_Win_2_80m_01-1,1,1,2210RL_00480RREAS1,49,2,BAE01,202210,20221014,RREAS,2,CTD,80,2000,1400 - 2000,84.0 41.7,2210RL_004,4,80,2,2,34.05617833,-118.5965633,"common dolphins, humpbacks, maybe a bottlenose dolphin",
004_Win_2_80m_01-2,0,1,2210RL_00480RREAS1,49,3,BAE01,202210,20221014,RREAS,2,CTD,80,2000,1400 - 2000,84.0 41.7,2210RL_004,4,80,2,2,34.05617833,-118.5965633,"common dolphins, humpbacks, maybe a bottlenose dolphin",
004_Win_2_80m_02,0,2,2210RL_00480RREAS2,50,1,BAE01,202210,20221014,RREAS,2,CTD,80,2000,1400 - 2000,84.0 41.7,2210RL_004,4,80,2,2,34.05617833,-118.5965633,"common dolphins, humpbacks, maybe a bottlenose dolphin",
004_Win_2_80m_02-2,0,2,2210RL_00480RREAS2,50,2,BAE02,202210,20221014,RREAS,2,CTD,80,2000,1400 - 2000,84.0 41.7,2210RL_004,4,80,2,2,34.05617833,-118.5965633,"common dolphins, humpbacks, maybe a bottlenose dolphin",
004_Win_2_80m_02-3,0,2,2210RL_00480RREAS2,50,3,BAE02,202210,20221014,RREAS,2,CTD,80,2000,1400 - 2000,84.0 41.7,2210RL_004,4,80,2,2,34.05617833,-118.5965633,"common dolphins, humpbacks, maybe a bottlenose dolphin",
004_Win_2_80m_03,0,3,2210RL_00480RREAS3,51,1,BAE01,202210,20221014,RREAS,2,CTD,80,2000,1400 - 2000,84.0 41.7,2210RL_004,4,80,2,2,34.05617833,-118.5965633,"common dolphins, humpbacks, maybe a bottlenose dolphin",
004_Win_2_80m_03-2,1,3,2210RL_00480RREAS3,51,2,BAE02,202210,20221014,RREAS,2,CTD,80,2000,1400 - 2000,84.0 41.7,2210RL_004,4,80,2,2,34.05617833,-118.5965633,"common dolphins, humpbacks, maybe a bottlenose dolphin",
004_Win_2_80m_03-3,1,3,2210RL_00480RREAS3,51,3,BAE02,202210,20221014,RREAS,2,CTD,80,2000,1400 - 2000,84.0 41.7,2210RL_004,4,80,2,2,34.05617833,-118.5965633,"common dolphins, humpbacks, maybe a bottlenose dolphin",
004_Win_4_Chlamax_17m_01,0,1,2210RL_00417RREAS1,45,1,BAE02,202210,20221014,RREAS,2,CTD,17,2000,1400 - 2000,84.0 41.7,2210RL_004,4,17,4,2,34.05617833,-118.5965633,"common dolphins, humpbacks, maybe a bottlenose dolphin",
004_Win_4_Chlamax_17m_01-1,0,1,2210RL_00417RREAS1,45,2,BAE01,202210,20221014,RREAS,2,CTD,17,2000,1400 - 2000,84.0 41.7,2210RL_004,4,17,4,2,34.05617833,-118.5965633,"common dolphins, humpbacks, maybe a bottlenose dolphin",
004_Win_4_Chlamax_17m_01-2,0,1,2210RL_00417RREAS1,45,3,BAE01,202210,20221014,RREAS,2,CTD,17,2000,1400 - 2000,84.0 41.7,2210RL_004,4,17,4,2,34.05617833,-118.5965633,"common dolphins, humpbacks, maybe a bottlenose dolphin",
004_Win_4_Chlamax_17m_02,0,2,2210RL_00417RREAS2,46,1,BAE01,202210,20221014,RREAS,2,CTD,17,2000,1400 - 2000,84.0 41.7,2210RL_004,4,17,4,2,34.05617833,-118.5965633,"common dolphins, humpbacks, maybe a bottlenose dolphin",
004_Win_4_Chlamax_17m_02-2,0,2,2210RL_00417RREAS2,46,2,BAE02,202210,20221014,RREAS,2,CTD,17,2000,1400 - 2000,84.0 41.7,2210RL_004,4,17,4,2,34.05617833,-118.5965633,"common dolphins, humpbacks, maybe a bottlenose dolphin",
004_Win_4_Chlamax_17m_02-3,0,2,2210RL_00417RREAS2,46,3,BAE02,202210,20221014,RREAS,2,CTD,17,2000,1400 - 2000,84.0 41.7,2210RL_004,4,17,4,2,34.05617833,-118.5965633,"common dolphins, humpbacks, maybe a bottlenose dolphin",
004_Win_4_Chlamax_17m_03,0,3,2210RL_00417RREAS3,47,1,BAE01,202210,20221014,RREAS,2,CTD,17,2000,1400 - 2000,84.0 41.7,2210RL_004,4,17,4,2,34.05617833,-118.5965633,"common dolphins, humpbacks, maybe a bottlenose dolphin",
004_Win_4_Chlamax_17m_03-2,1,3,2210RL_00417RREAS3,47,2,BAE02,202210,20221014,RREAS,2,CTD,17,2000,1400 - 2000,84.0 41.7,2210RL_004,4,17,4,2,34.05617833,-118.5965633,"common dolphins, humpbacks, maybe a bottlenose dolphin",
004_Win_4_Chlamax_17m_03-3,1,3,2210RL_00417RREAS3,47,3,BAE02,202210,20221014,RREAS,2,CTD,17,2000,1400 - 2000,84.0 41.7,2210RL_004,4,17,4,2,34.05617833,-118.5965633,"common dolphins, humpbacks, maybe a bottlenose dolphin",
004_Win_8_10m_01,0,1,2210RL_00410RREAS1,41,1,BAE02,202210,20221014,RREAS,2,CTD,10,2000,1400 - 2000,84.0 41.7,2210RL_004,4,10,8,2,34.05617833,-118.5965633,"common dolphins, humpbacks, maybe a bottlenose dolphin",
004_Win_8_10m_01-1,0,1,2210RL_00410RREAS1,41,2,BAE01,202210,20221014,RREAS,2,CTD,10,2000,1400 - 2000,84.0 41.7,2210RL_004,4,10,8,2,34.05617833,-118.5965633,"common dolphins, humpbacks, maybe a bottlenose dolphin",
004_Win_8_10m_01-2,0,1,2210RL_00410RREAS1,41,3,BAE01,202210,20221014,RREAS,2,CTD,10,2000,1400 - 2000,84.0 41.7,2210RL_004,4,10,8,2,34.05617833,-118.5965633,"common dolphins, humpbacks, maybe a bottlenose dolphin",
004_Win_8_10m_02,0,2,2210RL_00410RREAS2,42,1,BAE01,202210,20221014,RREAS,2,CTD,10,2000,1400 - 2000,84.0 41.7,2210RL_004,4,10,8,2,34.05617833,-118.5965633,"common dolphins, humpbacks, maybe a bottlenose dolphin",
004_Win_8_10m_02-2,0,2,2210RL_00410RREAS2,42,2,BAE02,202210,20221014,RREAS,2,CTD,10,2000,1400 - 2000,84.0 41.7,2210RL_004,4,10,8,2,34.05617833,-118.5965633,"common dolphins, humpbacks, maybe a bottlenose dolphin",
004_Win_8_10m_02-3,0,2,2210RL_00410RREAS2,42,3,BAE02,202210,20221014,RREAS,2,CTD,10,2000,1400 - 2000,84.0 41.7,2210RL_004,4,10,8,2,34.05617833,-118.5965633,"common dolphins, humpbacks, maybe a bottlenose dolphin",
004_Win_8_10m_03,1,3,2210RL_00410RREAS3,43,1,BAE01,202210,20221014,RREAS,2,CTD,10,2000,1400 - 2000,84.0 41.7,2210RL_004,4,10,8,2,34.05617833,-118.5965633,"common dolphins, humpbacks, maybe a bottlenose dolphin",
004_Win_8_10m_03-2,0,3,2210RL_00410RREAS3,43,2,BAE02,202210,20221014,RREAS,2,CTD,10,2000,1400 - 2000,84.0 41.7,2210RL_004,4,10,8,2,34.05617833,-118.5965633,"common dolphins, humpbacks, maybe a bottlenose dolphin",
004_Win_8_10m_03-3,0,3,2210RL_00410RREAS3,43,3,BAE02,202210,20221014,RREAS,2,CTD,10,2000,1400 - 2000,84.0 41.7,2210RL_004,4,10,8,2,34.05617833,-118.5965633,"common dolphins, humpbacks, maybe a bottlenose dolphin",
005_GEM_1_380m-1,0,1,2210RL_005380GEMCAP1,65,2,BAE01,202210,20221014,GEMCAP,1,CTD,380,1000,800 - 1000,84.5 43.5,2210RL_005,5,380,1,1,33.92825667,-118.5246,"common dolphins, subnose pipefish, needlefish, minke whale surfaced near CTD",
005_GEM_1_380m-2,1,1,2210RL_005380GEMCAP1,65,3,BAE01,202210,20221014,GEMCAP,1,CTD,380,1000,800 - 1000,84.5 43.5,2210RL_005,5,380,1,1,33.92825667,-118.5246,"common dolphins, subnose pipefish, needlefish, minke whale surfaced near CTD",
005_GEM_2_170m-2,0,1,2210RL_005170GEMCAP1,60,3,BAE01,202210,20221014,GEMCAP,1,CTD,170,1000,800 - 1000,84.5 43.5,2210RL_005,5,170,2,1,33.92825667,-118.5246,"common dolphins, subnose pipefish, needlefish, minke whale surfaced near CTD",
005_GEM_3_100m-1,0,1,2210RL_005100GEMCAP1,52,2,BAE01,202210,20221014,GEMCAP,1,CTD,100,1000,800 - 1000,84.5 43.5,2210RL_005,5,100,3,1,33.92825667,-118.5246,"common dolphins, subnose pipefish, needlefish, minke whale surfaced near CTD",
005_GEM_3_100m-2,0,1,2210RL_005100GEMCAP1,52,3,BAE01,202210,20221014,GEMCAP,1,CTD,100,1000,800 - 1000,84.5 43.5,2210RL_005,5,100,3,1,33.92825667,-118.5246,"common dolphins, subnose pipefish, needlefish, minke whale surfaced near CTD",
005_GEM_5_Chlamax_31m,0,1,2210RL_00531GEMCAP1,61,1,BAE02,202210,20221014,GEMCAP,1,CTD,31,1000,800 - 1000,84.5 43.5,2210RL_005,5,31,5,1,33.92825667,-118.5246,"common dolphins, subnose pipefish, needlefish, minke whale surfaced near CTD","filter touched the top of another sample's falcon tube, potential contamination"
005_GEM_5_Chlamax_31m-1,0,1,2210RL_00531GEMCAP1,61,2,BAE01,202210,20221014,GEMCAP,1,CTD,31,1000,800 - 1000,84.5 43.5,2210RL_005,5,31,5,1,33.92825667,-118.5246,"common dolphins, subnose pipefish, needlefish, minke whale surfaced near CTD",
005_GEM_5_Chlamax_31m-2,0,1,2210RL_00531GEMCAP1,61,3,BAE01,202210,20221014,GEMCAP,1,CTD,31,1000,800 - 1000,84.5 43.5,2210RL_005,5,31,5,1,33.92825667,-118.5246,"common dolphins, subnose pipefish, needlefish, minke whale surfaced near CTD",
005_GEM_7_10m,0,1,2210RL_00510GEMCAP1,56,1,BAE02,202210,20221014,GEMCAP,1,CTD,10,1000,800 - 1000,84.5 43.5,2210RL_005,5,10,7,1,33.92825667,-118.5246,"common dolphins, subnose pipefish, needlefish, minke whale surfaced near CTD",
005_GEM_7_10m-1,0,1,2210RL_00510GEMCAP1,56,2,BAE01,202210,20221014,GEMCAP,1,CTD,10,1000,800 - 1000,84.5 43.5,2210RL_005,5,10,7,1,33.92825667,-118.5246,"common dolphins, subnose pipefish, needlefish, minke whale surfaced near CTD",
005_GEM_7_10m-2,0,1,2210RL_00510GEMCAP1,56,3,BAE01,202210,20221014,GEMCAP,1,CTD,10,1000,800 - 1000,84.5 43.5,2210RL_005,5,10,7,1,33.92825667,-118.5246,"common dolphins, subnose pipefish, needlefish, minke whale surfaced near CTD",
005_Win_4_100m_01,0,1,2210RL_005100RREAS1,53,1,BAE02,202210,20221014,RREAS,2,CTD,100,2000,1400 - 2000,84.5 43.5,2210RL_005,5,100,4,2,33.92825667,-118.5246,"common dolphins, subnose pipefish, needlefish, minke whale surfaced near CTD",
005_Win_4_100m_01-1,0,1,2210RL_005100RREAS1,53,2,BAE01,202210,20221014,RREAS,2,CTD,100,2000,1400 - 2000,84.5 43.5,2210RL_005,5,100,4,2,33.92825667,-118.5246,"common dolphins, subnose pipefish, needlefish, minke whale surfaced near CTD",
005_Win_4_100m_01-2,0,1,2210RL_005100RREAS1,53,3,BAE01,202210,20221014,RREAS,2,CTD,100,2000,1400 - 2000,84.5 43.5,2210RL_005,5,100,4,2,33.92825667,-118.5246,"common dolphins, subnose pipefish, needlefish, minke whale surfaced near CTD",
005_Win_4_100m_02,0,2,2210RL_005100RREAS2,54,1,BAE01,202210,20221014,RREAS,2,CTD,100,2000,1400 - 2000,84.5 43.5,2210RL_005,5,100,4,2,33.92825667,-118.5246,"common dolphins, subnose pipefish, needlefish, minke whale surfaced near CTD",
005_Win_4_100m_02-2,0,2,2210RL_005100RREAS2,54,2,BAE02,202210,20221014,RREAS,2,CTD,100,2000,1400 - 2000,84.5 43.5,2210RL_005,5,100,4,2,33.92825667,-118.5246,"common dolphins, subnose pipefish, needlefish, minke whale surfaced near CTD",
005_Win_4_100m_02-3,0,2,2210RL_005100RREAS2,54,3,BAE02,202210,20221014,RREAS,2,CTD,100,2000,1400 - 2000,84.5 43.5,2210RL_005,5,100,4,2,33.92825667,-118.5246,"common dolphins, subnose pipefish, needlefish, minke whale surfaced near CTD",
005_Win_4_100m_03,0,3,2210RL_005100RREAS3,55,1,BAE01,202210,20221014,RREAS,2,CTD,100,2000,1400 - 2000,84.5 43.5,2210RL_005,5,100,4,2,33.92825667,-118.5246,"common dolphins, subnose pipefish, needlefish, minke whale surfaced near CTD",
005_Win_4_100m_03-2,0,3,2210RL_005100RREAS3,55,2,BAE02,202210,20221014,RREAS,2,CTD,100,2000,1400 - 2000,84.5 43.5,2210RL_005,5,100,4,2,33.92825667,-118.5246,"common dolphins, subnose pipefish, needlefish, minke whale surfaced near CTD",
005_Win_4_100m_03-3,0,3,2210RL_005100RREAS3,55,3,BAE02,202210,20221014,RREAS,2,CTD,100,2000,1400 - 2000,84.5 43.5,2210RL_005,5,100,4,2,33.92825667,-118.5246,"common dolphins, subnose pipefish, needlefish, minke whale surfaced near CTD",
005_Win_6_Chlamax_31m_01,0,1,2210RL_00531RREAS1,62,1,BAE02,202210,20221014,RREAS,2,CTD,31,2000,1400 - 2000,84.5 43.5,2210RL_005,5,31,6,2,33.92825667,-118.5246,"common dolphins, subnose pipefish, needlefish, minke whale surfaced near CTD",
005_Win_6_Chlamax_31m_01-1,0,1,2210RL_00531RREAS1,62,2,BAE01,202210,20221014,RREAS,2,CTD,31,2000,1400 - 2000,84.5 43.5,2210RL_005,5,31,6,2,33.92825667,-118.5246,"common dolphins, subnose pipefish, needlefish, minke whale surfaced near CTD",
005_Win_6_Chlamax_31m_01-2,1,1,2210RL_00531RREAS1,62,3,BAE01,202210,20221014,RREAS,2,CTD,31,2000,1400 - 2000,84.5 43.5,2210RL_005,5,31,6,2,33.92825667,-118.5246,"common dolphins, subnose pipefish, needlefish, minke whale surfaced near CTD",
005_Win_6_Chlamax_31m_02,0,2,2210RL_00531RREAS2,63,1,BAE01,202210,20221014,RREAS,2,CTD,31,2000,1400 - 2000,84.5 43.5,2210RL_005,5,31,6,2,33.92825667,-118.5246,"common dolphins, subnose pipefish, needlefish, minke whale surfaced near CTD",
005_Win_6_Chlamax_31m_02-2,0,2,2210RL_00531RREAS2,63,2,BAE02,202210,20221014,RREAS,2,CTD,31,2000,1400 - 2000,84.5 43.5,2210RL_005,5,31,6,2,33.92825667,-118.5246,"common dolphins, subnose pipefish, needlefish, minke whale surfaced near CTD",
005_Win_6_Chlamax_31m_02-3,0,2,2210RL_00531RREAS2,63,3,BAE02,202210,20221014,RREAS,2,CTD,31,2000,1400 - 2000,84.5 43.5,2210RL_005,5,31,6,2,33.92825667,-118.5246,"common dolphins, subnose pipefish, needlefish, minke whale surfaced near CTD",
005_Win_6_Chlamax_31m_03,0,3,2210RL_00531RREAS3,64,1,BAE01,202210,20221014,RREAS,2,CTD,31,2000,1400 - 2000,84.5 43.5,2210RL_005,5,31,6,2,33.92825667,-118.5246,"common dolphins, subnose pipefish, needlefish, minke whale surfaced near CTD",
005_Win_6_Chlamax_31m_03-2,1,3,2210RL_00531RREAS3,64,2,BAE02,202210,20221014,RREAS,2,CTD,31,2000,1400 - 2000,84.5 43.5,2210RL_005,5,31,6,2,33.92825667,-118.5246,"common dolphins, subnose pipefish, needlefish, minke whale surfaced near CTD",
005_Win_6_Chlamax_31m_03-3,0,3,2210RL_00531RREAS3,64,3,BAE02,202210,20221014,RREAS,2,CTD,31,2000,1400 - 2000,84.5 43.5,2210RL_005,5,31,6,2,33.92825667,-118.5246,"common dolphins, subnose pipefish, needlefish, minke whale surfaced near CTD",
005_Win_8_10m_01,1,1,2210RL_00510RREAS1,57,1,BAE02,202210,20221014,RREAS,2,CTD,10,2000,1400 - 2000,84.5 43.5,2210RL_005,5,10,8,2,33.92825667,-118.5246,"common dolphins, subnose pipefish, needlefish, minke whale surfaced near CTD",
005_Win_8_10m_01-1,1,1,2210RL_00510RREAS1,57,2,BAE01,202210,20221014,RREAS,2,CTD,10,2000,1400 - 2000,84.5 43.5,2210RL_005,5,10,8,2,33.92825667,-118.5246,"common dolphins, subnose pipefish, needlefish, minke whale surfaced near CTD",
005_Win_8_10m_01-2,0,1,2210RL_00510RREAS1,57,3,BAE01,202210,20221014,RREAS,2,CTD,10,2000,1400 - 2000,84.5 43.5,2210RL_005,5,10,8,2,33.92825667,-118.5246,"common dolphins, subnose pipefish, needlefish, minke whale surfaced near CTD",
005_Win_8_10m_02,0,2,2210RL_00510RREAS2,58,1,BAE01,202210,20221014,RREAS,2,CTD,10,2000,1400 - 2000,84.5 43.5,2210RL_005,5,10,8,2,33.92825667,-118.5246,"common dolphins, subnose pipefish, needlefish, minke whale surfaced near CTD",
005_Win_8_10m_02-2,0,2,2210RL_00510RREAS2,58,2,BAE02,202210,20221014,RREAS,2,CTD,10,2000,1400 - 2000,84.5 43.5,2210RL_005,5,10,8,2,33.92825667,-118.5246,"common dolphins, subnose pipefish, needlefish, minke whale surfaced near CTD",
005_Win_8_10m_02-3,0,2,2210RL_00510RREAS2,58,3,BAE02,202210,20221014,RREAS,2,CTD,10,2000,1400 - 2000,84.5 43.5,2210RL_005,5,10,8,2,33.92825667,-118.5246,"common dolphins, subnose pipefish, needlefish, minke whale surfaced near CTD",
005_Win_8_10m_03,0,3,2210RL_00510RREAS3,59,1,BAE01,202210,20221014,RREAS,2,CTD,10,2000,1400 - 2000,84.5 43.5,2210RL_005,5,10,8,2,33.92825667,-118.5246,"common dolphins, subnose pipefish, needlefish, minke whale surfaced near CTD",
005_Win_8_10m_03-2,1,3,2210RL_00510RREAS3,59,2,BAE02,202210,20221014,RREAS,2,CTD,10,2000,1400 - 2000,84.5 43.5,2210RL_005,5,10,8,2,33.92825667,-118.5246,"common dolphins, subnose pipefish, needlefish, minke whale surfaced near CTD",
005_Win_8_10m_03-3,1,3,2210RL_00510RREAS3,59,3,BAE02,202210,20221014,RREAS,2,CTD,10,2000,1400 - 2000,84.5 43.5,2210RL_005,5,10,8,2,33.92825667,-118.5246,"common dolphins, subnose pipefish, needlefish, minke whale surfaced near CTD",
006_GEM_1_515m,0,1,2210RL_006515GEMCAP1,78,1,BAE02,202210,20221015,GEMCAP,1,CTD,515,1000,800 - 1000,76.7 55.0,2210RL_006,6,515,1,1,34.87891833,-120.7845433,,
006_GEM_1_515m-1,0,1,2210RL_006515GEMCAP1,78,2,BAE01,202210,20221015,GEMCAP,1,CTD,515,1000,800 - 1000,76.7 55.0,2210RL_006,6,515,1,1,34.87891833,-120.7845433,,
006_GEM_1_515m-2,0,1,2210RL_006515GEMCAP1,78,3,BAE01,202210,20221015,GEMCAP,1,CTD,515,1000,800 - 1000,76.7 55.0,2210RL_006,6,515,1,1,34.87891833,-120.7845433,,
006_GEM_2_170m-2,0,1,2210RL_006170GEMCAP1,73,3,BAE01,202210,20221015,GEMCAP,1,CTD,170,1000,800 - 1000,76.7 55.0,2210RL_006,6,170,2,1,34.87891833,-120.7845433,,
006_GEM_3_100m,0,1,2210RL_006100GEMCAP1,66,1,BAE02,202210,20221015,GEMCAP,1,CTD,100,1000,800 - 1000,76.7 55.0,2210RL_006,6,100,3,1,34.87891833,-120.7845433,,
006_GEM_3_100m-1,0,1,2210RL_006100GEMCAP1,66,2,BAE01,202210,20221015,GEMCAP,1,CTD,100,1000,800 - 1000,76.7 55.0,2210RL_006,6,100,3,1,34.87891833,-120.7845433,,
006_GEM_3_100m-2,0,1,2210RL_006100GEMCAP1,66,3,BAE01,202210,20221015,GEMCAP,1,CTD,100,1000,800 - 1000,76.7 55.0,2210RL_006,6,100,3,1,34.87891833,-120.7845433,,
006_GEM_5_40m,0,1,2210RL_00640GEMCAP1,74,1,BAE02,202210,20221015,GEMCAP,1,CTD,40,1000,800 - 1000,76.7 55.0,2210RL_006,6,40,5,1,34.87891833,-120.7845433,,
006_GEM_5_40m-1,0,1,2210RL_00640GEMCAP1,74,2,BAE01,202210,20221015,GEMCAP,1,CTD,40,1000,800 - 1000,76.7 55.0,2210RL_006,6,40,5,1,34.87891833,-120.7845433,,
006_GEM_5_40m-2,0,1,2210RL_00640GEMCAP1,74,3,BAE01,202210,20221015,GEMCAP,1,CTD,40,1000,800 - 1000,76.7 55.0,2210RL_006,6,40,5,1,34.87891833,-120.7845433,,
006_GEM_7_10m,0,1,2210RL_00610GEMCAP1,70,1,BAE02,202210,20221015,GEMCAP,1,CTD,10,1000,800 - 1000,76.7 55.0,2210RL_006,6,10,7,1,34.87891833,-120.7845433,,
006_GEM_7_10m-1,0,1,2210RL_00610GEMCAP1,70,2,BAE01,202210,20221015,GEMCAP,1,CTD,10,1000,800 - 1000,76.7 55.0,2210RL_006,6,10,7,1,34.87891833,-120.7845433,,
006_GEM_7_10m-2,0,1,2210RL_00610GEMCAP1,70,3,BAE01,202210,20221015,GEMCAP,1,CTD,10,1000,800 - 1000,76.7 55.0,2210RL_006,6,10,7,1,34.87891833,-120.7845433,,
006_Win_4_100m_01,0,1,2210RL_006100RREAS1,67,1,BAE02,202210,20221015,RREAS,2,CTD,100,2000,1400 - 2000,76.7 55.0,2210RL_006,6,100,4,2,34.87891833,-120.7845433,,
006_Win_4_100m_01-1,0,1,2210RL_006100RREAS1,67,2,BAE01,202210,20221015,RREAS,2,CTD,100,2000,1400 - 2000,76.7 55.0,2210RL_006,6,100,4,2,34.87891833,-120.7845433,,
006_Win_4_100m_01-2,0,1,2210RL_006100RREAS1,67,3,BAE01,202210,20221015,RREAS,2,CTD,100,2000,1400 - 2000,76.7 55.0,2210RL_006,6,100,4,2,34.87891833,-120.7845433,,
