sample-id,mm_detect,Bio-rep,unique_biorep,uniqiue_biorep_numeric,Tech-rep,Pool,Cruise,Date_YYYYMMDD,Collection_method,Collection_method_numeric,Collection_device,Depth_m,Volume_filt_mL,Vol_filt_grp_mL,station,site,site.numeric,depth_m_ZG,bottle,volume_L_ZG,latitude,longitude,Ecological Notes,Processing Notes
006_Win_4_100m_02,0,2,2210RL_006100RREAS2,68,1,BAE01,202210,20221015,RREAS,2,CTD,100,2000,1400 - 2000,76.7 55.0,2210RL_006,6,100,4,2,34.87891833,-120.7845433,,
006_Win_4_100m_02-2,0,2,2210RL_006100RREAS2,68,2,BAE02,202210,20221015,RREAS,2,CTD,100,2000,1400 - 2000,76.7 55.0,2210RL_006,6,100,4,2,34.87891833,-120.7845433,,
006_Win_4_100m_02-3,0,2,2210RL_006100RREAS2,68,3,BAE02,202210,20221015,RREAS,2,CTD,100,2000,1400 - 2000,76.7 55.0,2210RL_006,6,100,4,2,34.87891833,-120.7845433,,
006_Win_4_100m_03,0,3,2210RL_006100RREAS3,69,1,BAE01,202210,20221015,RREAS,2,CTD,100,2000,1400 - 2000,76.7 55.0,2210RL_006,6,100,4,2,34.87891833,-120.7845433,,
006_Win_4_100m_03-2,0,3,2210RL_006100RREAS3,69,2,BAE02,202210,20221015,RREAS,2,CTD,100,2000,1400 - 2000,76.7 55.0,2210RL_006,6,100,4,2,34.87891833,-120.7845433,,
006_Win_4_100m_03-3,1,3,2210RL_006100RREAS3,69,3,BAE02,202210,20221015,RREAS,2,CTD,100,2000,1400 - 2000,76.7 55.0,2210RL_006,6,100,4,2,34.87891833,-120.7845433,,
006_Win_6_40m_01,0,1,2210RL_00640RREAS1,75,1,BAE02,202210,20221015,RREAS,2,CTD,40,2000,1400 - 2000,76.7 55.0,2210RL_006,6,40,6,2,34.87891833,-120.7845433,,
006_Win_6_40m_01-1,0,1,2210RL_00640RREAS1,75,2,BAE01,202210,20221015,RREAS,2,CTD,40,2000,1400 - 2000,76.7 55.0,2210RL_006,6,40,6,2,34.87891833,-120.7845433,,
006_Win_6_40m_01-2,0,1,2210RL_00640RREAS1,75,3,BAE01,202210,20221015,RREAS,2,CTD,40,2000,1400 - 2000,76.7 55.0,2210RL_006,6,40,6,2,34.87891833,-120.7845433,,
006_Win_6_40m_02,0,2,2210RL_00640RREAS2,76,1,BAE01,202210,20221015,RREAS,2,CTD,40,2000,1400 - 2000,76.7 55.0,2210RL_006,6,40,6,2,34.87891833,-120.7845433,,
006_Win_6_40m_02-2,0,2,2210RL_00640RREAS2,76,2,BAE02,202210,20221015,RREAS,2,CTD,40,2000,1400 - 2000,76.7 55.0,2210RL_006,6,40,6,2,34.87891833,-120.7845433,,
006_Win_6_40m_02-3,0,2,2210RL_00640RREAS2,76,3,BAE02,202210,20221015,RREAS,2,CTD,40,2000,1400 - 2000,76.7 55.0,2210RL_006,6,40,6,2,34.87891833,-120.7845433,,
006_Win_6_40m_03,0,3,2210RL_00640RREAS3,77,1,BAE01,202210,20221015,RREAS,2,CTD,40,2000,1400 - 2000,76.7 55.0,2210RL_006,6,40,6,2,34.87891833,-120.7845433,,
006_Win_6_40m_03-2,0,3,2210RL_00640RREAS3,77,2,BAE02,202210,20221015,RREAS,2,CTD,40,2000,1400 - 2000,76.7 55.0,2210RL_006,6,40,6,2,34.87891833,-120.7845433,,
006_Win_6_40m_03-3,0,3,2210RL_00640RREAS3,77,3,BAE02,202210,20221015,RREAS,2,CTD,40,2000,1400 - 2000,76.7 55.0,2210RL_006,6,40,6,2,34.87891833,-120.7845433,,
006_Win_8_10m_01,0,1,2210RL_00610RREAS1,71,1,BAE02,202210,20221015,RREAS,2,CTD,10,2000,1400 - 2000,76.7 55.0,2210RL_006,6,10,8,2,34.87891833,-120.7845433,,
006_Win_8_10m_01-2,0,1,2210RL_00610RREAS1,71,2,BAE01,202210,20221015,RREAS,2,CTD,10,2000,1400 - 2000,76.7 55.0,2210RL_006,6,10,8,2,34.87891833,-120.7845433,,
006_Win_8_10m_01-3,0,1,2210RL_00610RREAS1,71,3,BAE01,202210,20221015,RREAS,2,CTD,10,2000,1400 - 2000,76.7 55.0,2210RL_006,6,10,8,2,34.87891833,-120.7845433,,
006_Win_8_10m_02,0,3,2210RL_00610RREAS3,72,1,BAE01,202210,20221015,RREAS,2,CTD,10,2000,1400 - 2000,76.7 55.0,2210RL_006,6,10,8,2,34.87891833,-120.7845433,,
006_Win_8_10m_02-2,0,3,2210RL_00610RREAS3,72,2,BAE02,202210,20221015,RREAS,2,CTD,10,2000,1400 - 2000,76.7 55.0,2210RL_006,6,10,8,2,34.87891833,-120.7845433,,
006_Win_8_10m_02-3,0,3,2210RL_00610RREAS3,72,3,BAE02,202210,20221015,RREAS,2,CTD,10,2000,1400 - 2000,76.7 55.0,2210RL_006,6,10,8,2,34.87891833,-120.7845433,,
006_Win_8_10m_03,0,3,2210RL_00610RREAS3,72,1,BAE01,202210,20221015,RREAS,2,CTD,10,2000,1400 - 2000,76.7 55.0,2210RL_006,6,10,8,2,34.87891833,-120.7845433,,
006_Win_8_10m_03-2,1,3,2210RL_00610RREAS3,72,2,BAE02,202210,20221015,RREAS,2,CTD,10,2000,1400 - 2000,76.7 55.0,2210RL_006,6,10,8,2,34.87891833,-120.7845433,,
006_Win_8_10m_03-3,0,3,2210RL_00610RREAS3,72,3,BAE02,202210,20221015,RREAS,2,CTD,10,2000,1400 - 2000,76.7 55.0,2210RL_006,6,10,8,2,34.87891833,-120.7845433,,
007_GEM_1_230m,0,1,2210RL_007230GEMCAP1,88,1,BAE02,202210,20221015,GEMCAP,1,CTD,230,1000,800 - 1000,76.7 51.0,2210RL_007,7,230,1,1,35.02221167,-119.0820317,,
007_GEM_1_230m-1,0,1,2210RL_007230GEMCAP1,88,2,BAE01,202210,20221015,GEMCAP,1,CTD,230,1000,800 - 1000,76.7 51.0,2210RL_007,7,230,1,1,35.02221167,-119.0820317,,
007_GEM_1_230m-2,0,1,2210RL_007230GEMCAP1,88,3,BAE01,202210,20221015,GEMCAP,1,CTD,230,1000,800 - 1000,76.7 51.0,2210RL_007,7,230,1,1,35.02221167,-119.0820317,,
007_GEM_2_170m-1,0,1,2210RL_007170GEMCAP1,87,2,BAE01,202210,20221015,GEMCAP,1,CTD,170,1000,800 - 1000,76.7 51.0,2210RL_007,7,170,2,1,35.02221167,-119.0820317,,
007_GEM_3_100m,0,1,2210RL_007100GEMCAP1,79,1,BAE02,202210,20221015,GEMCAP,1,CTD,100,1000,800 - 1000,76.7 51.0,2210RL_007,7,100,3,1,35.02221167,-119.0820317,,
007_GEM_3_100m-1,0,1,2210RL_007100GEMCAP1,79,2,BAE01,202210,20221015,GEMCAP,1,CTD,100,1000,800 - 1000,76.7 51.0,2210RL_007,7,100,3,1,35.02221167,-119.0820317,,
007_GEM_3_100m-2,0,1,2210RL_007100GEMCAP1,79,3,BAE01,202210,20221015,GEMCAP,1,CTD,100,1000,800 - 1000,76.7 51.0,2210RL_007,7,100,3,1,35.02221167,-119.0820317,,
007_GEM_5_40m,0,1,2210RL_00740GEMCAP1,89,1,BAE02,202210,20221015,GEMCAP,1,CTD,40,1000,800 - 1000,76.7 51.0,2210RL_007,7,40,5,1,35.02221167,-119.0820317,"smell of sewage on station, smell in lab, and on all following stations for the trip",
007_GEM_5_40m-1,0,1,2210RL_00740GEMCAP1,89,2,BAE01,202210,20221015,GEMCAP,1,CTD,40,1000,800 - 1000,76.7 51.0,2210RL_007,7,40,5,1,35.02221167,-119.0820317,"smell of sewage on station, smell in lab, and on all following stations for the trip",
007_GEM_5_40m-2,0,1,2210RL_00740GEMCAP1,89,3,BAE01,202210,20221015,GEMCAP,1,CTD,40,1000,800 - 1000,76.7 51.0,2210RL_007,7,40,5,1,35.02221167,-119.0820317,"smell of sewage on station, smell in lab, and on all following stations for the trip",
007_GEM_7_10m,0,1,2210RL_00710GEMCAP1,83,1,BAE02,202210,20221015,GEMCAP,1,CTD,10,1000,800 - 1000,76.7 51.0,2210RL_007,7,10,7,1,35.02221167,-119.0820317,"smell of sewage on station, smell in lab, and on all following stations for the trip",
007_GEM_7_10m-1,0,1,2210RL_00710GEMCAP1,83,2,BAE01,202210,20221015,GEMCAP,1,CTD,10,1000,800 - 1000,76.7 51.0,2210RL_007,7,10,7,1,35.02221167,-119.0820317,"smell of sewage on station, smell in lab, and on all following stations for the trip",
007_GEM_7_10m-2,0,1,2210RL_00710GEMCAP1,83,3,BAE01,202210,20221015,GEMCAP,1,CTD,10,1000,800 - 1000,76.7 51.0,2210RL_007,7,10,7,1,35.02221167,-119.0820317,"smell of sewage on station, smell in lab, and on all following stations for the trip",
007_Win_4_100m_01,0,1,2210RL_007100RREAS1,80,1,BAE02,202210,20221015,RREAS,2,CTD,100,2000,1400 - 2000,76.7 51.0,2210RL_007,7,100,4,2,35.02221167,-119.0820317,"smell of sewage on station, smell in lab, and on all following stations for the trip",
007_Win_4_100m_01-1,0,1,2210RL_007100RREAS1,80,2,BAE01,202210,20221015,RREAS,2,CTD,100,2000,1400 - 2000,76.7 51.0,2210RL_007,7,100,4,2,35.02221167,-119.0820317,"smell of sewage on station, smell in lab, and on all following stations for the trip",
007_Win_4_100m_01-2,0,1,2210RL_007100RREAS1,80,3,BAE01,202210,20221015,RREAS,2,CTD,100,2000,1400 - 2000,76.7 51.0,2210RL_007,7,100,4,2,35.02221167,-119.0820317,"smell of sewage on station, smell in lab, and on all following stations for the trip",
007_Win_4_100m_02,0,2,2210RL_007100RREAS2,81,1,BAE01,202210,20221015,RREAS,2,CTD,100,2000,1400 - 2000,76.7 51.0,2210RL_007,7,100,4,2,35.02221167,-119.0820317,"smell of sewage on station, smell in lab, and on all following stations for the trip",
007_Win_4_100m_02-2,0,2,2210RL_007100RREAS2,81,2,BAE02,202210,20221015,RREAS,2,CTD,100,2000,1400 - 2000,76.7 51.0,2210RL_007,7,100,4,2,35.02221167,-119.0820317,"smell of sewage on station, smell in lab, and on all following stations for the trip",
007_Win_4_100m_02-3,0,2,2210RL_007100RREAS2,81,3,BAE02,202210,20221015,RREAS,2,CTD,100,2000,1400 - 2000,76.7 51.0,2210RL_007,7,100,4,2,35.02221167,-119.0820317,"smell of sewage on station, smell in lab, and on all following stations for the trip",
007_Win_4_100m_03,0,3,2210RL_007100RREAS3,82,1,BAE01,202210,20221015,RREAS,2,CTD,100,1500,1400 - 2000,76.7 51.0,2210RL_007,7,100,4,1.5,35.02221167,-119.0820317,"smell of sewage on station, smell in lab, and on all following stations for the trip",
007_Win_4_100m_03-2,0,3,2210RL_007100RREAS3,82,2,BAE02,202210,20221015,RREAS,2,CTD,100,1500,1400 - 2000,76.7 51.0,2210RL_007,7,100,4,1.5,35.02221167,-119.0820317,"smell of sewage on station, smell in lab, and on all following stations for the trip",
007_Win_4_100m_03-3,0,3,2210RL_007100RREAS3,82,3,BAE02,202210,20221015,RREAS,2,CTD,100,1500,1400 - 2000,76.7 51.0,2210RL_007,7,100,4,1.5,35.02221167,-119.0820317,"smell of sewage on station, smell in lab, and on all following stations for the trip",
007_Win_6_41m_01,0,1,2210RL_00741RREAS1,90,1,BAE02,202210,20221015,RREAS,2,CTD,41,2000,1400 - 2000,76.7 51.0,2210RL_007,7,41,6,2,35.02221167,-119.0820317,"smell of sewage on station, smell in lab, and on all following stations for the trip",
007_Win_6_41m_01-1,1,1,2210RL_00741RREAS1,90,2,BAE01,202210,20221015,RREAS,2,CTD,41,2000,1400 - 2000,76.7 51.0,2210RL_007,7,41,6,2,35.02221167,-119.0820317,"smell of sewage on station, smell in lab, and on all following stations for the trip",
007_Win_6_41m_01-2,0,1,2210RL_00741RREAS1,90,3,BAE01,202210,20221015,RREAS,2,CTD,41,2000,1400 - 2000,76.7 51.0,2210RL_007,7,41,6,2,35.02221167,-119.0820317,"smell of sewage on station, smell in lab, and on all following stations for the trip",
007_Win_6_41m_02,0,2,2210RL_00741RREAS2,91,1,BAE01,202210,20221015,RREAS,2,CTD,41,2000,1400 - 2000,76.7 51.0,2210RL_007,7,41,6,2,35.02221167,-119.0820317,"smell of sewage on station, smell in lab, and on all following stations for the trip",
007_Win_6_41m_02-2,0,2,2210RL_00741RREAS2,91,2,BAE02,202210,20221015,RREAS,2,CTD,41,2000,1400 - 2000,76.7 51.0,2210RL_007,7,41,6,2,35.02221167,-119.0820317,"smell of sewage on station, smell in lab, and on all following stations for the trip",
007_Win_6_41m_02-3,0,2,2210RL_00741RREAS2,91,3,BAE02,202210,20221015,RREAS,2,CTD,41,2000,1400 - 2000,76.7 51.0,2210RL_007,7,41,6,2,35.02221167,-119.0820317,"smell of sewage on station, smell in lab, and on all following stations for the trip",
007_Win_6_41m_03,0,3,2210RL_00741RREAS3,92,1,BAE01,202210,20221015,RREAS,2,CTD,41,2000,1400 - 2000,76.7 51.0,2210RL_007,7,41,6,2,35.02221167,-119.0820317,"smell of sewage on station, smell in lab, and on all following stations for the trip",
007_Win_6_41m_03-2,0,3,2210RL_00741RREAS3,92,2,BAE02,202210,20221015,RREAS,2,CTD,41,2000,1400 - 2000,76.7 51.0,2210RL_007,7,41,6,2,35.02221167,-119.0820317,"smell of sewage on station, smell in lab, and on all following stations for the trip",
007_Win_6_41m_03-3,0,3,2210RL_00741RREAS3,92,3,BAE02,202210,20221015,RREAS,2,CTD,41,2000,1400 - 2000,76.7 51.0,2210RL_007,7,41,6,2,35.02221167,-119.0820317,"smell of sewage on station, smell in lab, and on all following stations for the trip",
007_Win_8_10m_01,0,1,2210RL_00710RREAS1,84,1,BAE02,202210,20221015,RREAS,2,CTD,10,2000,1400 - 2000,76.7 51.0,2210RL_007,7,10,8,2,35.02221167,-119.0820317,"smell of sewage on station, smell in lab, and on all following stations for the trip",
007_Win_8_10m_01-1,0,1,2210RL_00710RREAS1,84,2,BAE01,202210,20221015,RREAS,2,CTD,10,2000,1400 - 2000,76.7 51.0,2210RL_007,7,10,8,2,35.02221167,-119.0820317,"smell of sewage on station, smell in lab, and on all following stations for the trip",
007_Win_8_10m_01-2,1,1,2210RL_00710RREAS1,84,3,BAE01,202210,20221015,RREAS,2,CTD,10,2000,1400 - 2000,76.7 51.0,2210RL_007,7,10,8,2,35.02221167,-119.0820317,"smell of sewage on station, smell in lab, and on all following stations for the trip",
007_Win_8_10m_02,0,2,2210RL_00710RREAS2,85,1,BAE01,202210,20221015,RREAS,2,CTD,10,2000,1400 - 2000,76.7 51.0,2210RL_007,7,10,8,2,35.02221167,-119.0820317,"smell of sewage on station, smell in lab, and on all following stations for the trip",
007_Win_8_10m_02-2,0,2,2210RL_00710RREAS2,85,2,BAE02,202210,20221015,RREAS,2,CTD,10,2000,1400 - 2000,76.7 51.0,2210RL_007,7,10,8,2,35.02221167,-119.0820317,"smell of sewage on station, smell in lab, and on all following stations for the trip",
007_Win_8_10m_02-3,0,2,2210RL_00710RREAS2,85,3,BAE02,202210,20221015,RREAS,2,CTD,10,2000,1400 - 2000,76.7 51.0,2210RL_007,7,10,8,2,35.02221167,-119.0820317,"smell of sewage on station, smell in lab, and on all following stations for the trip",
007_Win_8_10m_03,1,3,2210RL_00710RREAS3,86,1,BAE01,202210,20221015,RREAS,2,CTD,10,2000,1400 - 2000,76.7 51.0,2210RL_007,7,10,8,2,35.02221167,-119.0820317,"smell of sewage on station, smell in lab, and on all following stations for the trip",
007_Win_8_10m_03-2,1,3,2210RL_00710RREAS3,86,2,BAE02,202210,20221015,RREAS,2,CTD,10,2000,1400 - 2000,76.7 51.0,2210RL_007,7,10,8,2,35.02221167,-119.0820317,"smell of sewage on station, smell in lab, and on all following stations for the trip",
007_Win_8_10m_03-3,0,3,2210RL_00710RREAS3,86,3,BAE02,202210,20221015,RREAS,2,CTD,10,2000,1400 - 2000,76.7 51.0,2210RL_007,7,10,8,2,35.02221167,-119.0820317,"smell of sewage on station, smell in lab, and on all following stations for the trip",
008_GEM_1_70m,0,1,2210RL_00870GEMCAP1,95,1,BAE02,202210,20221015,GEMCAP,1,CTD,70,1000,800 - 1000,76.7 49.0,2210RL_008,8,70,1,1,35.08164,-119.2044617,,
008_GEM_1_70m-1,0,1,2210RL_00870GEMCAP1,95,2,BAE01,202210,20221015,GEMCAP,1,CTD,70,1000,800 - 1000,76.7 49.0,2210RL_008,8,70,1,1,35.08164,-119.2044617,,
008_GEM_1_70m-2,0,1,2210RL_00870GEMCAP1,95,3,BAE01,202210,20221015,GEMCAP,1,CTD,70,1000,800 - 1000,76.7 49.0,2210RL_008,8,70,1,1,35.08164,-119.2044617,,
008_GEM_2_15m,0,1,2210RL_00815GEMCAP1,93,1,BAE02,202210,20221015,GEMCAP,1,CTD,15,1000,800 - 1000,76.7 49.0,2210RL_008,8,15,2,1,35.08164,-119.2044617,,
008_GEM_2_15m-1,0,1,2210RL_00815GEMCAP1,93,2,BAE01,202210,20221015,GEMCAP,1,CTD,15,1000,800 - 1000,76.7 49.0,2210RL_008,8,15,2,1,35.08164,-119.2044617,,
008_GEM_2_15m-2,0,1,2210RL_00815GEMCAP1,93,3,BAE01,202210,20221015,GEMCAP,1,CTD,15,1000,800 - 1000,76.7 49.0,2210RL_008,8,15,2,1,35.08164,-119.2044617,,
008_GEM_3_5m-1,0,1,2210RL_0085GEMCAP1,94,2,BAE01,202210,20221015,GEMCAP,1,CTD,5,1000,800 - 1000,76.7 49.0,2210RL_008,8,5,3,1,35.08164,-119.2044617,,
009_GEM_1_515m,0,1,2210RL_009515GEMCAP1,109,1,BAE02,202210,20221016,GEMCAP,1,CTD,515,1000,800 - 1000,73.3 60.0,2210RL_009,9,515,1,1,35.30843167,-120.0413667,,
009_GEM_1_515m-1,0,1,2210RL_009515GEMCAP1,109,2,BAE01,202210,20221016,GEMCAP,1,CTD,515,1000,800 - 1000,73.3 60.0,2210RL_009,9,515,1,1,35.30843167,-120.0413667,,
009_GEM_1_515m-2,0,1,2210RL_009515GEMCAP1,109,3,BAE01,202210,20221016,GEMCAP,1,CTD,515,1000,800 - 1000,73.3 60.0,2210RL_009,9,515,1,1,35.30843167,-120.0413667,,
009_GEM_2_170m,0,1,2210RL_009170GEMCAP1,104,1,BAE02,202210,20221016,GEMCAP,1,CTD,170,1000,800 - 1000,73.3 60.0,2210RL_009,9,170,2,1,35.30843167,-120.0413667,,
009_GEM_2_170m-1,0,1,2210RL_009170GEMCAP1,104,2,BAE01,202210,20221016,GEMCAP,1,CTD,170,1000,800 - 1000,73.3 60.0,2210RL_009,9,170,2,1,35.30843167,-120.0413667,,
009_GEM_2_170m-2,0,1,2210RL_009170GEMCAP1,104,3,BAE01,202210,20221016,GEMCAP,1,CTD,170,1000,800 - 1000,73.3 60.0,2210RL_009,9,170,2,1,35.30843167,-120.0413667,,
009_GEM_3_100m,0,1,2210RL_009100GEMCAP1,96,1,BAE02,202210,20221016,GEMCAP,1,CTD,100,1000,800 - 1000,73.3 60.0,2210RL_009,9,100,3,1,35.30843167,-120.0413667,,
009_GEM_3_100m-1,0,1,2210RL_009100GEMCAP1,96,2,BAE01,202210,20221016,GEMCAP,1,CTD,100,1000,800 - 1000,73.3 60.0,2210RL_009,9,100,3,1,35.30843167,-120.0413667,,
009_GEM_3_100m-2,0,1,2210RL_009100GEMCAP1,96,3,BAE01,202210,20221016,GEMCAP,1,CTD,100,1000,800 - 1000,73.3 60.0,2210RL_009,9,100,3,1,35.30843167,-120.0413667,,
009_GEM_5_Chlamax_20m,0,1,2210RL_00920GEMCAP1,105,1,BAE02,202210,20221016,GEMCAP,1,CTD,20,1000,800 - 1000,73.3 60.0,2210RL_009,9,20,5,1,35.30843167,-120.0413667,,
009_GEM_5_Chlamax_20m-1,0,1,2210RL_00920GEMCAP1,105,2,BAE01,202210,20221016,GEMCAP,1,CTD,20,1000,800 - 1000,73.3 60.0,2210RL_009,9,20,5,1,35.30843167,-120.0413667,,
009_GEM_5_Chlamax_20m-2,0,1,2210RL_00920GEMCAP1,105,3,BAE01,202210,20221016,GEMCAP,1,CTD,20,1000,800 - 1000,73.3 60.0,2210RL_009,9,20,5,1,35.30843167,-120.0413667,,
009_GEM_7_10m,0,1,2210RL_00910GEMCAP1,100,1,BAE02,202210,20221016,GEMCAP,1,CTD,10,1000,800 - 1000,73.3 60.0,2210RL_009,9,10,7,1,35.30843167,-120.0413667,,
009_GEM_7_10m-1,0,1,2210RL_00910GEMCAP1,100,2,BAE01,202210,20221016,GEMCAP,1,CTD,10,1000,800 - 1000,73.3 60.0,2210RL_009,9,10,7,1,35.30843167,-120.0413667,,
009_GEM_7_10m-2,0,1,2210RL_00910GEMCAP1,100,3,BAE01,202210,20221016,GEMCAP,1,CTD,10,1000,800 - 1000,73.3 60.0,2210RL_009,9,10,7,1,35.30843167,-120.0413667,,
009_Win_4_100m_01,0,1,2210RL_009100RREAS1,97,1,BAE02,202210,20221016,RREAS,2,CTD,100,2000,1400 - 2000,73.3 60.0,2210RL_009,9,100,4,2,35.30843167,-120.0413667,,
009_Win_4_100m_01-1,0,1,2210RL_009100RREAS1,97,2,BAE01,202210,20221016,RREAS,2,CTD,100,2000,1400 - 2000,73.3 60.0,2210RL_009,9,100,4,2,35.30843167,-120.0413667,,
009_Win_4_100m_01-2,0,1,2210RL_009100RREAS1,97,3,BAE01,202210,20221016,RREAS,2,CTD,100,2000,1400 - 2000,73.3 60.0,2210RL_009,9,100,4,2,35.30843167,-120.0413667,,
009_Win_4_100m_02,0,2,2210RL_009100RREAS2,98,1,BAE01,202210,20221016,RREAS,2,CTD,100,2000,1400 - 2000,73.3 60.0,2210RL_009,9,100,4,2,35.30843167,-120.0413667,,
009_Win_4_100m_02-2,0,2,2210RL_009100RREAS2,98,2,BAE02,202210,20221016,RREAS,2,CTD,100,2000,1400 - 2000,73.3 60.0,2210RL_009,9,100,4,2,35.30843167,-120.0413667,,
009_Win_4_100m_02-3,0,2,2210RL_009100RREAS2,98,3,BAE02,202210,20221016,RREAS,2,CTD,100,2000,1400 - 2000,73.3 60.0,2210RL_009,9,100,4,2,35.30843167,-120.0413667,,
009_Win_4_100m_03,0,3,2210RL_009100RREAS3,99,1,BAE01,202210,20221016,RREAS,2,CTD,100,2000,1400 - 2000,73.3 60.0,2210RL_009,9,100,4,2,35.30843167,-120.0413667,,
009_Win_4_100m_03-2,0,3,2210RL_009100RREAS3,99,2,BAE02,202210,20221016,RREAS,2,CTD,100,2000,1400 - 2000,73.3 60.0,2210RL_009,9,100,4,2,35.30843167,-120.0413667,,
009_Win_4_100m_03-3,0,3,2210RL_009100RREAS3,99,3,BAE02,202210,20221016,RREAS,2,CTD,100,2000,1400 - 2000,73.3 60.0,2210RL_009,9,100,4,2,35.30843167,-120.0413667,,
009_Win_6_Chlamax_20m_01,0,1,2210RL_00920RREAS1,106,1,BAE02,202210,20221016,RREAS,2,CTD,20,2000,1400 - 2000,73.3 60.0,2210RL_009,9,20,6,2,35.30843167,-120.0413667,,
009_Win_6_Chlamax_20m_01-1,0,1,2210RL_00920RREAS1,106,2,BAE01,202210,20221016,RREAS,2,CTD,20,2000,1400 - 2000,73.3 60.0,2210RL_009,9,20,6,2,35.30843167,-120.0413667,,
009_Win_6_Chlamax_20m_01-2,0,1,2210RL_00920RREAS1,106,3,BAE01,202210,20221016,RREAS,2,CTD,20,2000,1400 - 2000,73.3 60.0,2210RL_009,9,20,6,2,35.30843167,-120.0413667,,
009_Win_6_Chlamax_20m_02,0,2,2210RL_00920RREAS2,107,1,BAE01,202210,20221016,RREAS,2,CTD,20,2000,1400 - 2000,73.3 60.0,2210RL_009,9,20,6,2,35.30843167,-120.0413667,,
009_Win_6_Chlamax_20m_02-2,0,2,2210RL_00920RREAS2,107,2,BAE02,202210,20221016,RREAS,2,CTD,20,2000,1400 - 2000,73.3 60.0,2210RL_009,9,20,6,2,35.30843167,-120.0413667,,
009_Win_6_Chlamax_20m_02-3,0,2,2210RL_00920RREAS2,107,3,BAE02,202210,20221016,RREAS,2,CTD,20,2000,1400 - 2000,73.3 60.0,2210RL_009,9,20,6,2,35.30843167,-120.0413667,,
009_Win_6_Chlamax_20m_03,0,3,2210RL_00920RREAS3,108,1,BAE01,202210,20221016,RREAS,2,CTD,20,2000,1400 - 2000,73.3 60.0,2210RL_009,9,20,6,2,35.30843167,-120.0413667,,
009_Win_6_Chlamax_20m_03-2,0,3,2210RL_00920RREAS3,108,2,BAE02,202210,20221016,RREAS,2,CTD,20,2000,1400 - 2000,73.3 60.0,2210RL_009,9,20,6,2,35.30843167,-120.0413667,,
009_Win_6_Chlamax_20m_03-3,0,3,2210RL_00920RREAS3,108,3,BAE02,202210,20221016,RREAS,2,CTD,20,2000,1400 - 2000,73.3 60.0,2210RL_009,9,20,6,2,35.30843167,-120.0413667,,
009_Win_8_10m_01,0,1,2210RL_00910RREAS1,101,1,BAE02,202210,20221016,RREAS,2,CTD,10,2000,1400 - 2000,73.3 60.0,2210RL_009,9,10,8,2,35.30843167,-120.0413667,,
009_Win_8_10m_01-1,0,1,2210RL_00910RREAS1,101,2,BAE01,202210,20221016,RREAS,2,CTD,10,2000,1400 - 2000,73.3 60.0,2210RL_009,9,10,8,2,35.30843167,-120.0413667,,
009_Win_8_10m_01-2,0,1,2210RL_00910RREAS1,101,3,BAE01,202210,20221016,RREAS,2,CTD,10,2000,1400 - 2000,73.3 60.0,2210RL_009,9,10,8,2,35.30843167,-120.0413667,,
009_Win_8_10m_02,0,2,2210RL_00910RREAS2,102,1,BAE01,202210,20221016,RREAS,2,CTD,10,2000,1400 - 2000,73.3 60.0,2210RL_009,9,10,8,2,35.30843167,-120.0413667,,
009_Win_8_10m_02-2,0,2,2210RL_00910RREAS2,102,2,BAE02,202210,20221016,RREAS,2,CTD,10,2000,1400 - 2000,73.3 60.0,2210RL_009,9,10,8,2,35.30843167,-120.0413667,,
009_Win_8_10m_02-3,1,2,2210RL_00910RREAS2,102,3,BAE02,202210,20221016,RREAS,2,CTD,10,2000,1400 - 2000,73.3 60.0,2210RL_009,9,10,8,2,35.30843167,-120.0413667,,
009_Win_8_10m_03,0,3,2210RL_00910RREAS3,103,1,BAE01,202210,20221016,RREAS,2,CTD,10,2000,1400 - 2000,73.3 60.0,2210RL_009,9,10,8,2,35.30843167,-120.0413667,,
009_Win_8_10m_03-2,0,3,2210RL_00910RREAS3,103,2,BAE02,202210,20221016,RREAS,2,CTD,10,2000,1400 - 2000,73.3 60.0,2210RL_009,9,10,8,2,35.30843167,-120.0413667,,
009_Win_8_10m_03-3,0,3,2210RL_00910RREAS3,103,3,BAE02,202210,20221016,RREAS,2,CTD,10,2000,1400 - 2000,73.3 60.0,2210RL_009,9,10,8,2,35.30843167,-120.0413667,,
010_GEM_1_515m,0,1,2210RL_010515GEMCAP1,123,1,BAE01,202210,20221016,GEMCAP,1,CTD,515,2000,1400 - 2000,73.3 55.0,2210RL_010,10,515,1,2,35.48039167,-120.38518,,
010_GEM_1_515m-2,0,1,2210RL_010515GEMCAP1,123,2,BAE02,202210,20221016,GEMCAP,1,CTD,515,2000,1400 - 2000,73.3 55.0,2210RL_010,10,515,1,2,35.48039167,-120.38518,,
010_GEM_1_515m-3,0,1,2210RL_010515GEMCAP1,123,3,BAE02,202210,20221016,GEMCAP,1,CTD,515,2000,1400 - 2000,73.3 55.0,2210RL_010,10,515,1,2,35.48039167,-120.38518,,
010_GEM_2_170m,0,1,2210RL_010170GEMCAP1,118,1,BAE01,202210,20221016,GEMCAP,1,CTD,170,2000,1400 - 2000,73.3 55.0,2210RL_010,10,170,2,2,35.48039167,-120.38518,,
010_GEM_2_170m-2,0,1,2210RL_010170GEMCAP1,118,2,BAE02,202210,20221016,GEMCAP,1,CTD,170,2000,1400 - 2000,73.3 55.0,2210RL_010,10,170,2,2,35.48039167,-120.38518,,
