sample-id,delphinidae_all,other_mm_all,mm_any_all,delphinus_tot_reads,Bio-rep,unique_biorep_numeric,Tech-rep,Pool,Cruise,Date_YYYYMMDD,Primer,Primer_numeric,Collection_method,Collection_method_numeric,Collection_device,Collection_device_numeric,Depth_m,Volume_filt_mL,Vol_filt_grp_mL,station,site,site.numeric,bottle,latitude,longitude,Ecological Notes,Processing Notes
012_Win_4_10m_02-2,0,0,0,0,2,140,2,BAE02,202210,20221016,DL,1,RREAS,2,CTD,1,10,2000,1400 - 2000,73.3 50.0,2210RL_012,12,4,35.63402167,-120.7119117,,
012_Win_4_10m_02-3,0,0,0,0,2,140,3,BAE02,202210,20221016,DL,1,RREAS,2,CTD,1,10,2000,1400 - 2000,73.3 50.0,2210RL_012,12,4,35.63402167,-120.7119117,,
012_Win_4_10m_03,0,0,0,0,3,141,1,BAE01,202210,20221016,DL,1,RREAS,2,CTD,1,10,2000,1400 - 2000,73.3 50.0,2210RL_012,12,4,35.63402167,-120.7119117,,
012_Win_4_10m_03-2,0,0,0,0,3,141,2,BAE02,202210,20221016,DL,1,RREAS,2,CTD,1,10,2000,1400 - 2000,73.3 50.0,2210RL_012,12,4,35.63402167,-120.7119117,,
012_Win_4_10m_03-3,0,0,0,0,3,141,3,BAE02,202210,20221016,DL,1,RREAS,2,CTD,1,10,2000,1400 - 2000,73.3 50.0,2210RL_012,12,4,35.63402167,-120.7119117,,
012_GEM_1_60m,0,0,0,0,1,142,1,BAE01,202210,20221016,DL,1,GEMCAP,1,CTD,1,60,1000,800 - 1000,73.3 50.0,2210RL_012,12,1,35.63402167,-120.7119117,,
012_GEM_1_60m-2,0,1,1,0,1,142,2,BAE02,202210,20221016,DL,1,GEMCAP,1,CTD,1,60,1000,800 - 1000,73.3 50.0,2210RL_012,12,1,35.63402167,-120.7119117,,
012_GEM_1_60m-3,0,0,0,0,1,142,3,BAE02,202210,20221016,DL,1,GEMCAP,1,CTD,1,60,1000,800 - 1000,73.3 50.0,2210RL_012,12,1,35.63402167,-120.7119117,,
012_Win_2_60m_01,0,0,0,0,1,143,1,BAE02,202210,20221016,DL,1,RREAS,2,CTD,1,60,2000,1400 - 2000,73.3 50.0,2210RL_012,12,2,35.63402167,-120.7119117,,
012_Win_2_60m_01-1,0,0,0,0,1,143,2,BAE01,202210,20221016,DL,1,RREAS,2,CTD,1,60,2000,1400 - 2000,73.3 50.0,2210RL_012,12,2,35.63402167,-120.7119117,,
012_Win_2_60m_01-2,0,0,0,0,1,143,3,BAE01,202210,20221016,DL,1,RREAS,2,CTD,1,60,2000,1400 - 2000,73.3 50.0,2210RL_012,12,2,35.63402167,-120.7119117,,
012_Win_2_60m_02,0,0,0,0,2,144,1,BAE01,202210,20221016,DL,1,RREAS,2,CTD,1,60,2000,1400 - 2000,73.3 50.0,2210RL_012,12,2,35.63402167,-120.7119117,,
012_Win_2_60m_02-3,0,0,0,0,2,144,2,BAE02,202210,20221016,DL,1,RREAS,2,CTD,1,60,2000,1400 - 2000,73.3 50.0,2210RL_012,12,2,35.63402167,-120.7119117,,
012_Win_2_60m_03,0,0,0,0,3,145,1,BAE01,202210,20221016,DL,1,RREAS,2,CTD,1,60,2000,1400 - 2000,73.3 50.0,2210RL_012,12,2,35.63402167,-120.7119117,,"filter touched the metal table, potentially contaminated"
012_Win_2_60m_03-2,0,0,0,0,3,145,2,BAE02,202210,20221016,DL,1,RREAS,2,CTD,1,60,2000,1400 - 2000,73.3 50.0,2210RL_012,12,2,35.63402167,-120.7119117,,
012_Win_2_60m_03-3,0,0,0,0,3,145,3,BAE02,202210,20221016,DL,1,RREAS,2,CTD,1,60,2000,1400 - 2000,73.3 50.0,2210RL_012,12,2,35.63402167,-120.7119117,,
011_GEM_7_10m,0,0,0,0,1,128,1,BAE01,202210,20221016,DL,1,GEMCAP,1,CTD,1,10,1000,800 - 1000,73.3 52.1,2210RL_011,11,7,35.57421833,-120.5827717,,
011_GEM_7_10m-2,0,0,0,0,1,128,2,BAE02,202210,20221016,DL,1,GEMCAP,1,CTD,1,10,1000,800 - 1000,73.3 52.1,2210RL_011,11,7,35.57421833,-120.5827717,,
011_GEM_7_10m-3,0,0,0,0,1,128,3,BAE02,202210,20221016,DL,1,GEMCAP,1,CTD,1,10,1000,800 - 1000,73.3 52.1,2210RL_011,11,7,35.57421833,-120.5827717,,
011_Win_8_10m_01,0,0,0,0,1,129,1,BAE02,202210,20221016,DL,1,RREAS,2,CTD,1,10,2000,1400 - 2000,73.3 52.1,2210RL_011,11,8,35.57421833,-120.5827717,,
011_Win_8_10m_01-1,0,0,0,0,1,129,2,BAE01,202210,20221016,DL,1,RREAS,2,CTD,1,10,2000,1400 - 2000,73.3 52.1,2210RL_011,11,8,35.57421833,-120.5827717,,
011_Win_8_10m_01-2,0,0,0,0,1,129,3,BAE01,202210,20221016,DL,1,RREAS,2,CTD,1,10,2000,1400 - 2000,73.3 52.1,2210RL_011,11,8,35.57421833,-120.5827717,,
011_Win_8_10m_02,0,0,0,0,2,130,1,BAE01,202210,20221016,DL,1,RREAS,2,CTD,1,10,2000,1400 - 2000,73.3 52.1,2210RL_011,11,8,35.57421833,-120.5827717,,
011_Win_8_10m_02-2,0,0,0,0,2,130,2,BAE02,202210,20221016,DL,1,RREAS,2,CTD,1,10,2000,1400 - 2000,73.3 52.1,2210RL_011,11,8,35.57421833,-120.5827717,,
011_Win_8_10m_02-3,0,0,0,0,2,130,3,BAE02,202210,20221016,DL,1,RREAS,2,CTD,1,10,2000,1400 - 2000,73.3 52.1,2210RL_011,11,8,35.57421833,-120.5827717,,
011_Win_8_10m_03,0,0,0,0,3,131,1,BAE01,202210,20221016,DL,1,RREAS,2,CTD,1,10,2000,1400 - 2000,73.3 52.1,2210RL_011,11,8,35.57421833,-120.5827717,,
011_Win_8_10m_03-2,0,0,0,0,3,131,2,BAE02,202210,20221016,DL,1,RREAS,2,CTD,1,10,2000,1400 - 2000,73.3 52.1,2210RL_011,11,8,35.57421833,-120.5827717,,
011_Win_8_10m_03-3,0,0,0,0,3,131,3,BAE02,202210,20221016,DL,1,RREAS,2,CTD,1,10,2000,1400 - 2000,73.3 52.1,2210RL_011,11,8,35.57421833,-120.5827717,,
011_GEM_5_Chlamax_18m,0,0,0,0,1,133,1,BAE01,202210,20221016,DL,1,GEMCAP,1,CTD,1,18,1000,800 - 1000,73.3 52.1,2210RL_011,11,5,35.57421833,-120.5827717,,
011_GEM_5_Chlamax_18m-2,0,0,0,0,1,133,2,BAE02,202210,20221016,DL,1,GEMCAP,1,CTD,1,18,1000,800 - 1000,73.3 52.1,2210RL_011,11,5,35.57421833,-120.5827717,,
011_GEM_5_Chlamax_18m-3,0,0,0,0,1,133,3,BAE02,202210,20221016,DL,1,GEMCAP,1,CTD,1,18,1000,800 - 1000,73.3 52.1,2210RL_011,11,5,35.57421833,-120.5827717,,
011_Win_6_Chlamax_18m_01,0,0,0,0,1,134,1,BAE02,202210,20221016,DL,1,RREAS,2,CTD,1,18,2000,1400 - 2000,73.3 52.1,2210RL_011,11,6,35.57421833,-120.5827717,,
011_Win_6_Chlamax_18m_01-1,0,0,0,0,1,134,2,BAE01,202210,20221016,DL,1,RREAS,2,CTD,1,18,2000,1400 - 2000,73.3 52.1,2210RL_011,11,6,35.57421833,-120.5827717,,
011_Win_6_Chlamax_18m_01-2,0,0,0,0,1,134,3,BAE01,202210,20221016,DL,1,RREAS,2,CTD,1,18,2000,1400 - 2000,73.3 52.1,2210RL_011,11,6,35.57421833,-120.5827717,,
011_Win_6_Chlamax_18m_02,0,0,0,0,2,135,1,BAE01,202210,20221016,DL,1,RREAS,2,CTD,1,18,2000,1400 - 2000,73.3 52.1,2210RL_011,11,6,35.57421833,-120.5827717,,
011_Win_6_Chlamax_18m_02-2,0,0,0,0,2,135,2,BAE02,202210,20221016,DL,1,RREAS,2,CTD,1,18,2000,1400 - 2000,73.3 52.1,2210RL_011,11,6,35.57421833,-120.5827717,,
011_Win_6_Chlamax_18m_02-3,0,0,0,0,2,135,3,BAE02,202210,20221016,DL,1,RREAS,2,CTD,1,18,2000,1400 - 2000,73.3 52.1,2210RL_011,11,6,35.57421833,-120.5827717,,
011_Win_6_Chlamax_18m_03,0,0,0,0,3,136,1,BAE01,202210,20221016,DL,1,RREAS,2,CTD,1,18,2000,1400 - 2000,73.3 52.1,2210RL_011,11,6,35.57421833,-120.5827717,,
011_Win_6_Chlamax_18m_03-2,0,0,0,0,3,136,2,BAE02,202210,20221016,DL,1,RREAS,2,CTD,1,18,2000,1400 - 2000,73.3 52.1,2210RL_011,11,6,35.57421833,-120.5827717,,
011_Win_6_Chlamax_18m_03-3,0,0,0,0,3,136,3,BAE02,202210,20221016,DL,1,RREAS,2,CTD,1,18,2000,1400 - 2000,73.3 52.1,2210RL_011,11,6,35.57421833,-120.5827717,,
011_GEM_3_100m,0,0,0,0,1,124,1,BAE01,202210,20221016,DL,1,GEMCAP,1,CTD,1,100,1000,800 - 1000,73.3 52.1,2210RL_011,11,3,35.57421833,-120.5827717,,
011_GEM_3_100m-2,0,0,0,0,1,124,2,BAE02,202210,20221016,DL,1,GEMCAP,1,CTD,1,100,1000,800 - 1000,73.3 52.1,2210RL_011,11,3,35.57421833,-120.5827717,,
011_GEM_3_100m-3,0,0,0,0,1,124,3,BAE02,202210,20221016,DL,1,GEMCAP,1,CTD,1,100,1000,800 - 1000,73.3 52.1,2210RL_011,11,3,35.57421833,-120.5827717,,
011_Win_4_100m_01,0,0,0,0,1,125,1,BAE02,202210,20221016,DL,1,RREAS,2,CTD,1,100,2000,1400 - 2000,73.3 52.1,2210RL_011,11,4,35.57421833,-120.5827717,,
011_Win_4_100m_01-1,0,0,0,0,1,125,2,BAE01,202210,20221016,DL,1,RREAS,2,CTD,1,100,2000,1400 - 2000,73.3 52.1,2210RL_011,11,4,35.57421833,-120.5827717,,
011_Win_4_100m_01-2,0,0,0,0,1,125,3,BAE01,202210,20221016,DL,1,RREAS,2,CTD,1,100,2000,1400 - 2000,73.3 52.1,2210RL_011,11,4,35.57421833,-120.5827717,,
011_Win_4_100m_02,0,0,0,0,2,126,1,BAE01,202210,20221016,DL,1,RREAS,2,CTD,1,100,2000,1400 - 2000,73.3 52.1,2210RL_011,11,4,35.57421833,-120.5827717,,
011_Win_4_100m_02-2,0,0,0,0,2,126,2,BAE02,202210,20221016,DL,1,RREAS,2,CTD,1,100,2000,1400 - 2000,73.3 52.1,2210RL_011,11,4,35.57421833,-120.5827717,,
011_Win_4_100m_02-3,0,0,0,0,2,126,3,BAE02,202210,20221016,DL,1,RREAS,2,CTD,1,100,2000,1400 - 2000,73.3 52.1,2210RL_011,11,4,35.57421833,-120.5827717,,
011_Win_4_100m_03,0,0,0,0,3,127,1,BAE01,202210,20221016,DL,1,RREAS,2,CTD,1,100,1800,1400 - 2000,73.3 52.1,2210RL_011,11,4,35.57421833,-120.5827717,,
011_Win_4_100m_03-2,0,0,0,0,3,127,2,BAE02,202210,20221016,DL,1,RREAS,2,CTD,1,100,1800,1400 - 2000,73.3 52.1,2210RL_011,11,4,35.57421833,-120.5827717,,
011_Win_4_100m_03-3,0,0,0,0,3,127,3,BAE02,202210,20221016,DL,1,RREAS,2,CTD,1,100,1800,1400 - 2000,73.3 52.1,2210RL_011,11,4,35.57421833,-120.5827717,,
011_GEM_2_170m,0,0,0,0,1,132,1,BAE01,202210,20221016,DL,1,GEMCAP,1,CTD,1,170,1000,800 - 1000,73.3 52.1,2210RL_011,11,2,35.57421833,-120.5827717,,
011_GEM_2_170m-2,0,0,0,0,1,132,2,BAE02,202210,20221016,DL,1,GEMCAP,1,CTD,1,170,1000,800 - 1000,73.3 52.1,2210RL_011,11,2,35.57421833,-120.5827717,,
011_GEM_2_170m-3,0,0,0,0,1,132,3,BAE02,202210,20221016,DL,1,GEMCAP,1,CTD,1,170,1000,800 - 1000,73.3 52.1,2210RL_011,11,2,35.57421833,-120.5827717,,
011_GEM_1_515m,0,0,0,0,1,137,1,BAE01,202210,20221016,DL,1,GEMCAP,1,CTD,1,515,1000,800 - 1000,73.3 52.1,2210RL_011,11,1,35.57421833,-120.5827717,,
011_GEM_1_515m-2,0,0,0,0,1,137,2,BAE02,202210,20221016,DL,1,GEMCAP,1,CTD,1,515,1000,800 - 1000,73.3 52.1,2210RL_011,11,1,35.57421833,-120.5827717,,
011_GEM_1_515m-3,0,0,0,0,1,137,3,BAE02,202210,20221016,DL,1,GEMCAP,1,CTD,1,515,1000,800 - 1000,73.3 52.1,2210RL_011,11,1,35.57421833,-120.5827717,,
010_GEM_7_10m-3,0,0,0,0,1,114,3,BAE02,202210,20221016,DL,1,GEMCAP,1,CTD,1,10,2000,1400 - 2000,73.3 55.0,2210RL_010,10,7,35.48039167,-120.38518,,
010_Win_8_10m_01,0,0,0,0,1,115,1,BAE02,202210,20221016,DL,1,RREAS,2,CTD,1,10,2000,1400 - 2000,73.3 55.0,2210RL_010,10,8,35.48039167,-120.38518,,
010_Win_8_10m_01-1,0,0,0,0,1,115,2,BAE01,202210,20221016,DL,1,RREAS,2,CTD,1,10,2000,1400 - 2000,73.3 55.0,2210RL_010,10,8,35.48039167,-120.38518,,
010_Win_8_10m_01-2,0,0,0,0,1,115,3,BAE01,202210,20221016,DL,1,RREAS,2,CTD,1,10,2000,1400 - 2000,73.3 55.0,2210RL_010,10,8,35.48039167,-120.38518,,
010_Win_8_10m_02,0,0,0,0,2,116,1,BAE01,202210,20221016,DL,1,RREAS,2,CTD,1,10,2000,1400 - 2000,73.3 55.0,2210RL_010,10,8,35.48039167,-120.38518,,
010_Win_8_10m_02-2,0,0,0,0,2,116,2,BAE02,202210,20221016,DL,1,RREAS,2,CTD,1,10,2000,1400 - 2000,73.3 55.0,2210RL_010,10,8,35.48039167,-120.38518,,
010_Win_8_10m_02-3,0,0,0,0,2,116,3,BAE02,202210,20221016,DL,1,RREAS,2,CTD,1,10,2000,1400 - 2000,73.3 55.0,2210RL_010,10,8,35.48039167,-120.38518,,
010_Win_8_10m_03,0,0,0,0,3,117,1,BAE01,202210,20221016,DL,1,RREAS,2,CTD,1,10,2000,1400 - 2000,73.3 55.0,2210RL_010,10,8,35.48039167,-120.38518,,
010_Win_8_10m_03-2,0,0,0,0,3,117,2,BAE02,202210,20221016,DL,1,RREAS,2,CTD,1,10,2000,1400 - 2000,73.3 55.0,2210RL_010,10,8,35.48039167,-120.38518,,
010_Win_8_10m_03-3,0,0,0,0,3,117,3,BAE02,202210,20221016,DL,1,RREAS,2,CTD,1,10,2000,1400 - 2000,73.3 55.0,2210RL_010,10,8,35.48039167,-120.38518,,
010_GEM_5_Chlamax_17m,0,0,0,0,1,119,1,BAE01,202210,20221016,DL,1,GEMCAP,1,CTD,1,17,2000,1400 - 2000,73.3 55.0,2210RL_010,10,5,35.48039167,-120.38518,,
010_Win_6_Chlamax_17m_01,0,0,0,0,1,120,1,BAE02,202210,20221016,DL,1,RREAS,2,CTD,1,17,2000,1400 - 2000,73.3 55.0,2210RL_010,10,6,35.48039167,-120.38518,,
010_Win_6_Chlamax_17m_01-1,0,0,0,0,1,120,2,BAE01,202210,20221016,DL,1,RREAS,2,CTD,1,17,2000,1400 - 2000,73.3 55.0,2210RL_010,10,6,35.48039167,-120.38518,,
010_Win_6_Chlamax_17m_01-2,0,0,0,0,1,120,3,BAE01,202210,20221016,DL,1,RREAS,2,CTD,1,17,2000,1400 - 2000,73.3 55.0,2210RL_010,10,6,35.48039167,-120.38518,,
010_Win_6_Chlamax_17m_02,0,0,0,0,2,121,1,BAE01,202210,20221016,DL,1,RREAS,2,CTD,1,17,2000,1400 - 2000,73.3 55.0,2210RL_010,10,6,35.48039167,-120.38518,,
010_Win_6_Chlamax_17m_02-2,0,0,0,0,2,121,2,BAE02,202210,20221016,DL,1,RREAS,2,CTD,1,17,2000,1400 - 2000,73.3 55.0,2210RL_010,10,6,35.48039167,-120.38518,,
010_Win_6_Chlamax_17m_02-3,0,0,0,0,2,121,3,BAE02,202210,20221016,DL,1,RREAS,2,CTD,1,17,2000,1400 - 2000,73.3 55.0,2210RL_010,10,6,35.48039167,-120.38518,,
010_Win_6_Chlamax_17m_03,1,0,1,2,3,122,1,BAE01,202210,20221016,DL,1,RREAS,2,CTD,1,17,2000,1400 - 2000,73.3 55.0,2210RL_010,10,6,35.48039167,-120.38518,,
010_Win_6_Chlamax_17m_03-2,0,0,0,0,3,122,2,BAE02,202210,20221016,DL,1,RREAS,2,CTD,1,17,2000,1400 - 2000,73.3 55.0,2210RL_010,10,6,35.48039167,-120.38518,,
010_Win_6_Chlamax_17m_03-3,0,0,0,0,3,122,3,BAE02,202210,20221016,DL,1,RREAS,2,CTD,1,17,2000,1400 - 2000,73.3 55.0,2210RL_010,10,6,35.48039167,-120.38518,,
010_GEM_3_100m,0,0,0,0,1,110,1,BAE01,202210,20221016,DL,1,GEMCAP,1,CTD,1,100,2000,1400 - 2000,73.3 55.0,2210RL_010,10,3,35.48039167,-120.38518,,
010_GEM_3_100m-2,0,0,0,0,1,110,2,BAE02,202210,20221016,DL,1,GEMCAP,1,CTD,1,100,2000,1400 - 2000,73.3 55.0,2210RL_010,10,3,35.48039167,-120.38518,,
010_GEM_3_100m-3,0,0,0,0,1,110,3,BAE02,202210,20221016,DL,1,GEMCAP,1,CTD,1,100,2000,1400 - 2000,73.3 55.0,2210RL_010,10,3,35.48039167,-120.38518,,
010_Win_4_100m_01,0,0,0,0,1,111,1,BAE02,202210,20221016,DL,1,RREAS,2,CTD,1,100,2000,1400 - 2000,73.3 55.0,2210RL_010,10,4,35.48039167,-120.38518,,
010_Win_4_100m_01-1,0,0,0,0,1,111,2,BAE01,202210,20221016,DL,1,RREAS,2,CTD,1,100,2000,1400 - 2000,73.3 55.0,2210RL_010,10,4,35.48039167,-120.38518,,
010_Win_4_100m_01-2,0,0,0,0,1,111,3,BAE01,202210,20221016,DL,1,RREAS,2,CTD,1,100,2000,1400 - 2000,73.3 55.0,2210RL_010,10,4,35.48039167,-120.38518,,
010_Win_4_100m_02,0,0,0,0,2,112,1,BAE01,202210,20221016,DL,1,RREAS,2,CTD,1,100,2000,1400 - 2000,73.3 55.0,2210RL_010,10,4,35.48039167,-120.38518,,
010_Win_4_100m_02-2,0,0,0,0,2,112,2,BAE02,202210,20221016,DL,1,RREAS,2,CTD,1,100,2000,1400 - 2000,73.3 55.0,2210RL_010,10,4,35.48039167,-120.38518,,
010_Win_4_100m_02-3,0,0,0,0,2,112,3,BAE02,202210,20221016,DL,1,RREAS,2,CTD,1,100,2000,1400 - 2000,73.3 55.0,2210RL_010,10,4,35.48039167,-120.38518,,
010_Win_4_100m_03,0,0,0,0,3,113,1,BAE01,202210,20221016,DL,1,RREAS,2,CTD,1,100,1500,1400 - 2000,73.3 55.0,2210RL_010,10,4,35.48039167,-120.38518,,reused filter housing 1 for filter 3
010_Win_4_100m_03-2,0,0,0,0,3,113,2,BAE02,202210,20221016,DL,1,RREAS,2,CTD,1,100,1500,1400 - 2000,73.3 55.0,2210RL_010,10,4,35.48039167,-120.38518,,reused filter housing 1 for filter 3
010_Win_4_100m_03-3,0,0,0,0,3,113,3,BAE02,202210,20221016,DL,1,RREAS,2,CTD,1,100,1500,1400 - 2000,73.3 55.0,2210RL_010,10,4,35.48039167,-120.38518,,reused filter housing 1 for filter 3
010_GEM_2_170m,0,0,0,0,1,118,1,BAE01,202210,20221016,DL,1,GEMCAP,1,CTD,1,170,2000,1400 - 2000,73.3 55.0,2210RL_010,10,2,35.48039167,-120.38518,,
010_GEM_2_170m-2,0,0,0,0,1,118,2,BAE02,202210,20221016,DL,1,GEMCAP,1,CTD,1,170,2000,1400 - 2000,73.3 55.0,2210RL_010,10,2,35.48039167,-120.38518,,
010_GEM_2_170m-3,0,0,0,0,1,118,3,BAE02,202210,20221016,DL,1,GEMCAP,1,CTD,1,170,2000,1400 - 2000,73.3 55.0,2210RL_010,10,2,35.48039167,-120.38518,,
010_GEM_1_515m,0,0,0,0,1,123,1,BAE01,202210,20221016,DL,1,GEMCAP,1,CTD,1,515,2000,1400 - 2000,73.3 55.0,2210RL_010,10,1,35.48039167,-120.38518,,
010_GEM_1_515m-2,0,0,0,0,1,123,2,BAE02,202210,20221016,DL,1,GEMCAP,1,CTD,1,515,2000,1400 - 2000,73.3 55.0,2210RL_010,10,1,35.48039167,-120.38518,,
010_GEM_1_515m-3,0,0,0,0,1,123,3,BAE02,202210,20221016,DL,1,GEMCAP,1,CTD,1,515,2000,1400 - 2000,73.3 55.0,2210RL_010,10,1,35.48039167,-120.38518,,
009_GEM_7_10m,0,0,0,0,1,100,1,BAE02,202210,20221016,DL,1,GEMCAP,1,CTD,1,10,1000,800 - 1000,73.3 60.0,2210RL_009,9,7,35.30843167,-120.0413667,,
009_GEM_7_10m-1,0,0,0,0,1,100,2,BAE01,202210,20221016,DL,1,GEMCAP,1,CTD,1,10,1000,800 - 1000,73.3 60.0,2210RL_009,9,7,35.30843167,-120.0413667,,
009_GEM_7_10m-2,0,0,0,0,1,100,3,BAE01,202210,20221016,DL,1,GEMCAP,1,CTD,1,10,1000,800 - 1000,73.3 60.0,2210RL_009,9,7,35.30843167,-120.0413667,,
009_Win_8_10m_01,0,0,0,0,1,101,1,BAE02,202210,20221016,DL,1,RREAS,2,CTD,1,10,2000,1400 - 2000,73.3 60.0,2210RL_009,9,8,35.30843167,-120.0413667,,
009_Win_8_10m_01-1,0,0,0,0,1,101,2,BAE01,202210,20221016,DL,1,RREAS,2,CTD,1,10,2000,1400 - 2000,73.3 60.0,2210RL_009,9,8,35.30843167,-120.0413667,,
009_Win_8_10m_01-2,0,0,0,0,1,101,3,BAE01,202210,20221016,DL,1,RREAS,2,CTD,1,10,2000,1400 - 2000,73.3 60.0,2210RL_009,9,8,35.30843167,-120.0413667,,
009_Win_8_10m_02,0,0,0,0,2,102,1,BAE01,202210,20221016,DL,1,RREAS,2,CTD,1,10,2000,1400 - 2000,73.3 60.0,2210RL_009,9,8,35.30843167,-120.0413667,,
009_Win_8_10m_02-2,0,0,0,0,2,102,2,BAE02,202210,20221016,DL,1,RREAS,2,CTD,1,10,2000,1400 - 2000,73.3 60.0,2210RL_009,9,8,35.30843167,-120.0413667,,
009_Win_8_10m_02-3,0,1,1,0,2,102,3,BAE02,202210,20221016,DL,1,RREAS,2,CTD,1,10,2000,1400 - 2000,73.3 60.0,2210RL_009,9,8,35.30843167,-120.0413667,,
009_Win_8_10m_03,0,0,0,0,3,103,1,BAE01,202210,20221016,DL,1,RREAS,2,CTD,1,10,2000,1400 - 2000,73.3 60.0,2210RL_009,9,8,35.30843167,-120.0413667,,
009_Win_8_10m_03-2,0,0,0,0,3,103,2,BAE02,202210,20221016,DL,1,RREAS,2,CTD,1,10,2000,1400 - 2000,73.3 60.0,2210RL_009,9,8,35.30843167,-120.0413667,,
009_Win_8_10m_03-3,0,0,0,0,3,103,3,BAE02,202210,20221016,DL,1,RREAS,2,CTD,1,10,2000,1400 - 2000,73.3 60.0,2210RL_009,9,8,35.30843167,-120.0413667,,
009_GEM_5_Chlamax_20m,0,0,0,0,1,105,1,BAE02,202210,20221016,DL,1,GEMCAP,1,CTD,1,20,1000,800 - 1000,73.3 60.0,2210RL_009,9,5,35.30843167,-120.0413667,,
009_GEM_5_Chlamax_20m-1,0,0,0,0,1,105,2,BAE01,202210,20221016,DL,1,GEMCAP,1,CTD,1,20,1000,800 - 1000,73.3 60.0,2210RL_009,9,5,35.30843167,-120.0413667,,
009_GEM_5_Chlamax_20m-2,0,0,0,0,1,105,3,BAE01,202210,20221016,DL,1,GEMCAP,1,CTD,1,20,1000,800 - 1000,73.3 60.0,2210RL_009,9,5,35.30843167,-120.0413667,,
009_Win_6_Chlamax_20m_01,0,0,0,0,1,106,1,BAE02,202210,20221016,DL,1,RREAS,2,CTD,1,20,2000,1400 - 2000,73.3 60.0,2210RL_009,9,6,35.30843167,-120.0413667,,
009_Win_6_Chlamax_20m_01-1,0,0,0,0,1,106,2,BAE01,202210,20221016,DL,1,RREAS,2,CTD,1,20,2000,1400 - 2000,73.3 60.0,2210RL_009,9,6,35.30843167,-120.0413667,,
009_Win_6_Chlamax_20m_01-2,0,0,0,0,1,106,3,BAE01,202210,20221016,DL,1,RREAS,2,CTD,1,20,2000,1400 - 2000,73.3 60.0,2210RL_009,9,6,35.30843167,-120.0413667,,
009_Win_6_Chlamax_20m_02,0,0,0,0,2,107,1,BAE01,202210,20221016,DL,1,RREAS,2,CTD,1,20,2000,1400 - 2000,73.3 60.0,2210RL_009,9,6,35.30843167,-120.0413667,,
009_Win_6_Chlamax_20m_02-2,0,0,0,0,2,107,2,BAE02,202210,20221016,DL,1,RREAS,2,CTD,1,20,2000,1400 - 2000,73.3 60.0,2210RL_009,9,6,35.30843167,-120.0413667,,
009_Win_6_Chlamax_20m_02-3,0,0,0,0,2,107,3,BAE02,202210,20221016,DL,1,RREAS,2,CTD,1,20,2000,1400 - 2000,73.3 60.0,2210RL_009,9,6,35.30843167,-120.0413667,,
009_Win_6_Chlamax_20m_03,0,0,0,0,3,108,1,BAE01,202210,20221016,DL,1,RREAS,2,CTD,1,20,2000,1400 - 2000,73.3 60.0,2210RL_009,9,6,35.30843167,-120.0413667,,
009_Win_6_Chlamax_20m_03-2,0,0,0,0,3,108,2,BAE02,202210,20221016,DL,1,RREAS,2,CTD,1,20,2000,1400 - 2000,73.3 60.0,2210RL_009,9,6,35.30843167,-120.0413667,,
009_Win_6_Chlamax_20m_03-3,0,0,0,0,3,108,3,BAE02,202210,20221016,DL,1,RREAS,2,CTD,1,20,2000,1400 - 2000,73.3 60.0,2210RL_009,9,6,35.30843167,-120.0413667,,
009_GEM_3_100m,0,0,0,0,1,96,1,BAE02,202210,20221016,DL,1,GEMCAP,1,CTD,1,100,1000,800 - 1000,73.3 60.0,2210RL_009,9,3,35.30843167,-120.0413667,,
009_GEM_3_100m-1,0,0,0,0,1,96,2,BAE01,202210,20221016,DL,1,GEMCAP,1,CTD,1,100,1000,800 - 1000,73.3 60.0,2210RL_009,9,3,35.30843167,-120.0413667,,
009_GEM_3_100m-2,0,0,0,0,1,96,3,BAE01,202210,20221016,DL,1,GEMCAP,1,CTD,1,100,1000,800 - 1000,73.3 60.0,2210RL_009,9,3,35.30843167,-120.0413667,,
009_Win_4_100m_01,0,0,0,0,1,97,1,BAE02,202210,20221016,DL,1,RREAS,2,CTD,1,100,2000,1400 - 2000,73.3 60.0,2210RL_009,9,4,35.30843167,-120.0413667,,
009_Win_4_100m_01-1,0,0,0,0,1,97,2,BAE01,202210,20221016,DL,1,RREAS,2,CTD,1,100,2000,1400 - 2000,73.3 60.0,2210RL_009,9,4,35.30843167,-120.0413667,,
009_Win_4_100m_01-2,0,0,0,0,1,97,3,BAE01,202210,20221016,DL,1,RREAS,2,CTD,1,100,2000,1400 - 2000,73.3 60.0,2210RL_009,9,4,35.30843167,-120.0413667,,
009_Win_4_100m_02,0,0,0,0,2,98,1,BAE01,202210,20221016,DL,1,RREAS,2,CTD,1,100,2000,1400 - 2000,73.3 60.0,2210RL_009,9,4,35.30843167,-120.0413667,,
009_Win_4_100m_02-2,0,0,0,0,2,98,2,BAE02,202210,20221016,DL,1,RREAS,2,CTD,1,100,2000,1400 - 2000,73.3 60.0,2210RL_009,9,4,35.30843167,-120.0413667,,
009_Win_4_100m_02-3,0,0,0,0,2,98,3,BAE02,202210,20221016,DL,1,RREAS,2,CTD,1,100,2000,1400 - 2000,73.3 60.0,2210RL_009,9,4,35.30843167,-120.0413667,,
009_Win_4_100m_03,0,0,0,0,3,99,1,BAE01,202210,20221016,DL,1,RREAS,2,CTD,1,100,2000,1400 - 2000,73.3 60.0,2210RL_009,9,4,35.30843167,-120.0413667,,
