sample-id,delphinidae_all,other_mm_all,mm_any_all,delphinus_tot_reads,Bio-rep,unique_biorep_numeric,Tech-rep,Pool,Cruise,Date_YYYYMMDD,Primer,Primer_numeric,Collection_method,Collection_method_numeric,Collection_device,Collection_device_numeric,Depth_m,Volume_filt_mL,Vol_filt_grp_mL,station,site,site.numeric,bottle,latitude,longitude,Ecological Notes,Processing Notes
009_Win_4_100m_03-2,0,0,0,0,3,99,2,BAE02,202210,20221016,DL,1,RREAS,2,CTD,1,100,2000,1400 - 2000,73.3 60.0,2210RL_009,9,4,35.30843167,-120.0413667,,
009_Win_4_100m_03-3,0,0,0,0,3,99,3,BAE02,202210,20221016,DL,1,RREAS,2,CTD,1,100,2000,1400 - 2000,73.3 60.0,2210RL_009,9,4,35.30843167,-120.0413667,,
009_GEM_2_170m,0,0,0,0,1,104,1,BAE02,202210,20221016,DL,1,GEMCAP,1,CTD,1,170,1000,800 - 1000,73.3 60.0,2210RL_009,9,2,35.30843167,-120.0413667,,
009_GEM_2_170m-1,0,0,0,0,1,104,2,BAE01,202210,20221016,DL,1,GEMCAP,1,CTD,1,170,1000,800 - 1000,73.3 60.0,2210RL_009,9,2,35.30843167,-120.0413667,,
009_GEM_2_170m-2,0,0,0,0,1,104,3,BAE01,202210,20221016,DL,1,GEMCAP,1,CTD,1,170,1000,800 - 1000,73.3 60.0,2210RL_009,9,2,35.30843167,-120.0413667,,
009_GEM_1_515m,0,0,0,0,1,109,1,BAE02,202210,20221016,DL,1,GEMCAP,1,CTD,1,515,1000,800 - 1000,73.3 60.0,2210RL_009,9,1,35.30843167,-120.0413667,,
009_GEM_1_515m-1,0,0,0,0,1,109,2,BAE01,202210,20221016,DL,1,GEMCAP,1,CTD,1,515,1000,800 - 1000,73.3 60.0,2210RL_009,9,1,35.30843167,-120.0413667,,
009_GEM_1_515m-2,0,0,0,0,1,109,3,BAE01,202210,20221016,DL,1,GEMCAP,1,CTD,1,515,1000,800 - 1000,73.3 60.0,2210RL_009,9,1,35.30843167,-120.0413667,,
008_GEM_3_5m-1,0,0,0,0,1,94,2,BAE01,202210,20221015,DL,1,GEMCAP,1,CTD,1,5,1000,800 - 1000,76.7 49.0,2210RL_008,8,3,35.08164,-119.2044617,,
008_GEM_2_15m,0,0,0,0,1,93,1,BAE02,202210,20221015,DL,1,GEMCAP,1,CTD,1,15,1000,800 - 1000,76.7 49.0,2210RL_008,8,2,35.08164,-119.2044617,,
008_GEM_2_15m-1,0,0,0,0,1,93,2,BAE01,202210,20221015,DL,1,GEMCAP,1,CTD,1,15,1000,800 - 1000,76.7 49.0,2210RL_008,8,2,35.08164,-119.2044617,,
008_GEM_2_15m-2,0,0,0,0,1,93,3,BAE01,202210,20221015,DL,1,GEMCAP,1,CTD,1,15,1000,800 - 1000,76.7 49.0,2210RL_008,8,2,35.08164,-119.2044617,,
008_GEM_1_70m,0,0,0,0,1,95,1,BAE02,202210,20221015,DL,1,GEMCAP,1,CTD,1,70,1000,800 - 1000,76.7 49.0,2210RL_008,8,1,35.08164,-119.2044617,,
008_GEM_1_70m-1,0,0,0,0,1,95,2,BAE01,202210,20221015,DL,1,GEMCAP,1,CTD,1,70,1000,800 - 1000,76.7 49.0,2210RL_008,8,1,35.08164,-119.2044617,,
008_GEM_1_70m-2,0,0,0,0,1,95,3,BAE01,202210,20221015,DL,1,GEMCAP,1,CTD,1,70,1000,800 - 1000,76.7 49.0,2210RL_008,8,1,35.08164,-119.2044617,,
007_GEM_7_10m,0,0,0,0,1,83,1,BAE02,202210,20221015,DL,1,GEMCAP,1,CTD,1,10,1000,800 - 1000,76.7 51.0,2210RL_007,7,7,35.02221167,-119.0820317,"smell of sewage on station, smell in lab, and on all following stations for the trip",
007_GEM_7_10m-1,0,0,0,0,1,83,2,BAE01,202210,20221015,DL,1,GEMCAP,1,CTD,1,10,1000,800 - 1000,76.7 51.0,2210RL_007,7,7,35.02221167,-119.0820317,"smell of sewage on station, smell in lab, and on all following stations for the trip",
007_GEM_7_10m-2,0,0,0,0,1,83,3,BAE01,202210,20221015,DL,1,GEMCAP,1,CTD,1,10,1000,800 - 1000,76.7 51.0,2210RL_007,7,7,35.02221167,-119.0820317,"smell of sewage on station, smell in lab, and on all following stations for the trip",
007_Win_8_10m_01,0,0,0,0,1,84,1,BAE02,202210,20221015,DL,1,RREAS,2,CTD,1,10,2000,1400 - 2000,76.7 51.0,2210RL_007,7,8,35.02221167,-119.0820317,"smell of sewage on station, smell in lab, and on all following stations for the trip",
007_Win_8_10m_01-1,0,0,0,0,1,84,2,BAE01,202210,20221015,DL,1,RREAS,2,CTD,1,10,2000,1400 - 2000,76.7 51.0,2210RL_007,7,8,35.02221167,-119.0820317,"smell of sewage on station, smell in lab, and on all following stations for the trip",
007_Win_8_10m_01-2,1,0,1,725,1,84,3,BAE01,202210,20221015,DL,1,RREAS,2,CTD,1,10,2000,1400 - 2000,76.7 51.0,2210RL_007,7,8,35.02221167,-119.0820317,"smell of sewage on station, smell in lab, and on all following stations for the trip",
007_Win_8_10m_02,0,0,0,0,2,85,1,BAE01,202210,20221015,DL,1,RREAS,2,CTD,1,10,2000,1400 - 2000,76.7 51.0,2210RL_007,7,8,35.02221167,-119.0820317,"smell of sewage on station, smell in lab, and on all following stations for the trip",
007_Win_8_10m_02-2,0,0,0,0,2,85,2,BAE02,202210,20221015,DL,1,RREAS,2,CTD,1,10,2000,1400 - 2000,76.7 51.0,2210RL_007,7,8,35.02221167,-119.0820317,"smell of sewage on station, smell in lab, and on all following stations for the trip",
007_Win_8_10m_02-3,0,0,0,0,2,85,3,BAE02,202210,20221015,DL,1,RREAS,2,CTD,1,10,2000,1400 - 2000,76.7 51.0,2210RL_007,7,8,35.02221167,-119.0820317,"smell of sewage on station, smell in lab, and on all following stations for the trip",
007_Win_8_10m_03,1,0,1,17107,3,86,1,BAE01,202210,20221015,DL,1,RREAS,2,CTD,1,10,2000,1400 - 2000,76.7 51.0,2210RL_007,7,8,35.02221167,-119.0820317,"smell of sewage on station, smell in lab, and on all following stations for the trip",
007_Win_8_10m_03-2,1,0,1,1863,3,86,2,BAE02,202210,20221015,DL,1,RREAS,2,CTD,1,10,2000,1400 - 2000,76.7 51.0,2210RL_007,7,8,35.02221167,-119.0820317,"smell of sewage on station, smell in lab, and on all following stations for the trip",
007_Win_8_10m_03-3,0,0,0,0,3,86,3,BAE02,202210,20221015,DL,1,RREAS,2,CTD,1,10,2000,1400 - 2000,76.7 51.0,2210RL_007,7,8,35.02221167,-119.0820317,"smell of sewage on station, smell in lab, and on all following stations for the trip",
007_GEM_5_40m,0,0,0,0,1,89,1,BAE02,202210,20221015,DL,1,GEMCAP,1,CTD,1,40,1000,800 - 1000,76.7 51.0,2210RL_007,7,5,35.02221167,-119.0820317,"smell of sewage on station, smell in lab, and on all following stations for the trip",
007_GEM_5_40m-1,0,0,0,0,1,89,2,BAE01,202210,20221015,DL,1,GEMCAP,1,CTD,1,40,1000,800 - 1000,76.7 51.0,2210RL_007,7,5,35.02221167,-119.0820317,"smell of sewage on station, smell in lab, and on all following stations for the trip",
007_GEM_5_40m-2,0,0,0,0,1,89,3,BAE01,202210,20221015,DL,1,GEMCAP,1,CTD,1,40,1000,800 - 1000,76.7 51.0,2210RL_007,7,5,35.02221167,-119.0820317,"smell of sewage on station, smell in lab, and on all following stations for the trip",
007_Win_6_41m_01,0,0,0,0,1,90,1,BAE02,202210,20221015,DL,1,RREAS,2,CTD,1,41,2000,1400 - 2000,76.7 51.0,2210RL_007,7,6,35.02221167,-119.0820317,"smell of sewage on station, smell in lab, and on all following stations for the trip",
007_Win_6_41m_01-1,1,0,1,174,1,90,2,BAE01,202210,20221015,DL,1,RREAS,2,CTD,1,41,2000,1400 - 2000,76.7 51.0,2210RL_007,7,6,35.02221167,-119.0820317,"smell of sewage on station, smell in lab, and on all following stations for the trip",
007_Win_6_41m_01-2,0,0,0,0,1,90,3,BAE01,202210,20221015,DL,1,RREAS,2,CTD,1,41,2000,1400 - 2000,76.7 51.0,2210RL_007,7,6,35.02221167,-119.0820317,"smell of sewage on station, smell in lab, and on all following stations for the trip",
007_Win_6_41m_02,0,0,0,0,2,91,1,BAE01,202210,20221015,DL,1,RREAS,2,CTD,1,41,2000,1400 - 2000,76.7 51.0,2210RL_007,7,6,35.02221167,-119.0820317,"smell of sewage on station, smell in lab, and on all following stations for the trip",
007_Win_6_41m_02-2,0,0,0,0,2,91,2,BAE02,202210,20221015,DL,1,RREAS,2,CTD,1,41,2000,1400 - 2000,76.7 51.0,2210RL_007,7,6,35.02221167,-119.0820317,"smell of sewage on station, smell in lab, and on all following stations for the trip",
007_Win_6_41m_02-3,0,0,0,0,2,91,3,BAE02,202210,20221015,DL,1,RREAS,2,CTD,1,41,2000,1400 - 2000,76.7 51.0,2210RL_007,7,6,35.02221167,-119.0820317,"smell of sewage on station, smell in lab, and on all following stations for the trip",
007_Win_6_41m_03,0,0,0,0,3,92,1,BAE01,202210,20221015,DL,1,RREAS,2,CTD,1,41,2000,1400 - 2000,76.7 51.0,2210RL_007,7,6,35.02221167,-119.0820317,"smell of sewage on station, smell in lab, and on all following stations for the trip",
007_Win_6_41m_03-2,0,0,0,0,3,92,2,BAE02,202210,20221015,DL,1,RREAS,2,CTD,1,41,2000,1400 - 2000,76.7 51.0,2210RL_007,7,6,35.02221167,-119.0820317,"smell of sewage on station, smell in lab, and on all following stations for the trip",
007_Win_6_41m_03-3,0,0,0,0,3,92,3,BAE02,202210,20221015,DL,1,RREAS,2,CTD,1,41,2000,1400 - 2000,76.7 51.0,2210RL_007,7,6,35.02221167,-119.0820317,"smell of sewage on station, smell in lab, and on all following stations for the trip",
007_GEM_3_100m,0,0,0,0,1,79,1,BAE02,202210,20221015,DL,1,GEMCAP,1,CTD,1,100,1000,800 - 1000,76.7 51.0,2210RL_007,7,3,35.02221167,-119.0820317,,
007_GEM_3_100m-1,0,0,0,0,1,79,2,BAE01,202210,20221015,DL,1,GEMCAP,1,CTD,1,100,1000,800 - 1000,76.7 51.0,2210RL_007,7,3,35.02221167,-119.0820317,,
007_GEM_3_100m-2,0,0,0,0,1,79,3,BAE01,202210,20221015,DL,1,GEMCAP,1,CTD,1,100,1000,800 - 1000,76.7 51.0,2210RL_007,7,3,35.02221167,-119.0820317,,
007_Win_4_100m_01,0,0,0,0,1,80,1,BAE02,202210,20221015,DL,1,RREAS,2,CTD,1,100,2000,1400 - 2000,76.7 51.0,2210RL_007,7,4,35.02221167,-119.0820317,"smell of sewage on station, smell in lab, and on all following stations for the trip",
007_Win_4_100m_01-1,0,0,0,0,1,80,2,BAE01,202210,20221015,DL,1,RREAS,2,CTD,1,100,2000,1400 - 2000,76.7 51.0,2210RL_007,7,4,35.02221167,-119.0820317,"smell of sewage on station, smell in lab, and on all following stations for the trip",
007_Win_4_100m_01-2,0,0,0,0,1,80,3,BAE01,202210,20221015,DL,1,RREAS,2,CTD,1,100,2000,1400 - 2000,76.7 51.0,2210RL_007,7,4,35.02221167,-119.0820317,"smell of sewage on station, smell in lab, and on all following stations for the trip",
007_Win_4_100m_02,0,0,0,0,2,81,1,BAE01,202210,20221015,DL,1,RREAS,2,CTD,1,100,2000,1400 - 2000,76.7 51.0,2210RL_007,7,4,35.02221167,-119.0820317,"smell of sewage on station, smell in lab, and on all following stations for the trip",
007_Win_4_100m_02-2,0,0,0,0,2,81,2,BAE02,202210,20221015,DL,1,RREAS,2,CTD,1,100,2000,1400 - 2000,76.7 51.0,2210RL_007,7,4,35.02221167,-119.0820317,"smell of sewage on station, smell in lab, and on all following stations for the trip",
007_Win_4_100m_02-3,0,0,0,0,2,81,3,BAE02,202210,20221015,DL,1,RREAS,2,CTD,1,100,2000,1400 - 2000,76.7 51.0,2210RL_007,7,4,35.02221167,-119.0820317,"smell of sewage on station, smell in lab, and on all following stations for the trip",
007_Win_4_100m_03,0,0,0,0,3,82,1,BAE01,202210,20221015,DL,1,RREAS,2,CTD,1,100,1500,1400 - 2000,76.7 51.0,2210RL_007,7,4,35.02221167,-119.0820317,"smell of sewage on station, smell in lab, and on all following stations for the trip",
007_Win_4_100m_03-2,0,0,0,0,3,82,2,BAE02,202210,20221015,DL,1,RREAS,2,CTD,1,100,1500,1400 - 2000,76.7 51.0,2210RL_007,7,4,35.02221167,-119.0820317,"smell of sewage on station, smell in lab, and on all following stations for the trip",
007_Win_4_100m_03-3,0,0,0,0,3,82,3,BAE02,202210,20221015,DL,1,RREAS,2,CTD,1,100,1500,1400 - 2000,76.7 51.0,2210RL_007,7,4,35.02221167,-119.0820317,"smell of sewage on station, smell in lab, and on all following stations for the trip",
007_GEM_2_170m-1,0,0,0,0,1,87,2,BAE01,202210,20221015,DL,1,GEMCAP,1,CTD,1,170,1000,800 - 1000,76.7 51.0,2210RL_007,7,2,35.02221167,-119.0820317,,
007_GEM_1_230m,0,0,0,0,1,88,1,BAE02,202210,20221015,DL,1,GEMCAP,1,CTD,1,230,1000,800 - 1000,76.7 51.0,2210RL_007,7,1,35.02221167,-119.0820317,,
007_GEM_1_230m-1,0,0,0,0,1,88,2,BAE01,202210,20221015,DL,1,GEMCAP,1,CTD,1,230,1000,800 - 1000,76.7 51.0,2210RL_007,7,1,35.02221167,-119.0820317,,
007_GEM_1_230m-2,0,0,0,0,1,88,3,BAE01,202210,20221015,DL,1,GEMCAP,1,CTD,1,230,1000,800 - 1000,76.7 51.0,2210RL_007,7,1,35.02221167,-119.0820317,,
006_GEM_7_10m,0,0,0,0,1,70,1,BAE02,202210,20221015,DL,1,GEMCAP,1,CTD,1,10,1000,800 - 1000,76.7 55.0,2210RL_006,6,7,34.87891833,-120.7845433,,
006_GEM_7_10m-1,0,0,0,0,1,70,2,BAE01,202210,20221015,DL,1,GEMCAP,1,CTD,1,10,1000,800 - 1000,76.7 55.0,2210RL_006,6,7,34.87891833,-120.7845433,,
006_GEM_7_10m-2,0,0,0,0,1,70,3,BAE01,202210,20221015,DL,1,GEMCAP,1,CTD,1,10,1000,800 - 1000,76.7 55.0,2210RL_006,6,7,34.87891833,-120.7845433,,
006_Win_8_10m_01,0,0,0,0,1,71,1,BAE02,202210,20221015,DL,1,RREAS,2,CTD,1,10,2000,1400 - 2000,76.7 55.0,2210RL_006,6,8,34.87891833,-120.7845433,,
006_Win_8_10m_01-2,0,0,0,0,1,71,2,BAE01,202210,20221015,DL,1,RREAS,2,CTD,1,10,2000,1400 - 2000,76.7 55.0,2210RL_006,6,8,34.87891833,-120.7845433,,
006_Win_8_10m_01-3,0,0,0,0,1,71,3,BAE01,202210,20221015,DL,1,RREAS,2,CTD,1,10,2000,1400 - 2000,76.7 55.0,2210RL_006,6,8,34.87891833,-120.7845433,,
006_Win_8_10m_02,0,0,0,0,3,72,1,BAE01,202210,20221015,DL,1,RREAS,2,CTD,1,10,2000,1400 - 2000,76.7 55.0,2210RL_006,6,8,34.87891833,-120.7845433,,
006_Win_8_10m_02-2,0,0,0,0,3,72,2,BAE02,202210,20221015,DL,1,RREAS,2,CTD,1,10,2000,1400 - 2000,76.7 55.0,2210RL_006,6,8,34.87891833,-120.7845433,,
006_Win_8_10m_02-3,0,0,0,0,3,72,3,BAE02,202210,20221015,DL,1,RREAS,2,CTD,1,10,2000,1400 - 2000,76.7 55.0,2210RL_006,6,8,34.87891833,-120.7845433,,
006_Win_8_10m_03,0,0,0,0,3,72,1,BAE01,202210,20221015,DL,1,RREAS,2,CTD,1,10,2000,1400 - 2000,76.7 55.0,2210RL_006,6,8,34.87891833,-120.7845433,,
006_Win_8_10m_03-2,1,0,1,480,3,72,2,BAE02,202210,20221015,DL,1,RREAS,2,CTD,1,10,2000,1400 - 2000,76.7 55.0,2210RL_006,6,8,34.87891833,-120.7845433,,
006_Win_8_10m_03-3,0,0,0,0,3,72,3,BAE02,202210,20221015,DL,1,RREAS,2,CTD,1,10,2000,1400 - 2000,76.7 55.0,2210RL_006,6,8,34.87891833,-120.7845433,,
006_GEM_5_40m,0,0,0,0,1,74,1,BAE02,202210,20221015,DL,1,GEMCAP,1,CTD,1,40,1000,800 - 1000,76.7 55.0,2210RL_006,6,5,34.87891833,-120.7845433,,
006_GEM_5_40m-1,0,0,0,0,1,74,2,BAE01,202210,20221015,DL,1,GEMCAP,1,CTD,1,40,1000,800 - 1000,76.7 55.0,2210RL_006,6,5,34.87891833,-120.7845433,,
006_GEM_5_40m-2,0,0,0,0,1,74,3,BAE01,202210,20221015,DL,1,GEMCAP,1,CTD,1,40,1000,800 - 1000,76.7 55.0,2210RL_006,6,5,34.87891833,-120.7845433,,
006_Win_6_40m_01,0,0,0,0,1,75,1,BAE02,202210,20221015,DL,1,RREAS,2,CTD,1,40,2000,1400 - 2000,76.7 55.0,2210RL_006,6,6,34.87891833,-120.7845433,,
006_Win_6_40m_01-1,0,0,0,0,1,75,2,BAE01,202210,20221015,DL,1,RREAS,2,CTD,1,40,2000,1400 - 2000,76.7 55.0,2210RL_006,6,6,34.87891833,-120.7845433,,
006_Win_6_40m_01-2,0,0,0,0,1,75,3,BAE01,202210,20221015,DL,1,RREAS,2,CTD,1,40,2000,1400 - 2000,76.7 55.0,2210RL_006,6,6,34.87891833,-120.7845433,,
006_Win_6_40m_02,0,0,0,0,2,76,1,BAE01,202210,20221015,DL,1,RREAS,2,CTD,1,40,2000,1400 - 2000,76.7 55.0,2210RL_006,6,6,34.87891833,-120.7845433,,
006_Win_6_40m_02-2,0,0,0,0,2,76,2,BAE02,202210,20221015,DL,1,RREAS,2,CTD,1,40,2000,1400 - 2000,76.7 55.0,2210RL_006,6,6,34.87891833,-120.7845433,,
006_Win_6_40m_02-3,0,0,0,0,2,76,3,BAE02,202210,20221015,DL,1,RREAS,2,CTD,1,40,2000,1400 - 2000,76.7 55.0,2210RL_006,6,6,34.87891833,-120.7845433,,
006_Win_6_40m_03,0,0,0,0,3,77,1,BAE01,202210,20221015,DL,1,RREAS,2,CTD,1,40,2000,1400 - 2000,76.7 55.0,2210RL_006,6,6,34.87891833,-120.7845433,,
006_Win_6_40m_03-2,0,0,0,0,3,77,2,BAE02,202210,20221015,DL,1,RREAS,2,CTD,1,40,2000,1400 - 2000,76.7 55.0,2210RL_006,6,6,34.87891833,-120.7845433,,
006_Win_6_40m_03-3,0,0,0,0,3,77,3,BAE02,202210,20221015,DL,1,RREAS,2,CTD,1,40,2000,1400 - 2000,76.7 55.0,2210RL_006,6,6,34.87891833,-120.7845433,,
006_GEM_3_100m,0,0,0,0,1,66,1,BAE02,202210,20221015,DL,1,GEMCAP,1,CTD,1,100,1000,800 - 1000,76.7 55.0,2210RL_006,6,3,34.87891833,-120.7845433,,
006_GEM_3_100m-1,0,0,0,0,1,66,2,BAE01,202210,20221015,DL,1,GEMCAP,1,CTD,1,100,1000,800 - 1000,76.7 55.0,2210RL_006,6,3,34.87891833,-120.7845433,,
006_GEM_3_100m-2,0,0,0,0,1,66,3,BAE01,202210,20221015,DL,1,GEMCAP,1,CTD,1,100,1000,800 - 1000,76.7 55.0,2210RL_006,6,3,34.87891833,-120.7845433,,
006_Win_4_100m_01,0,0,0,0,1,67,1,BAE02,202210,20221015,DL,1,RREAS,2,CTD,1,100,2000,1400 - 2000,76.7 55.0,2210RL_006,6,4,34.87891833,-120.7845433,,
006_Win_4_100m_01-1,0,0,0,0,1,67,2,BAE01,202210,20221015,DL,1,RREAS,2,CTD,1,100,2000,1400 - 2000,76.7 55.0,2210RL_006,6,4,34.87891833,-120.7845433,,
006_Win_4_100m_01-2,0,0,0,0,1,67,3,BAE01,202210,20221015,DL,1,RREAS,2,CTD,1,100,2000,1400 - 2000,76.7 55.0,2210RL_006,6,4,34.87891833,-120.7845433,,
006_Win_4_100m_02,0,0,0,0,2,68,1,BAE01,202210,20221015,DL,1,RREAS,2,CTD,1,100,2000,1400 - 2000,76.7 55.0,2210RL_006,6,4,34.87891833,-120.7845433,,
006_Win_4_100m_02-2,0,0,0,0,2,68,2,BAE02,202210,20221015,DL,1,RREAS,2,CTD,1,100,2000,1400 - 2000,76.7 55.0,2210RL_006,6,4,34.87891833,-120.7845433,,
006_Win_4_100m_02-3,0,0,0,0,2,68,3,BAE02,202210,20221015,DL,1,RREAS,2,CTD,1,100,2000,1400 - 2000,76.7 55.0,2210RL_006,6,4,34.87891833,-120.7845433,,
006_Win_4_100m_03,0,0,0,0,3,69,1,BAE01,202210,20221015,DL,1,RREAS,2,CTD,1,100,2000,1400 - 2000,76.7 55.0,2210RL_006,6,4,34.87891833,-120.7845433,,
006_Win_4_100m_03-2,0,0,0,0,3,69,2,BAE02,202210,20221015,DL,1,RREAS,2,CTD,1,100,2000,1400 - 2000,76.7 55.0,2210RL_006,6,4,34.87891833,-120.7845433,,
006_Win_4_100m_03-3,1,0,1,27,3,69,3,BAE02,202210,20221015,DL,1,RREAS,2,CTD,1,100,2000,1400 - 2000,76.7 55.0,2210RL_006,6,4,34.87891833,-120.7845433,,
006_GEM_2_170m-2,0,0,0,0,1,73,3,BAE01,202210,20221015,DL,1,GEMCAP,1,CTD,1,170,1000,800 - 1000,76.7 55.0,2210RL_006,6,2,34.87891833,-120.7845433,,
006_GEM_1_515m,0,0,0,0,1,78,1,BAE02,202210,20221015,DL,1,GEMCAP,1,CTD,1,515,1000,800 - 1000,76.7 55.0,2210RL_006,6,1,34.87891833,-120.7845433,,
006_GEM_1_515m-1,0,0,0,0,1,78,2,BAE01,202210,20221015,DL,1,GEMCAP,1,CTD,1,515,1000,800 - 1000,76.7 55.0,2210RL_006,6,1,34.87891833,-120.7845433,,
006_GEM_1_515m-2,0,0,0,0,1,78,3,BAE01,202210,20221015,DL,1,GEMCAP,1,CTD,1,515,1000,800 - 1000,76.7 55.0,2210RL_006,6,1,34.87891833,-120.7845433,,
001_GEM_14_10m,0,0,0,0,1,5,3,BAE02,202210,20221013,DL,1,GEMCAP,1,CTD,1,10,1000,800 - 1000,80.7 59.9,2210RL_001,1,14,34.03382833,-120.9436683,,
001_GEM_14_10m-1,0,0,0,0,1,5,1,BAE01,202210,20221013,DL,1,GEMCAP,1,CTD,1,10,1000,800 - 1000,80.7 59.9,2210RL_001,1,14,34.03382833,-120.9436683,,
001_GEM_14_10m-2,0,0,0,0,1,5,2,BAE01,202210,20221013,DL,1,GEMCAP,1,CTD,1,10,1000,800 - 1000,80.7 59.9,2210RL_001,1,14,34.03382833,-120.9436683,,
001_Win_15_10m_01,0,0,0,0,1,6,1,BAE02,202210,20221013,DL,1,RREAS,2,CTD,1,10,2000,1400 - 2000,80.7 59.9,2210RL_001,1,15,34.03382833,-120.9436683,,
001_Win_15_10m_01-1,0,0,0,0,1,6,2,BAE01,202210,20221013,DL,1,RREAS,2,CTD,1,10,2000,1400 - 2000,80.7 59.9,2210RL_001,1,15,34.03382833,-120.9436683,,
001_Win_15_10m_01-2,0,0,0,0,1,6,3,BAE01,202210,20221013,DL,1,RREAS,2,CTD,1,10,2000,1400 - 2000,80.7 59.9,2210RL_001,1,15,34.03382833,-120.9436683,,
001_Win_15_10m_02,0,0,0,0,2,7,1,BAE01,202210,20221013,DL,1,RREAS,2,CTD,1,10,2000,1400 - 2000,80.7 59.9,2210RL_001,1,15,34.03382833,-120.9436683,,
001_Win_15_10m_02-2,0,0,0,0,2,7,2,BAE02,202210,20221013,DL,1,RREAS,2,CTD,1,10,2000,1400 - 2000,80.7 59.9,2210RL_001,1,15,34.03382833,-120.9436683,,
001_Win_15_10m_02-3,0,0,0,0,2,7,3,BAE02,202210,20221013,DL,1,RREAS,2,CTD,1,10,2000,1400 - 2000,80.7 59.9,2210RL_001,1,15,34.03382833,-120.9436683,,
001_Win_15_10m_03,0,0,0,0,3,8,1,BAE01,202210,20221013,DL,1,RREAS,2,CTD,1,10,2000,1400 - 2000,80.7 59.9,2210RL_001,1,15,34.03382833,-120.9436683,,reused swinex from 01 rep
001_Win_15_10m_03-2,0,0,0,0,3,8,2,BAE02,202210,20221013,DL,1,RREAS,2,CTD,1,10,2000,1400 - 2000,80.7 59.9,2210RL_001,1,15,34.03382833,-120.9436683,,
001_Win_15_10m_03-3,0,0,0,0,3,8,3,BAE02,202210,20221013,DL,1,RREAS,2,CTD,1,10,2000,1400 - 2000,80.7 59.9,2210RL_001,1,15,34.03382833,-120.9436683,,
001_GEM_11_Chlamax_24m,0,0,0,0,1,10,3,BAE02,202210,20221013,DL,1,GEMCAP,1,CTD,1,24,1000,800 - 1000,80.7 59.9,2210RL_001,1,11,34.03382833,-120.9436683,,
001_GEM_11_Chlamax_24m-1,0,0,0,0,1,10,1,BAE01,202210,20221013,DL,1,GEMCAP,1,CTD,1,24,1000,800 - 1000,80.7 59.9,2210RL_001,1,11,34.03382833,-120.9436683,,
001_GEM_11_Chlamax_24m-2,0,0,0,0,1,10,2,BAE01,202210,20221013,DL,1,GEMCAP,1,CTD,1,24,1000,800 - 1000,80.7 59.9,2210RL_001,1,11,34.03382833,-120.9436683,,
001_Win_12_Chlamax_01,1,0,1,113,1,11,3,BAE02,202210,20221013,DL,1,RREAS,2,CTD,1,24,2000,1400 - 2000,80.7 59.9,2210RL_001,1,12,34.03382833,-120.9436683,,
001_Win_12_Chlamax_01-1,0,0,0,0,1,11,1,BAE01,202210,20221013,DL,1,RREAS,2,CTD,1,24,2000,1400 - 2000,80.7 59.9,2210RL_001,1,12,34.03382833,-120.9436683,,
001_Win_12_Chlamax_01-2,0,0,0,0,1,11,2,BAE01,202210,20221013,DL,1,RREAS,2,CTD,1,24,2000,1400 - 2000,80.7 59.9,2210RL_001,1,12,34.03382833,-120.9436683,,
001_Win_12_Chlamax_02,0,0,0,0,2,12,1,BAE01,202210,20221013,DL,1,RREAS,2,CTD,1,24,2000,1400 - 2000,80.7 59.9,2210RL_001,1,12,34.03382833,-120.9436683,,
001_Win_12_Chlamax_02-2,0,0,0,0,2,12,2,BAE02,202210,20221013,DL,1,RREAS,2,CTD,1,24,2000,1400 - 2000,80.7 59.9,2210RL_001,1,12,34.03382833,-120.9436683,,
001_Win_12_Chlamax_02-3,0,0,0,0,2,12,3,BAE02,202210,20221013,DL,1,RREAS,2,CTD,1,24,2000,1400 - 2000,80.7 59.9,2210RL_001,1,12,34.03382833,-120.9436683,,
001_Win_12_Chlamax_03,0,0,0,0,3,13,1,BAE01,202210,20221013,DL,1,RREAS,2,CTD,1,24,2000,1400 - 2000,80.7 59.9,2210RL_001,1,12,34.03382833,-120.9436683,,
001_Win_12_Chlamax_03-2,0,0,0,0,3,13,2,BAE02,202210,20221013,DL,1,RREAS,2,CTD,1,24,2000,1400 - 2000,80.7 59.9,2210RL_001,1,12,34.03382833,-120.9436683,,
001_Win_12_Chlamax_03-3,0,0,0,0,3,13,3,BAE02,202210,20221013,DL,1,RREAS,2,CTD,1,24,2000,1400 - 2000,80.7 59.9,2210RL_001,1,12,34.03382833,-120.9436683,,
001_GEM_6_100m,0,0,0,0,1,1,3,BAE02,202210,20221013,DL,1,GEMCAP,1,CTD,1,100,1000,800 - 1000,80.7 59.9,2210RL_001,1,6,34.03382833,-120.9436683,,
001_GEM_6_100m-1,0,0,0,0,1,1,1,BAE01,202210,20221013,DL,1,GEMCAP,1,CTD,1,100,1000,800 - 1000,80.7 59.9,2210RL_001,1,6,34.03382833,-120.9436683,,
001_GEM_6_100m-2,0,0,0,0,1,1,2,BAE01,202210,20221013,DL,1,GEMCAP,1,CTD,1,100,1000,800 - 1000,80.7 59.9,2210RL_001,1,6,34.03382833,-120.9436683,,
001_Win_7_100m_01,0,0,0,0,1,2,1,BAE02,202210,20221013,DL,1,RREAS,2,CTD,1,100,2000,1400 - 2000,80.7 59.9,2210RL_001,1,7,34.03382833,-120.9436683,,
