sample-id,delphinidae_all,other_mm_all,mm_any_all,delphinidae_tot_reads,Bio-rep,unique_biorep_numeric,Tech-rep,Cruise,Date_YYYYMMDD,Primer,Primer_numeric,Collection_method,Collection_method_numeric,Collection_device,Collection_device_numeric,Depth_m,Volume_filt_mL,Vol_filt_grp_mL,station,site,site.numeric,bottle,latitude,longitude,input,filtered,denoisedF,denoisedR,merged,nonchim,length_filter
003_GEM_5_Chlamax_38m-1,0.0,0.0,0.0,0.0,1.0,36.0,2.0,202210.0,20221014.0,DL,1.0,GEMCAP,1.0,CTD,1.0,38.0,1000.0,800 - 1000,82.7 46.1,2210RL_003,3.0,5.0,34.138455,-118.124075,743618,631215,645504,645402,248530,211079,120779
003_GEM_5_Chlamax_38m-2,0.0,0.0,0.0,0.0,1.0,36.0,3.0,202210.0,20221014.0,DL,1.0,GEMCAP,1.0,CTD,1.0,38.0,1000.0,800 - 1000,82.7 46.1,2210RL_003,3.0,5.0,34.138455,-118.124075,466203,416558,423261,423043,113071,110026,35710
003_GEM_7_10m,0.0,0.0,0.0,0.0,1.0,30.0,1.0,202210.0,20221014.0,DL,1.0,GEMCAP,1.0,CTD,1.0,10.0,1000.0,800 - 1000,82.7 46.1,2210RL_003,3.0,7.0,34.138455,-118.124075,297295,263723,271273,272014,114109,114036,57937
003_GEM_7_10m-1,0.0,0.0,0.0,0.0,1.0,30.0,2.0,202210.0,20221014.0,DL,1.0,GEMCAP,1.0,CTD,1.0,10.0,1000.0,800 - 1000,82.7 46.1,2210RL_003,3.0,7.0,34.138455,-118.124075,288674,256020,267598,267517,58294,58294,35850
003_GEM_7_10m-2,1.0,0.0,1.0,395736.0,1.0,30.0,3.0,202210.0,20221014.0,DL,1.0,GEMCAP,1.0,CTD,1.0,10.0,1000.0,800 - 1000,82.7 46.1,2210RL_003,3.0,7.0,34.138455,-118.124075,870459,789519,792825,792598,536703,535416,397473
003_Win_4_100m_01,1.0,0.0,1.0,84.0,1.0,27.0,1.0,202210.0,20221014.0,DL,1.0,RREAS,2.0,CTD,1.0,100.0,2000.0,1400 - 2000,82.7 46.1,2210RL_003,3.0,4.0,34.138455,-118.124075,430041,376772,563464,561319,313166,274294,150433
003_Win_4_100m_01-1,1.0,0.0,1.0,3126.0,1.0,27.0,2.0,202210.0,20221014.0,DL,1.0,RREAS,2.0,CTD,1.0,100.0,2000.0,1400 - 2000,82.7 46.1,2210RL_003,3.0,4.0,34.138455,-118.124075,640134,565776,750026,748635,320227,282150,134599
003_Win_4_100m_01-2,1.0,0.0,1.0,1417.0,1.0,27.0,3.0,202210.0,20221014.0,DL,1.0,RREAS,2.0,CTD,1.0,100.0,2000.0,1400 - 2000,82.7 46.1,2210RL_003,3.0,4.0,34.138455,-118.124075,854221,749945,819948,818754,411054,374820,97574
003_Win_4_100m_02,0.0,0.0,0.0,0.0,2.0,28.0,1.0,202210.0,20221014.0,DL,1.0,RREAS,2.0,CTD,1.0,100.0,2000.0,1400 - 2000,82.7 46.1,2210RL_003,3.0,4.0,34.138455,-118.124075,103822,90538,95215,95181,37509,37443,28675
003_Win_4_100m_02-2,1.0,0.0,1.0,29920.0,2.0,28.0,2.0,202210.0,20221014.0,DL,1.0,RREAS,2.0,CTD,1.0,100.0,2000.0,1400 - 2000,82.7 46.1,2210RL_003,3.0,4.0,34.138455,-118.124075,368072,304209,353840,353593,229794,228893,65010
003_Win_4_100m_02-3,1.0,0.0,1.0,2693.0,2.0,28.0,3.0,202210.0,20221014.0,DL,1.0,RREAS,2.0,CTD,1.0,100.0,2000.0,1400 - 2000,82.7 46.1,2210RL_003,3.0,4.0,34.138455,-118.124075,22722,20556,22816,22777,20603,20599,15999
003_Win_4_100m_03,1.0,0.0,1.0,17906.0,3.0,29.0,1.0,202210.0,20221014.0,DL,1.0,RREAS,2.0,CTD,1.0,100.0,2000.0,1400 - 2000,82.7 46.1,2210RL_003,3.0,4.0,34.138455,-118.124075,156679,141871,151001,150919,122793,121865,67443
003_Win_4_100m_03-2,1.0,0.0,1.0,31270.0,3.0,29.0,2.0,202210.0,20221014.0,DL,1.0,RREAS,2.0,CTD,1.0,100.0,2000.0,1400 - 2000,82.7 46.1,2210RL_003,3.0,4.0,34.138455,-118.124075,324243,246420,273915,273902,120860,118888,59709
003_Win_4_100m_03-3,1.0,0.0,1.0,11836.0,3.0,29.0,3.0,202210.0,20221014.0,DL,1.0,RREAS,2.0,CTD,1.0,100.0,2000.0,1400 - 2000,82.7 46.1,2210RL_003,3.0,4.0,34.138455,-118.124075,450714,386584,391842,391554,299864,296610,159747
003_Win_6_Chlamax_38m_01,1.0,0.0,1.0,2304.0,1.0,37.0,1.0,202210.0,20221014.0,DL,1.0,RREAS,2.0,CTD,1.0,38.0,2000.0,1400 - 2000,82.7 46.1,2210RL_003,3.0,6.0,34.138455,-118.124075,447803,382576,421204,419209,356285,347567,40107
003_Win_6_Chlamax_38m_01-1,0.0,0.0,0.0,0.0,1.0,37.0,2.0,202210.0,20221014.0,DL,1.0,RREAS,2.0,CTD,1.0,38.0,2000.0,1400 - 2000,82.7 46.1,2210RL_003,3.0,6.0,34.138455,-118.124075,733749,631215,720956,726264,606508,540423,132199
003_Win_6_Chlamax_38m_01-2,1.0,0.0,1.0,15299.0,1.0,37.0,3.0,202210.0,20221014.0,DL,1.0,RREAS,2.0,CTD,1.0,38.0,2000.0,1400 - 2000,82.7 46.1,2210RL_003,3.0,6.0,34.138455,-118.124075,911069,806002,868541,868860,729381,704809,92423
003_Win_6_Chlamax_38m_02,0.0,0.0,0.0,0.0,2.0,38.0,1.0,202210.0,20221014.0,DL,1.0,RREAS,2.0,CTD,1.0,38.0,2000.0,1400 - 2000,82.7 46.1,2210RL_003,3.0,6.0,34.138455,-118.124075,278170,252695,326640,326888,280408,279422,28768
003_Win_6_Chlamax_38m_02-2,0.0,0.0,0.0,0.0,2.0,38.0,2.0,202210.0,20221014.0,DL,1.0,RREAS,2.0,CTD,1.0,38.0,2000.0,1400 - 2000,82.7 46.1,2210RL_003,3.0,6.0,34.138455,-118.124075,459542,398142,426145,426140,363098,359077,32347
003_Win_6_Chlamax_38m_02-3,0.0,0.0,0.0,0.0,2.0,38.0,3.0,202210.0,20221014.0,DL,1.0,RREAS,2.0,CTD,1.0,38.0,2000.0,1400 - 2000,82.7 46.1,2210RL_003,3.0,6.0,34.138455,-118.124075,5492,5028,5222,5332,3490,3490,1619
003_Win_6_Chlamax_38m_03,0.0,0.0,0.0,0.0,3.0,39.0,1.0,202210.0,20221014.0,DL,1.0,RREAS,2.0,CTD,1.0,38.0,1500.0,1400 - 2000,82.7 46.1,2210RL_003,3.0,6.0,34.138455,-118.124075,6472,3946,4300,4287,2412,2367,7
003_Win_6_Chlamax_38m_03-2,1.0,0.0,1.0,189.0,3.0,39.0,2.0,202210.0,20221014.0,DL,1.0,RREAS,2.0,CTD,1.0,38.0,1500.0,1400 - 2000,82.7 46.1,2210RL_003,3.0,6.0,34.138455,-118.124075,6571,5826,6375,6329,3488,3488,272
003_Win_6_Chlamax_38m_03-3,0.0,0.0,0.0,0.0,3.0,39.0,3.0,202210.0,20221014.0,DL,1.0,RREAS,2.0,CTD,1.0,38.0,1500.0,1400 - 2000,82.7 46.1,2210RL_003,3.0,6.0,34.138455,-118.124075,148423,134303,140319,140178,123032,122990,59211
003_Win_8_10m_01,1.0,0.0,1.0,8458.0,1.0,31.0,1.0,202210.0,20221014.0,DL,1.0,RREAS,2.0,CTD,1.0,10.0,2000.0,1400 - 2000,82.7 46.1,2210RL_003,3.0,8.0,34.138455,-118.124075,711757,639560,687053,685838,578588,569652,95995
003_Win_8_10m_01-1,1.0,0.0,1.0,58834.0,1.0,31.0,2.0,202210.0,20221014.0,DL,1.0,RREAS,2.0,CTD,1.0,10.0,2000.0,1400 - 2000,82.7 46.1,2210RL_003,3.0,8.0,34.138455,-118.124075,802316,719096,796163,796323,678611,669629,130279
003_Win_8_10m_01-2,1.0,0.0,1.0,41430.0,1.0,31.0,3.0,202210.0,20221014.0,DL,1.0,RREAS,2.0,CTD,1.0,10.0,2000.0,1400 - 2000,82.7 46.1,2210RL_003,3.0,8.0,34.138455,-118.124075,820218,738367,759546,761637,374426,371802,122793
003_Win_8_10m_02,1.0,0.0,1.0,104858.0,2.0,32.0,1.0,202210.0,20221014.0,DL,1.0,RREAS,2.0,CTD,1.0,10.0,2000.0,1400 - 2000,82.7 46.1,2210RL_003,3.0,8.0,34.138455,-118.124075,1045057,965564,1016089,1016750,677142,675810,511877
003_Win_8_10m_02-3,1.0,0.0,1.0,60315.0,2.0,32.0,2.0,202210.0,20221014.0,DL,1.0,RREAS,2.0,CTD,1.0,10.0,2000.0,1400 - 2000,82.7 46.1,2210RL_003,3.0,8.0,34.138455,-118.124075,564777,508331,558625,558937,533117,527875,75890
003_Win_8_10m_03,1.0,0.0,1.0,97145.0,3.0,33.0,1.0,202210.0,20221014.0,DL,1.0,RREAS,2.0,CTD,1.0,10.0,1500.0,1400 - 2000,82.7 46.1,2210RL_003,3.0,8.0,34.138455,-118.124075,128506,117016,120341,119819,119050,106775,98960
003_Win_8_10m_03-2,1.0,0.0,1.0,28021.0,3.0,33.0,2.0,202210.0,20221014.0,DL,1.0,RREAS,2.0,CTD,1.0,10.0,1500.0,1400 - 2000,82.7 46.1,2210RL_003,3.0,8.0,34.138455,-118.124075,50338,45596,47127,47294,35808,33764,28167
003_Win_8_10m_03-3,1.0,0.0,1.0,170325.0,3.0,33.0,3.0,202210.0,20221014.0,DL,1.0,RREAS,2.0,CTD,1.0,10.0,1500.0,1400 - 2000,82.7 46.1,2210RL_003,3.0,8.0,34.138455,-118.124075,259287,236958,241503,241270,235169,194096,170951
004_GEM_1_80m,0.0,0.0,0.0,0.0,1.0,48.0,1.0,202210.0,20221014.0,DL,1.0,GEMCAP,1.0,CTD,1.0,80.0,1000.0,800 - 1000,84.0 41.7,2210RL_004,4.0,1.0,34.05617833,-118.5965633,2189,1930,1921,1916,1529,1529,0
004_GEM_1_80m-1,0.0,0.0,0.0,0.0,1.0,48.0,2.0,202210.0,20221014.0,DL,1.0,GEMCAP,1.0,CTD,1.0,80.0,1000.0,800 - 1000,84.0 41.7,2210RL_004,4.0,1.0,34.05617833,-118.5965633,466700,403283,454423,455644,340244,326210,156744
004_GEM_1_80m-2,0.0,0.0,0.0,0.0,1.0,48.0,3.0,202210.0,20221014.0,DL,1.0,GEMCAP,1.0,CTD,1.0,80.0,1000.0,800 - 1000,84.0 41.7,2210RL_004,4.0,1.0,34.05617833,-118.5965633,796376,696495,876957,877240,792836,735983,230281
004_GEM_5_Chlamax_17m,0.0,0.0,0.0,0.0,1.0,44.0,1.0,202210.0,20221014.0,DL,1.0,GEMCAP,1.0,CTD,1.0,17.0,1000.0,800 - 1000,84.0 41.7,2210RL_004,4.0,5.0,34.05617833,-118.5965633,356571,305979,342470,340227,220348,206238,24208
004_GEM_5_Chlamax_17m-1,1.0,0.0,1.0,609.0,1.0,44.0,2.0,202210.0,20221014.0,DL,1.0,GEMCAP,1.0,CTD,1.0,17.0,1000.0,800 - 1000,84.0 41.7,2210RL_004,4.0,5.0,34.05617833,-118.5965633,388696,340162,404847,404264,330714,301836,94906
004_GEM_5_Chlamax_17m-2,1.0,0.0,1.0,1421.0,1.0,44.0,3.0,202210.0,20221014.0,DL,1.0,GEMCAP,1.0,CTD,1.0,17.0,1000.0,800 - 1000,84.0 41.7,2210RL_004,4.0,5.0,34.05617833,-118.5965633,973945,753813,857147,840984,601726,566717,164325
004_GEM_7_10m,0.0,0.0,0.0,0.0,1.0,40.0,1.0,202210.0,20221014.0,DL,1.0,GEMCAP,1.0,CTD,1.0,10.0,900.0,800 - 1000,84.0 41.7,2210RL_004,4.0,7.0,34.05617833,-118.5965633,461482,397985,424905,424584,359388,354817,122376
004_GEM_7_10m-1,1.0,0.0,1.0,5184.0,1.0,40.0,2.0,202210.0,20221014.0,DL,1.0,GEMCAP,1.0,CTD,1.0,10.0,900.0,800 - 1000,84.0 41.7,2210RL_004,4.0,7.0,34.05617833,-118.5965633,481304,421212,455917,455440,321614,303118,101849
004_GEM_7_10m-2,0.0,0.0,0.0,0.0,1.0,40.0,3.0,202210.0,20221014.0,DL,1.0,GEMCAP,1.0,CTD,1.0,10.0,900.0,800 - 1000,84.0 41.7,2210RL_004,4.0,7.0,34.05617833,-118.5965633,974350,811721,826382,820462,747815,723605,233293
004_Win_2_80m_01,1.0,0.0,1.0,277.0,1.0,49.0,1.0,202210.0,20221014.0,DL,1.0,RREAS,2.0,CTD,1.0,80.0,2000.0,1400 - 2000,84.0 41.7,2210RL_004,4.0,2.0,34.05617833,-118.5965633,230658,184089,245826,244209,207806,199220,89338
004_Win_2_80m_01-1,1.0,0.0,1.0,5243.0,1.0,49.0,2.0,202210.0,20221014.0,DL,1.0,RREAS,2.0,CTD,1.0,80.0,2000.0,1400 - 2000,84.0 41.7,2210RL_004,4.0,2.0,34.05617833,-118.5965633,789765,693330,892143,890759,689428,665049,180584
004_Win_2_80m_01-2,0.0,0.0,0.0,0.0,1.0,49.0,3.0,202210.0,20221014.0,DL,1.0,RREAS,2.0,CTD,1.0,80.0,2000.0,1400 - 2000,84.0 41.7,2210RL_004,4.0,2.0,34.05617833,-118.5965633,806054,694847,844526,841675,748059,709649,159342
004_Win_2_80m_02,0.0,0.0,0.0,0.0,2.0,50.0,1.0,202210.0,20221014.0,DL,1.0,RREAS,2.0,CTD,1.0,80.0,2000.0,1400 - 2000,84.0 41.7,2210RL_004,4.0,2.0,34.05617833,-118.5965633,129446,116866,170849,170430,74656,74191,23487
004_Win_2_80m_02-2,0.0,0.0,0.0,0.0,2.0,50.0,2.0,202210.0,20221014.0,DL,1.0,RREAS,2.0,CTD,1.0,80.0,2000.0,1400 - 2000,84.0 41.7,2210RL_004,4.0,2.0,34.05617833,-118.5965633,307769,276478,297916,296655,288139,284505,9549
004_Win_2_80m_02-3,0.0,0.0,0.0,0.0,2.0,50.0,3.0,202210.0,20221014.0,DL,1.0,RREAS,2.0,CTD,1.0,80.0,2000.0,1400 - 2000,84.0 41.7,2210RL_004,4.0,2.0,34.05617833,-118.5965633,3894,3195,3523,3471,2701,2701,243
004_Win_2_80m_03,0.0,0.0,0.0,0.0,3.0,51.0,1.0,202210.0,20221014.0,DL,1.0,RREAS,2.0,CTD,1.0,80.0,2000.0,1400 - 2000,84.0 41.7,2210RL_004,4.0,2.0,34.05617833,-118.5965633,169446,143793,152577,152476,91092,90639,14342
004_Win_2_80m_03-2,1.0,0.0,1.0,442.0,3.0,51.0,2.0,202210.0,20221014.0,DL,1.0,RREAS,2.0,CTD,1.0,80.0,2000.0,1400 - 2000,84.0 41.7,2210RL_004,4.0,2.0,34.05617833,-118.5965633,8149,6859,7329,7310,3412,3399,758
004_Win_2_80m_03-3,1.0,0.0,1.0,46546.0,3.0,51.0,3.0,202210.0,20221014.0,DL,1.0,RREAS,2.0,CTD,1.0,80.0,2000.0,1400 - 2000,84.0 41.7,2210RL_004,4.0,2.0,34.05617833,-118.5965633,377505,340930,362020,361871,318495,313251,253177
004_Win_4_Chlamax_17m_01,0.0,0.0,0.0,0.0,1.0,45.0,1.0,202210.0,20221014.0,DL,1.0,RREAS,2.0,CTD,1.0,17.0,2000.0,1400 - 2000,84.0 41.7,2210RL_004,4.0,4.0,34.05617833,-118.5965633,338495,294287,320071,324181,286839,283848,15331
004_Win_4_Chlamax_17m_01-1,0.0,0.0,0.0,0.0,1.0,45.0,2.0,202210.0,20221014.0,DL,1.0,RREAS,2.0,CTD,1.0,17.0,2000.0,1400 - 2000,84.0 41.7,2210RL_004,4.0,4.0,34.05617833,-118.5965633,763197,681096,743713,743349,629897,626666,61773
004_Win_4_Chlamax_17m_01-2,0.0,0.0,0.0,0.0,1.0,45.0,3.0,202210.0,20221014.0,DL,1.0,RREAS,2.0,CTD,1.0,17.0,2000.0,1400 - 2000,84.0 41.7,2210RL_004,4.0,4.0,34.05617833,-118.5965633,768350,687468,742189,741255,710750,692926,85054
004_Win_4_Chlamax_17m_02,0.0,0.0,0.0,0.0,2.0,46.0,1.0,202210.0,20221014.0,DL,1.0,RREAS,2.0,CTD,1.0,17.0,2000.0,1400 - 2000,84.0 41.7,2210RL_004,4.0,4.0,34.05617833,-118.5965633,281337,246892,257760,257771,249506,248873,216847
004_Win_4_Chlamax_17m_02-2,0.0,0.0,0.0,0.0,2.0,46.0,2.0,202210.0,20221014.0,DL,1.0,RREAS,2.0,CTD,1.0,17.0,2000.0,1400 - 2000,84.0 41.7,2210RL_004,4.0,4.0,34.05617833,-118.5965633,375063,323494,339030,338874,196471,195940,36554
004_Win_4_Chlamax_17m_02-3,0.0,0.0,0.0,0.0,2.0,46.0,3.0,202210.0,20221014.0,DL,1.0,RREAS,2.0,CTD,1.0,17.0,2000.0,1400 - 2000,84.0 41.7,2210RL_004,4.0,4.0,34.05617833,-118.5965633,17079,14242,17619,17601,9165,9165,5029
004_Win_4_Chlamax_17m_03,0.0,0.0,0.0,0.0,3.0,47.0,1.0,202210.0,20221014.0,DL,1.0,RREAS,2.0,CTD,1.0,17.0,2000.0,1400 - 2000,84.0 41.7,2210RL_004,4.0,4.0,34.05617833,-118.5965633,56791,52429,53703,53603,52197,52181,5374
004_Win_4_Chlamax_17m_03-2,1.0,0.0,1.0,5895.0,3.0,47.0,2.0,202210.0,20221014.0,DL,1.0,RREAS,2.0,CTD,1.0,17.0,2000.0,1400 - 2000,84.0 41.7,2210RL_004,4.0,4.0,34.05617833,-118.5965633,23250,20721,21171,21182,18981,18662,9340
004_Win_4_Chlamax_17m_03-3,0.0,1.0,1.0,0.0,3.0,47.0,3.0,202210.0,20221014.0,DL,1.0,RREAS,2.0,CTD,1.0,17.0,2000.0,1400 - 2000,84.0 41.7,2210RL_004,4.0,4.0,34.05617833,-118.5965633,307405,287944,294028,293568,278558,277999,245081
004_Win_8_10m_01,0.0,0.0,0.0,0.0,1.0,41.0,1.0,202210.0,20221014.0,DL,1.0,RREAS,2.0,CTD,1.0,10.0,2000.0,1400 - 2000,84.0 41.7,2210RL_004,4.0,8.0,34.05617833,-118.5965633,139406,118309,143629,140104,80213,78852,21639
004_Win_8_10m_01-1,0.0,0.0,0.0,0.0,1.0,41.0,2.0,202210.0,20221014.0,DL,1.0,RREAS,2.0,CTD,1.0,10.0,2000.0,1400 - 2000,84.0 41.7,2210RL_004,4.0,8.0,34.05617833,-118.5965633,762683,672866,721067,717727,655316,651546,177641
004_Win_8_10m_01-2,0.0,0.0,0.0,0.0,1.0,41.0,3.0,202210.0,20221014.0,DL,1.0,RREAS,2.0,CTD,1.0,10.0,2000.0,1400 - 2000,84.0 41.7,2210RL_004,4.0,8.0,34.05617833,-118.5965633,700291,599412,594891,598139,284838,283659,14725
004_Win_8_10m_02,0.0,0.0,0.0,0.0,2.0,42.0,1.0,202210.0,20221014.0,DL,1.0,RREAS,2.0,CTD,1.0,10.0,2000.0,1400 - 2000,84.0 41.7,2210RL_004,4.0,8.0,34.05617833,-118.5965633,302518,279034,299449,299269,38643,38592,30046
004_Win_8_10m_02-2,0.0,0.0,0.0,0.0,2.0,42.0,2.0,202210.0,20221014.0,DL,1.0,RREAS,2.0,CTD,1.0,10.0,2000.0,1400 - 2000,84.0 41.7,2210RL_004,4.0,8.0,34.05617833,-118.5965633,440854,395458,436815,436550,208728,205191,24285
004_Win_8_10m_02-3,0.0,0.0,0.0,0.0,2.0,42.0,3.0,202210.0,20221014.0,DL,1.0,RREAS,2.0,CTD,1.0,10.0,2000.0,1400 - 2000,84.0 41.7,2210RL_004,4.0,8.0,34.05617833,-118.5965633,4059,3627,13990,13979,2566,2539,234
004_Win_8_10m_03,1.0,0.0,1.0,215492.0,3.0,43.0,1.0,202210.0,20221014.0,DL,1.0,RREAS,2.0,CTD,1.0,10.0,2000.0,1400 - 2000,84.0 41.7,2210RL_004,4.0,8.0,34.05617833,-118.5965633,315866,286607,292881,292661,262323,262267,223772
004_Win_8_10m_03-2,0.0,0.0,0.0,0.0,3.0,43.0,2.0,202210.0,20221014.0,DL,1.0,RREAS,2.0,CTD,1.0,10.0,2000.0,1400 - 2000,84.0 41.7,2210RL_004,4.0,8.0,34.05617833,-118.5965633,39389,32403,34702,34988,17415,17415,12974
004_Win_8_10m_03-3,0.0,0.0,0.0,0.0,3.0,43.0,3.0,202210.0,20221014.0,DL,1.0,RREAS,2.0,CTD,1.0,10.0,2000.0,1400 - 2000,84.0 41.7,2210RL_004,4.0,8.0,34.05617833,-118.5965633,165016,153127,156512,157062,77374,77374,49673
005_GEM_1_380m,0.0,0.0,0.0,0.0,1.0,65.0,1.0,202210.0,20221014.0,DL,1.0,GEMCAP,1.0,CTD,1.0,380.0,1000.0,800 - 1000,84.5 43.5,2210RL_005,5.0,1.0,33.92825667,-118.5246,362941,333331,333262,333358,331419,331358,4
005_GEM_1_380m-1,0.0,0.0,0.0,0.0,1.0,65.0,2.0,202210.0,20221014.0,DL,1.0,GEMCAP,1.0,CTD,1.0,380.0,1000.0,800 - 1000,84.5 43.5,2210RL_005,5.0,1.0,33.92825667,-118.5246,360896,325902,328651,328966,326395,326347,249337
005_GEM_1_380m-2,1.0,0.0,1.0,13.0,1.0,65.0,3.0,202210.0,20221014.0,DL,1.0,GEMCAP,1.0,CTD,1.0,380.0,1000.0,800 - 1000,84.5 43.5,2210RL_005,5.0,1.0,33.92825667,-118.5246,1702,1541,1742,1712,1244,1244,133
005_GEM_2_170m,0.0,0.0,0.0,0.0,1.0,60.0,1.0,202210.0,20221014.0,DL,1.0,GEMCAP,1.0,CTD,1.0,170.0,1000.0,800 - 1000,84.5 43.5,2210RL_005,5.0,2.0,33.92825667,-118.5246,2977,2464,2459,2459,1322,1322,0
005_GEM_2_170m-1,0.0,0.0,0.0,0.0,1.0,60.0,2.0,202210.0,20221014.0,DL,1.0,GEMCAP,1.0,CTD,1.0,170.0,1000.0,800 - 1000,84.5 43.5,2210RL_005,5.0,2.0,33.92825667,-118.5246,3377,3073,8483,8492,3896,3896,0
005_GEM_2_170m-2,0.0,0.0,0.0,0.0,1.0,60.0,3.0,202210.0,20221014.0,DL,1.0,GEMCAP,1.0,CTD,1.0,170.0,1000.0,800 - 1000,84.5 43.5,2210RL_005,5.0,2.0,33.92825667,-118.5246,170321,156627,161354,161006,137661,137605,702
005_GEM_3_100m,0.0,0.0,0.0,0.0,1.0,52.0,1.0,202210.0,20221014.0,DL,1.0,GEMCAP,1.0,CTD,1.0,100.0,1000.0,800 - 1000,84.5 43.5,2210RL_005,5.0,3.0,33.92825667,-118.5246,39709,34500,214369,214417,108386,108386,0
005_GEM_3_100m-1,0.0,0.0,0.0,0.0,1.0,52.0,2.0,202210.0,20221014.0,DL,1.0,GEMCAP,1.0,CTD,1.0,100.0,1000.0,800 - 1000,84.5 43.5,2210RL_005,5.0,3.0,33.92825667,-118.5246,171078,156752,263893,263890,259136,259064,101378
005_GEM_3_100m-2,0.0,0.0,0.0,0.0,1.0,52.0,3.0,202210.0,20221014.0,DL,1.0,GEMCAP,1.0,CTD,1.0,100.0,1000.0,800 - 1000,84.5 43.5,2210RL_005,5.0,3.0,33.92825667,-118.5246,578840,533866,543360,543524,195232,195232,89
005_GEM_5_Chlamax_31m,0.0,0.0,0.0,0.0,1.0,61.0,1.0,202210.0,20221014.0,DL,1.0,GEMCAP,1.0,CTD,1.0,31.0,1000.0,800 - 1000,84.5 43.5,2210RL_005,5.0,5.0,33.92825667,-118.5246,386962,334231,367493,367845,326926,320766,50954
005_GEM_5_Chlamax_31m-1,0.0,0.0,0.0,0.0,1.0,61.0,2.0,202210.0,20221014.0,DL,1.0,GEMCAP,1.0,CTD,1.0,31.0,1000.0,800 - 1000,84.5 43.5,2210RL_005,5.0,5.0,33.92825667,-118.5246,814733,656278,705391,702898,534782,529439,198432
005_GEM_5_Chlamax_31m-2,0.0,0.0,0.0,0.0,1.0,61.0,3.0,202210.0,20221014.0,DL,1.0,GEMCAP,1.0,CTD,1.0,31.0,1000.0,800 - 1000,84.5 43.5,2210RL_005,5.0,5.0,33.92825667,-118.5246,519933,455100,503022,503481,436358,417827,55858
005_GEM_7_10m,0.0,0.0,0.0,0.0,1.0,56.0,1.0,202210.0,20221014.0,DL,1.0,GEMCAP,1.0,CTD,1.0,10.0,1000.0,800 - 1000,84.5 43.5,2210RL_005,5.0,7.0,33.92825667,-118.5246,675362,587189,623024,622300,554084,537884,109227
005_GEM_7_10m-1,0.0,0.0,0.0,0.0,1.0,56.0,2.0,202210.0,20221014.0,DL,1.0,GEMCAP,1.0,CTD,1.0,10.0,1000.0,800 - 1000,84.5 43.5,2210RL_005,5.0,7.0,33.92825667,-118.5246,475347,415042,442743,442002,399814,389667,23179
005_GEM_7_10m-2,0.0,0.0,0.0,0.0,1.0,56.0,3.0,202210.0,20221014.0,DL,1.0,GEMCAP,1.0,CTD,1.0,10.0,1000.0,800 - 1000,84.5 43.5,2210RL_005,5.0,7.0,33.92825667,-118.5246,927414,792837,835157,833858,718807,694031,148779
005_Win_4_100m_01,0.0,0.0,0.0,0.0,1.0,53.0,1.0,202210.0,20221014.0,DL,1.0,RREAS,2.0,CTD,1.0,100.0,2000.0,1400 - 2000,84.5 43.5,2210RL_005,5.0,4.0,33.92825667,-118.5246,275846,240494,363751,363017,289687,241846,134165
005_Win_4_100m_01-1,0.0,0.0,0.0,0.0,1.0,53.0,2.0,202210.0,20221014.0,DL,1.0,RREAS,2.0,CTD,1.0,100.0,2000.0,1400 - 2000,84.5 43.5,2210RL_005,5.0,4.0,33.92825667,-118.5246,773074,683298,902287,901543,704000,588316,310531
005_Win_4_100m_01-2,0.0,0.0,0.0,0.0,1.0,53.0,3.0,202210.0,20221014.0,DL,1.0,RREAS,2.0,CTD,1.0,100.0,2000.0,1400 - 2000,84.5 43.5,2210RL_005,5.0,4.0,33.92825667,-118.5246,643664,573584,702444,702252,454739,414094,127438
005_Win_4_100m_02,0.0,0.0,0.0,0.0,2.0,54.0,1.0,202210.0,20221014.0,DL,1.0,RREAS,2.0,CTD,1.0,100.0,2000.0,1400 - 2000,84.5 43.5,2210RL_005,5.0,4.0,33.92825667,-118.5246,247801,226660,285494,285418,200274,200154,59078
005_Win_4_100m_02-2,0.0,0.0,0.0,0.0,2.0,54.0,2.0,202210.0,20221014.0,DL,1.0,RREAS,2.0,CTD,1.0,100.0,2000.0,1400 - 2000,84.5 43.5,2210RL_005,5.0,4.0,33.92825667,-118.5246,21850,19874,23602,23446,21542,21542,18465
005_Win_4_100m_02-3,0.0,0.0,0.0,0.0,2.0,54.0,3.0,202210.0,20221014.0,DL,1.0,RREAS,2.0,CTD,1.0,100.0,2000.0,1400 - 2000,84.5 43.5,2210RL_005,5.0,4.0,33.92825667,-118.5246,196146,176407,232899,232825,102481,102299,3140
005_Win_4_100m_03,0.0,0.0,0.0,0.0,3.0,55.0,1.0,202210.0,20221014.0,DL,1.0,RREAS,2.0,CTD,1.0,100.0,2000.0,1400 - 2000,84.5 43.5,2210RL_005,5.0,4.0,33.92825667,-118.5246,161802,136482,147891,147701,113529,109905,50871
005_Win_4_100m_03-2,0.0,0.0,0.0,0.0,3.0,55.0,2.0,202210.0,20221014.0,DL,1.0,RREAS,2.0,CTD,1.0,100.0,2000.0,1400 - 2000,84.5 43.5,2210RL_005,5.0,4.0,33.92825667,-118.5246,12418,10313,11262,11211,4437,4422,1076
005_Win_4_100m_03-3,0.0,0.0,0.0,0.0,3.0,55.0,3.0,202210.0,20221014.0,DL,1.0,RREAS,2.0,CTD,1.0,100.0,2000.0,1400 - 2000,84.5 43.5,2210RL_005,5.0,4.0,33.92825667,-118.5246,589903,544641,556020,555829,419203,416261,290684
