sample-id,delphinidae_all,other_mm_all,mm_any_all,delphinidae_tot_reads,Bio-rep,unique_biorep_numeric,Tech-rep,Cruise,Date_YYYYMMDD,Primer,Primer_numeric,Collection_method,Collection_method_numeric,Collection_device,Collection_device_numeric,Depth_m,Volume_filt_mL,Vol_filt_grp_mL,station,site,site.numeric,bottle,latitude,longitude,input,filtered,denoisedF,denoisedR,merged,nonchim,length_filter
005_Win_6_Chlamax_31m_01,0.0,0.0,0.0,0.0,1.0,62.0,1.0,202210.0,20221014.0,DL,1.0,RREAS,2.0,CTD,1.0,31.0,2000.0,1400 - 2000,84.5 43.5,2210RL_005,5.0,6.0,33.92825667,-118.5246,367827,325481,358012,355619,317090,309180,51776
005_Win_6_Chlamax_31m_01-1,0.0,0.0,0.0,0.0,1.0,62.0,2.0,202210.0,20221014.0,DL,1.0,RREAS,2.0,CTD,1.0,31.0,2000.0,1400 - 2000,84.5 43.5,2210RL_005,5.0,6.0,33.92825667,-118.5246,392259,336275,373050,371784,303937,296446,90072
005_Win_6_Chlamax_31m_01-2,1.0,0.0,1.0,2.0,1.0,62.0,3.0,202210.0,20221014.0,DL,1.0,RREAS,2.0,CTD,1.0,31.0,2000.0,1400 - 2000,84.5 43.5,2210RL_005,5.0,6.0,33.92825667,-118.5246,673685,583622,640123,639081,565466,549638,68378
005_Win_6_Chlamax_31m_02,0.0,0.0,0.0,0.0,2.0,63.0,1.0,202210.0,20221014.0,DL,1.0,RREAS,2.0,CTD,1.0,31.0,2000.0,1400 - 2000,84.5 43.5,2210RL_005,5.0,6.0,33.92825667,-118.5246,90767,82965,89791,89636,68210,68178,3400
005_Win_6_Chlamax_31m_02-2,0.0,0.0,0.0,0.0,2.0,63.0,2.0,202210.0,20221014.0,DL,1.0,RREAS,2.0,CTD,1.0,31.0,2000.0,1400 - 2000,84.5 43.5,2210RL_005,5.0,6.0,33.92825667,-118.5246,481124,430388,528597,526798,343167,342943,75492
005_Win_6_Chlamax_31m_02-3,0.0,0.0,0.0,0.0,2.0,63.0,3.0,202210.0,20221014.0,DL,1.0,RREAS,2.0,CTD,1.0,31.0,2000.0,1400 - 2000,84.5 43.5,2210RL_005,5.0,6.0,33.92825667,-118.5246,364477,322450,350928,347108,288934,288825,207616
005_Win_6_Chlamax_31m_03,0.0,0.0,0.0,0.0,3.0,64.0,1.0,202210.0,20221014.0,DL,1.0,RREAS,2.0,CTD,1.0,31.0,2000.0,1400 - 2000,84.5 43.5,2210RL_005,5.0,6.0,33.92825667,-118.5246,53342,47898,65760,65674,48818,48651,25056
005_Win_6_Chlamax_31m_03-2,1.0,0.0,1.0,4690.0,3.0,64.0,2.0,202210.0,20221014.0,DL,1.0,RREAS,2.0,CTD,1.0,31.0,2000.0,1400 - 2000,84.5 43.5,2210RL_005,5.0,6.0,33.92825667,-118.5246,180302,163283,169712,169612,123226,123019,32831
005_Win_6_Chlamax_31m_03-3,0.0,0.0,0.0,0.0,3.0,64.0,3.0,202210.0,20221014.0,DL,1.0,RREAS,2.0,CTD,1.0,31.0,2000.0,1400 - 2000,84.5 43.5,2210RL_005,5.0,6.0,33.92825667,-118.5246,437442,399324,405339,405032,199478,199237,105198
005_Win_8_10m_01,1.0,0.0,1.0,1560.0,1.0,57.0,1.0,202210.0,20221014.0,DL,1.0,RREAS,2.0,CTD,1.0,10.0,2000.0,1400 - 2000,84.5 43.5,2210RL_005,5.0,8.0,33.92825667,-118.5246,308605,266284,293355,287774,183028,182651,59119
005_Win_8_10m_01-1,1.0,0.0,1.0,3226885.0,1.0,57.0,2.0,202210.0,20221014.0,DL,1.0,RREAS,2.0,CTD,1.0,10.0,2000.0,1400 - 2000,84.5 43.5,2210RL_005,5.0,8.0,33.92825667,-118.5246,7372033,6721946,7157152,7155585,6870456,6373063,3853568
005_Win_8_10m_01-2,0.0,0.0,0.0,0.0,1.0,57.0,3.0,202210.0,20221014.0,DL,1.0,RREAS,2.0,CTD,1.0,10.0,2000.0,1400 - 2000,84.5 43.5,2210RL_005,5.0,8.0,33.92825667,-118.5246,519418,460471,485731,485524,455608,453391,104165
005_Win_8_10m_02,0.0,0.0,0.0,0.0,2.0,58.0,1.0,202210.0,20221014.0,DL,1.0,RREAS,2.0,CTD,1.0,10.0,2000.0,1400 - 2000,84.5 43.5,2210RL_005,5.0,8.0,33.92825667,-118.5246,362550,330958,342017,341915,104220,104182,92899
005_Win_8_10m_02-2,0.0,0.0,0.0,0.0,2.0,58.0,2.0,202210.0,20221014.0,DL,1.0,RREAS,2.0,CTD,1.0,10.0,2000.0,1400 - 2000,84.5 43.5,2210RL_005,5.0,8.0,33.92825667,-118.5246,540488,486838,545900,545004,423082,417462,46620
005_Win_8_10m_02-3,0.0,0.0,0.0,0.0,2.0,58.0,3.0,202210.0,20221014.0,DL,1.0,RREAS,2.0,CTD,1.0,10.0,2000.0,1400 - 2000,84.5 43.5,2210RL_005,5.0,8.0,33.92825667,-118.5246,361112,332716,490826,490661,336153,334166,123298
005_Win_8_10m_03,0.0,0.0,0.0,0.0,3.0,59.0,1.0,202210.0,20221014.0,DL,1.0,RREAS,2.0,CTD,1.0,10.0,2000.0,1400 - 2000,84.5 43.5,2210RL_005,5.0,8.0,33.92825667,-118.5246,15387,13595,14160,13621,11956,11956,1588
005_Win_8_10m_03-2,1.0,0.0,1.0,322.0,3.0,59.0,2.0,202210.0,20221014.0,DL,1.0,RREAS,2.0,CTD,1.0,10.0,2000.0,1400 - 2000,84.5 43.5,2210RL_005,5.0,8.0,33.92825667,-118.5246,9611,7449,8276,8259,2350,2182,580
005_Win_8_10m_03-3,1.0,0.0,1.0,26350.0,3.0,59.0,3.0,202210.0,20221014.0,DL,1.0,RREAS,2.0,CTD,1.0,10.0,2000.0,1400 - 2000,84.5 43.5,2210RL_005,5.0,8.0,33.92825667,-118.5246,151800,132133,139303,138811,120694,120227,34441
006_GEM_1_515m,0.0,0.0,0.0,0.0,1.0,79.0,1.0,202210.0,20221015.0,DL,1.0,GEMCAP,1.0,CTD,1.0,515.0,1000.0,800 - 1000,76.7 55.0,2210RL_006,6.0,1.0,34.87891833,-120.7845433,20016,18354,20989,21036,17290,16482,4654
006_GEM_1_515m-1,0.0,0.0,0.0,0.0,1.0,79.0,2.0,202210.0,20221015.0,DL,1.0,GEMCAP,1.0,CTD,1.0,515.0,1000.0,800 - 1000,76.7 55.0,2210RL_006,6.0,1.0,34.87891833,-120.7845433,494292,447904,516386,516005,326874,317084,110386
006_GEM_1_515m-2,0.0,0.0,0.0,0.0,1.0,79.0,3.0,202210.0,20221015.0,DL,1.0,GEMCAP,1.0,CTD,1.0,515.0,1000.0,800 - 1000,76.7 55.0,2210RL_006,6.0,1.0,34.87891833,-120.7845433,814483,742590,811462,810755,692485,651620,294752
006_GEM_2_170m,0.0,0.0,0.0,0.0,1.0,74.0,1.0,202210.0,20221015.0,DL,1.0,GEMCAP,1.0,CTD,1.0,170.0,1000.0,800 - 1000,76.7 55.0,2210RL_006,6.0,2.0,34.87891833,-120.7845433,58902,48644,51327,51105,49790,49790,0
006_GEM_2_170m-1,0.0,0.0,0.0,0.0,1.0,74.0,2.0,202210.0,20221015.0,DL,1.0,GEMCAP,1.0,CTD,1.0,170.0,1000.0,800 - 1000,76.7 55.0,2210RL_006,6.0,2.0,34.87891833,-120.7845433,6236,5648,6025,6028,5339,5339,0
006_GEM_2_170m-2,0.0,0.0,0.0,0.0,1.0,74.0,3.0,202210.0,20221015.0,DL,1.0,GEMCAP,1.0,CTD,1.0,170.0,1000.0,800 - 1000,76.7 55.0,2210RL_006,6.0,2.0,34.87891833,-120.7845433,13198,11775,12325,12245,6078,6078,1377
006_GEM_3_100m,0.0,0.0,0.0,0.0,1.0,66.0,1.0,202210.0,20221015.0,DL,1.0,GEMCAP,1.0,CTD,1.0,100.0,1000.0,800 - 1000,76.7 55.0,2210RL_006,6.0,3.0,34.87891833,-120.7845433,774595,698604,724692,722504,669885,636748,88714
006_GEM_3_100m-1,0.0,0.0,0.0,0.0,1.0,66.0,2.0,202210.0,20221015.0,DL,1.0,GEMCAP,1.0,CTD,1.0,100.0,1000.0,800 - 1000,76.7 55.0,2210RL_006,6.0,3.0,34.87891833,-120.7845433,734473,661819,686974,686843,635752,596592,72848
006_GEM_3_100m-2,0.0,0.0,0.0,0.0,1.0,66.0,3.0,202210.0,20221015.0,DL,1.0,GEMCAP,1.0,CTD,1.0,100.0,1000.0,800 - 1000,76.7 55.0,2210RL_006,6.0,3.0,34.87891833,-120.7845433,1061933,966725,1078306,1077656,1043070,985044,148375
006_GEM_5_40m,0.0,0.0,0.0,0.0,1.0,75.0,1.0,202210.0,20221015.0,DL,1.0,GEMCAP,1.0,CTD,1.0,40.0,1000.0,800 - 1000,76.7 55.0,2210RL_006,6.0,5.0,34.87891833,-120.7845433,835031,741730,962622,961386,917266,822686,52042
006_GEM_5_40m-1,0.0,0.0,0.0,0.0,1.0,75.0,2.0,202210.0,20221015.0,DL,1.0,GEMCAP,1.0,CTD,1.0,40.0,1000.0,800 - 1000,76.7 55.0,2210RL_006,6.0,5.0,34.87891833,-120.7845433,688553,623893,714336,713927,683031,657269,72196
006_GEM_5_40m-2,0.0,0.0,0.0,0.0,1.0,75.0,3.0,202210.0,20221015.0,DL,1.0,GEMCAP,1.0,CTD,1.0,40.0,1000.0,800 - 1000,76.7 55.0,2210RL_006,6.0,5.0,34.87891833,-120.7845433,777906,674895,808080,810504,741219,681644,94476
006_GEM_7_10m,0.0,0.0,0.0,0.0,1.0,70.0,1.0,202210.0,20221015.0,DL,1.0,GEMCAP,1.0,CTD,1.0,10.0,1000.0,800 - 1000,76.7 55.0,2210RL_006,6.0,7.0,34.87891833,-120.7845433,302028,264533,280942,279636,238971,233864,21636
006_GEM_7_10m-1,0.0,0.0,0.0,0.0,1.0,70.0,2.0,202210.0,20221015.0,DL,1.0,GEMCAP,1.0,CTD,1.0,10.0,1000.0,800 - 1000,76.7 55.0,2210RL_006,6.0,7.0,34.87891833,-120.7845433,5873,5154,5384,5284,4713,4713,683
006_GEM_7_10m-2,0.0,0.0,0.0,0.0,1.0,70.0,3.0,202210.0,20221015.0,DL,1.0,GEMCAP,1.0,CTD,1.0,10.0,1000.0,800 - 1000,76.7 55.0,2210RL_006,6.0,7.0,34.87891833,-120.7845433,820532,730202,794454,794095,680185,657320,89103
006_Win_4_100m_01,0.0,0.0,0.0,0.0,1.0,67.0,1.0,202210.0,20221015.0,DL,1.0,RREAS,2.0,CTD,1.0,100.0,2000.0,1400 - 2000,76.7 55.0,2210RL_006,6.0,4.0,34.87891833,-120.7845433,256536,226464,279701,279497,140775,132719,46363
006_Win_4_100m_01-1,0.0,0.0,0.0,0.0,1.0,67.0,2.0,202210.0,20221015.0,DL,1.0,RREAS,2.0,CTD,1.0,100.0,2000.0,1400 - 2000,76.7 55.0,2210RL_006,6.0,4.0,34.87891833,-120.7845433,909671,815241,978645,971549,575856,557950,190362
006_Win_4_100m_01-2,0.0,0.0,0.0,0.0,1.0,67.0,3.0,202210.0,20221015.0,DL,1.0,RREAS,2.0,CTD,1.0,100.0,2000.0,1400 - 2000,76.7 55.0,2210RL_006,6.0,4.0,34.87891833,-120.7845433,725160,640557,759531,758708,374476,362046,157339
006_Win_4_100m_02,0.0,0.0,0.0,0.0,2.0,68.0,1.0,202210.0,20221015.0,DL,1.0,RREAS,2.0,CTD,1.0,100.0,2000.0,1400 - 2000,76.7 55.0,2210RL_006,6.0,4.0,34.87891833,-120.7845433,103013,93685,143131,143057,114175,114087,60826
006_Win_4_100m_02-2,0.0,0.0,0.0,0.0,2.0,68.0,2.0,202210.0,20221015.0,DL,1.0,RREAS,2.0,CTD,1.0,100.0,2000.0,1400 - 2000,76.7 55.0,2210RL_006,6.0,4.0,34.87891833,-120.7845433,392747,280172,444603,444321,372297,370661,259675
006_Win_4_100m_02-3,0.0,0.0,0.0,0.0,2.0,68.0,3.0,202210.0,20221015.0,DL,1.0,RREAS,2.0,CTD,1.0,100.0,2000.0,1400 - 2000,76.7 55.0,2210RL_006,6.0,4.0,34.87891833,-120.7845433,371285,330019,382546,382451,139227,136900,16496
006_Win_4_100m_03,0.0,0.0,0.0,0.0,3.0,69.0,1.0,202210.0,20221015.0,DL,1.0,RREAS,2.0,CTD,1.0,100.0,2000.0,1400 - 2000,76.7 55.0,2210RL_006,6.0,4.0,34.87891833,-120.7845433,84297,27335,35099,35023,11696,11553,1726
006_Win_4_100m_03-2,0.0,0.0,0.0,0.0,3.0,69.0,2.0,202210.0,20221015.0,DL,1.0,RREAS,2.0,CTD,1.0,100.0,2000.0,1400 - 2000,76.7 55.0,2210RL_006,6.0,4.0,34.87891833,-120.7845433,54677,46895,49186,49240,40399,39610,4627
006_Win_4_100m_03-3,1.0,0.0,1.0,27.0,3.0,69.0,3.0,202210.0,20221015.0,DL,1.0,RREAS,2.0,CTD,1.0,100.0,2000.0,1400 - 2000,76.7 55.0,2210RL_006,6.0,4.0,34.87891833,-120.7845433,270848,169771,172957,172955,154460,153122,92059
006_Win_6_40m_01,0.0,0.0,0.0,0.0,1.0,76.0,1.0,202210.0,20221015.0,DL,1.0,RREAS,2.0,CTD,1.0,40.0,2000.0,1400 - 2000,76.7 55.0,2210RL_006,6.0,6.0,34.87891833,-120.7845433,314031,274564,410444,409369,329125,293907,26155
006_Win_6_40m_01-1,0.0,0.0,0.0,0.0,1.0,76.0,2.0,202210.0,20221015.0,DL,1.0,RREAS,2.0,CTD,1.0,40.0,2000.0,1400 - 2000,76.7 55.0,2210RL_006,6.0,6.0,34.87891833,-120.7845433,562971,505027,651653,651175,545405,520964,102177
006_Win_6_40m_01-2,0.0,0.0,0.0,0.0,1.0,76.0,3.0,202210.0,20221015.0,DL,1.0,RREAS,2.0,CTD,1.0,40.0,2000.0,1400 - 2000,76.7 55.0,2210RL_006,6.0,6.0,34.87891833,-120.7845433,514042,448706,554110,553485,384092,345061,65844
006_Win_6_40m_02,0.0,0.0,0.0,0.0,2.0,77.0,1.0,202210.0,20221015.0,DL,1.0,RREAS,2.0,CTD,1.0,40.0,2000.0,1400 - 2000,76.7 55.0,2210RL_006,6.0,6.0,34.87891833,-120.7845433,329298,292707,320735,320713,274760,269359,30075
006_Win_6_40m_02-2,0.0,0.0,0.0,0.0,2.0,77.0,2.0,202210.0,20221015.0,DL,1.0,RREAS,2.0,CTD,1.0,40.0,2000.0,1400 - 2000,76.7 55.0,2210RL_006,6.0,6.0,34.87891833,-120.7845433,483851,435295,513962,513546,387432,370789,36030
006_Win_6_40m_02-3,0.0,0.0,0.0,0.0,2.0,77.0,3.0,202210.0,20221015.0,DL,1.0,RREAS,2.0,CTD,1.0,40.0,2000.0,1400 - 2000,76.7 55.0,2210RL_006,6.0,6.0,34.87891833,-120.7845433,348385,318575,351993,351863,235512,222800,23490
006_Win_6_40m_03,0.0,0.0,0.0,0.0,3.0,78.0,1.0,202210.0,20221015.0,DL,1.0,RREAS,2.0,CTD,1.0,40.0,2000.0,1400 - 2000,76.7 55.0,2210RL_006,6.0,6.0,34.87891833,-120.7845433,308686,275481,335322,335160,271026,263467,96154
006_Win_6_40m_03-2,0.0,0.0,0.0,0.0,3.0,78.0,2.0,202210.0,20221015.0,DL,1.0,RREAS,2.0,CTD,1.0,40.0,2000.0,1400 - 2000,76.7 55.0,2210RL_006,6.0,6.0,34.87891833,-120.7845433,215423,175760,178450,178476,156844,151803,63624
006_Win_6_40m_03-3,0.0,0.0,0.0,0.0,3.0,78.0,3.0,202210.0,20221015.0,DL,1.0,RREAS,2.0,CTD,1.0,40.0,2000.0,1400 - 2000,76.7 55.0,2210RL_006,6.0,6.0,34.87891833,-120.7845433,251585,222420,249919,249808,194566,190047,20799
006_Win_8_10m_01,0.0,0.0,0.0,0.0,1.0,71.0,1.0,202210.0,20221015.0,DL,1.0,RREAS,2.0,CTD,1.0,10.0,2000.0,1400 - 2000,76.7 55.0,2210RL_006,6.0,8.0,34.87891833,-120.7845433,14048,12641,13637,13416,11336,11310,1342
006_Win_8_10m_01-2,0.0,0.0,0.0,0.0,1.0,71.0,2.0,202210.0,20221015.0,DL,1.0,RREAS,2.0,CTD,1.0,10.0,2000.0,1400 - 2000,76.7 55.0,2210RL_006,6.0,8.0,34.87891833,-120.7845433,283923,255959,279117,278537,251002,248880,23720
006_Win_8_10m_01-3,0.0,0.0,0.0,0.0,1.0,71.0,3.0,202210.0,20221015.0,DL,1.0,RREAS,2.0,CTD,1.0,10.0,2000.0,1400 - 2000,76.7 55.0,2210RL_006,6.0,8.0,34.87891833,-120.7845433,906850,803921,898355,896246,591010,574741,26277
006_Win_8_10m_02,0.0,0.0,0.0,0.0,3.0,72.0,1.0,202210.0,20221015.0,DL,1.0,RREAS,2.0,CTD,1.0,10.0,2000.0,1400 - 2000,76.7 55.0,2210RL_006,6.0,8.0,34.87891833,-120.7845433,122020,107436,113831,113740,56604,56603,16175
006_Win_8_10m_02-2,0.0,0.0,0.0,0.0,3.0,72.0,2.0,202210.0,20221015.0,DL,1.0,RREAS,2.0,CTD,1.0,10.0,2000.0,1400 - 2000,76.7 55.0,2210RL_006,6.0,8.0,34.87891833,-120.7845433,418949,383833,460481,460128,364674,358966,62975
006_Win_8_10m_02-3,0.0,0.0,0.0,0.0,3.0,72.0,3.0,202210.0,20221015.0,DL,1.0,RREAS,2.0,CTD,1.0,10.0,2000.0,1400 - 2000,76.7 55.0,2210RL_006,6.0,8.0,34.87891833,-120.7845433,28043,25929,26798,26487,17898,17877,5313
006_Win_8_10m_03,0.0,0.0,0.0,0.0,3.0,73.0,1.0,202210.0,20221015.0,DL,1.0,RREAS,2.0,CTD,1.0,10.0,2000.0,1400 - 2000,76.7 55.0,2210RL_006,6.0,8.0,34.87891833,-120.7845433,55259,48527,50135,50066,46847,46342,26587
006_Win_8_10m_03-2,1.0,0.0,1.0,480.0,3.0,73.0,2.0,202210.0,20221015.0,DL,1.0,RREAS,2.0,CTD,1.0,10.0,2000.0,1400 - 2000,76.7 55.0,2210RL_006,6.0,8.0,34.87891833,-120.7845433,49494,42214,45140,44652,25077,25077,4786
006_Win_8_10m_03-3,0.0,0.0,0.0,0.0,3.0,73.0,3.0,202210.0,20221015.0,DL,1.0,RREAS,2.0,CTD,1.0,10.0,2000.0,1400 - 2000,76.7 55.0,2210RL_006,6.0,8.0,34.87891833,-120.7845433,309348,286491,293987,294756,144913,144686,25926
007_GEM_1_230m,0.0,0.0,0.0,0.0,1.0,89.0,1.0,202210.0,20221015.0,DL,1.0,GEMCAP,1.0,CTD,1.0,230.0,1000.0,800 - 1000,76.7 51.0,2210RL_007,7.0,1.0,35.02221167,-119.0820317,2114,1900,1896,1893,1020,1020,40
007_GEM_1_230m-1,0.0,0.0,0.0,0.0,1.0,89.0,2.0,202210.0,20221015.0,DL,1.0,GEMCAP,1.0,CTD,1.0,230.0,1000.0,800 - 1000,76.7 51.0,2210RL_007,7.0,1.0,35.02221167,-119.0820317,31647,27404,33305,33310,29818,29815,19999
007_GEM_1_230m-2,0.0,0.0,0.0,0.0,1.0,89.0,3.0,202210.0,20221015.0,DL,1.0,GEMCAP,1.0,CTD,1.0,230.0,1000.0,800 - 1000,76.7 51.0,2210RL_007,7.0,1.0,35.02221167,-119.0820317,897109,797496,810175,810551,793565,791805,791571
007_GEM_2_170m,0.0,0.0,0.0,0.0,1.0,88.0,1.0,202210.0,20221015.0,DL,1.0,GEMCAP,1.0,CTD,1.0,170.0,1000.0,800 - 1000,76.7 51.0,2210RL_007,7.0,1.0,35.02221167,-119.0820317,28952,25008,26525,26394,25984,25984,0
007_GEM_2_170m-1,0.0,0.0,0.0,0.0,1.0,88.0,2.0,202210.0,20221015.0,DL,1.0,GEMCAP,1.0,CTD,1.0,170.0,1000.0,800 - 1000,76.7 51.0,2210RL_007,7.0,1.0,35.02221167,-119.0820317,179067,161528,191065,191039,148906,148899,137970
007_GEM_2_170m-2,0.0,0.0,0.0,0.0,1.0,88.0,3.0,202210.0,20221015.0,DL,1.0,GEMCAP,1.0,CTD,1.0,170.0,1000.0,800 - 1000,76.7 51.0,2210RL_007,7.0,1.0,35.02221167,-119.0820317,1357,1184,1179,1164,398,398,0
007_GEM_3_100m,0.0,0.0,0.0,0.0,1.0,80.0,1.0,202210.0,20221015.0,DL,1.0,GEMCAP,1.0,CTD,1.0,100.0,1000.0,800 - 1000,76.7 51.0,2210RL_007,7.0,3.0,35.02221167,-119.0820317,542298,456253,533181,525403,395638,381884,106406
007_GEM_3_100m-1,0.0,0.0,0.0,0.0,1.0,80.0,2.0,202210.0,20221015.0,DL,1.0,GEMCAP,1.0,CTD,1.0,100.0,1000.0,800 - 1000,76.7 51.0,2210RL_007,7.0,3.0,35.02221167,-119.0820317,609123,537268,704177,703146,509052,484457,115492
007_GEM_3_100m-2,0.0,0.0,0.0,0.0,1.0,80.0,3.0,202210.0,20221015.0,DL,1.0,GEMCAP,1.0,CTD,1.0,100.0,1000.0,800 - 1000,76.7 51.0,2210RL_007,7.0,3.0,35.02221167,-119.0820317,964437,845138,943929,943107,693789,655122,178372
007_GEM_5_40m,0.0,0.0,0.0,0.0,1.0,90.0,1.0,202210.0,20221015.0,DL,1.0,GEMCAP,1.0,CTD,1.0,40.0,1000.0,800 - 1000,76.7 51.0,2210RL_007,7.0,5.0,35.02221167,-119.0820317,568360,465628,500233,500036,449723,429103,46390
007_GEM_5_40m-1,0.0,0.0,0.0,0.0,1.0,90.0,2.0,202210.0,20221015.0,DL,1.0,GEMCAP,1.0,CTD,1.0,40.0,1000.0,800 - 1000,76.7 51.0,2210RL_007,7.0,5.0,35.02221167,-119.0820317,376936,337275,364036,363419,318464,313578,85332
007_GEM_5_40m-2,0.0,0.0,0.0,0.0,1.0,90.0,3.0,202210.0,20221015.0,DL,1.0,GEMCAP,1.0,CTD,1.0,40.0,1000.0,800 - 1000,76.7 51.0,2210RL_007,7.0,5.0,35.02221167,-119.0820317,915557,776129,815252,813811,676997,635179,114286
007_GEM_7_10m,0.0,0.0,0.0,0.0,1.0,84.0,1.0,202210.0,20221015.0,DL,1.0,GEMCAP,1.0,CTD,1.0,10.0,1000.0,800 - 1000,76.7 51.0,2210RL_007,7.0,7.0,35.02221167,-119.0820317,250341,227198,250601,249693,201714,195718,32787
007_GEM_7_10m-1,0.0,0.0,0.0,0.0,1.0,84.0,2.0,202210.0,20221015.0,DL,1.0,GEMCAP,1.0,CTD,1.0,10.0,1000.0,800 - 1000,76.7 51.0,2210RL_007,7.0,7.0,35.02221167,-119.0820317,570039,507720,544784,543770,417788,415722,151990
007_GEM_7_10m-2,0.0,0.0,0.0,0.0,1.0,84.0,3.0,202210.0,20221015.0,DL,1.0,GEMCAP,1.0,CTD,1.0,10.0,1000.0,800 - 1000,76.7 51.0,2210RL_007,7.0,7.0,35.02221167,-119.0820317,1019232,906528,991002,990641,793735,740036,90297
007_Win_4_100m_01,0.0,0.0,0.0,0.0,1.0,81.0,1.0,202210.0,20221015.0,DL,1.0,RREAS,2.0,CTD,1.0,100.0,2000.0,1400 - 2000,76.7 51.0,2210RL_007,7.0,4.0,35.02221167,-119.0820317,587316,519347,678939,675873,495443,406979,101141
007_Win_4_100m_01-1,0.0,0.0,0.0,0.0,1.0,81.0,2.0,202210.0,20221015.0,DL,1.0,RREAS,2.0,CTD,1.0,100.0,2000.0,1400 - 2000,76.7 51.0,2210RL_007,7.0,4.0,35.02221167,-119.0820317,8198,7013,8418,8591,5285,4720,1318
007_Win_4_100m_01-2,0.0,0.0,0.0,0.0,1.0,81.0,3.0,202210.0,20221015.0,DL,1.0,RREAS,2.0,CTD,1.0,100.0,2000.0,1400 - 2000,76.7 51.0,2210RL_007,7.0,4.0,35.02221167,-119.0820317,771333,686645,771697,770579,500037,439000,88230
007_Win_4_100m_02,0.0,0.0,0.0,0.0,2.0,82.0,1.0,202210.0,20221015.0,DL,1.0,RREAS,2.0,CTD,1.0,100.0,2000.0,1400 - 2000,76.7 51.0,2210RL_007,7.0,4.0,35.02221167,-119.0820317,268658,230446,246035,245887,145451,145387,98088
007_Win_4_100m_02-2,0.0,0.0,0.0,0.0,2.0,82.0,2.0,202210.0,20221015.0,DL,1.0,RREAS,2.0,CTD,1.0,100.0,2000.0,1400 - 2000,76.7 51.0,2210RL_007,7.0,4.0,35.02221167,-119.0820317,718096,598903,644668,636352,258752,253636,60006
007_Win_4_100m_02-3,0.0,0.0,0.0,0.0,2.0,82.0,3.0,202210.0,20221015.0,DL,1.0,RREAS,2.0,CTD,1.0,100.0,2000.0,1400 - 2000,76.7 51.0,2210RL_007,7.0,4.0,35.02221167,-119.0820317,516783,459774,483589,483325,379826,376249,187887
007_Win_4_100m_03,0.0,0.0,0.0,0.0,3.0,83.0,1.0,202210.0,20221015.0,DL,1.0,RREAS,2.0,CTD,1.0,100.0,1500.0,1400 - 2000,76.7 51.0,2210RL_007,7.0,4.0,35.02221167,-119.0820317,362520,324072,343536,343479,176663,176448,14607
007_Win_4_100m_03-2,0.0,0.0,0.0,0.0,3.0,83.0,2.0,202210.0,20221015.0,DL,1.0,RREAS,2.0,CTD,1.0,100.0,1500.0,1400 - 2000,76.7 51.0,2210RL_007,7.0,4.0,35.02221167,-119.0820317,438267,395994,403357,403363,356446,350961,132493
007_Win_4_100m_03-3,0.0,0.0,0.0,0.0,3.0,83.0,3.0,202210.0,20221015.0,DL,1.0,RREAS,2.0,CTD,1.0,100.0,1500.0,1400 - 2000,76.7 51.0,2210RL_007,7.0,4.0,35.02221167,-119.0820317,333735,287923,289760,290021,116691,111640,11115
007_Win_6_41m_01,0.0,0.0,0.0,0.0,1.0,91.0,1.0,202210.0,20221015.0,DL,1.0,RREAS,2.0,CTD,1.0,41.0,2000.0,1400 - 2000,76.7 51.0,2210RL_007,7.0,6.0,35.02221167,-119.0820317,135903,120758,138682,136564,117614,111356,6473
007_Win_6_41m_01-1,1.0,0.0,1.0,174.0,1.0,91.0,2.0,202210.0,20221015.0,DL,1.0,RREAS,2.0,CTD,1.0,41.0,2000.0,1400 - 2000,76.7 51.0,2210RL_007,7.0,6.0,35.02221167,-119.0820317,565502,457581,543075,531088,409929,393731,35371
007_Win_6_41m_01-2,0.0,0.0,0.0,0.0,1.0,91.0,3.0,202210.0,20221015.0,DL,1.0,RREAS,2.0,CTD,1.0,41.0,2000.0,1400 - 2000,76.7 51.0,2210RL_007,7.0,6.0,35.02221167,-119.0820317,702805,599429,662669,660916,408292,384591,70812
007_Win_6_41m_02,0.0,0.0,0.0,0.0,2.0,92.0,1.0,202210.0,20221015.0,DL,1.0,RREAS,2.0,CTD,1.0,41.0,2000.0,1400 - 2000,76.7 51.0,2210RL_007,7.0,6.0,35.02221167,-119.0820317,141150,122882,215632,215468,65856,65590,43997
007_Win_6_41m_02-2,0.0,0.0,0.0,0.0,2.0,92.0,2.0,202210.0,20221015.0,DL,1.0,RREAS,2.0,CTD,1.0,41.0,2000.0,1400 - 2000,76.7 51.0,2210RL_007,7.0,6.0,35.02221167,-119.0820317,43751,38893,43492,43319,20763,20721,5319
007_Win_6_41m_02-3,0.0,0.0,0.0,0.0,2.0,92.0,3.0,202210.0,20221015.0,DL,1.0,RREAS,2.0,CTD,1.0,41.0,2000.0,1400 - 2000,76.7 51.0,2210RL_007,7.0,6.0,35.02221167,-119.0820317,380472,336120,379399,379424,325086,321411,46523
007_Win_6_41m_03,0.0,0.0,0.0,0.0,3.0,93.0,1.0,202210.0,20221015.0,DL,1.0,RREAS,2.0,CTD,1.0,41.0,2000.0,1400 - 2000,76.7 51.0,2210RL_007,7.0,6.0,35.02221167,-119.0820317,188887,161618,167219,167049,44089,42888,16992
